"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"19","Petr Mrazek","CHI","1","28.8","16","16","0","1.000","0.00","1.71","1.88","6","6","0","1.000","0.00","1.18","5","5","0","1.000","0.00","0.59","5","5","0","1.000","0.00","0.22","0","1","22.69","-"
"32","Eric Comrie","BUF","1","59.166666666667","26","26","0","1.000","0.00","2.78","2.36","7","7","0","1.000","0.00","1.38","7","7","0","1.000","0.00","0.82","9","9","0","1.000","0.00","0.40","5","3","43.62","-"
"10","Semyon Varlamov","NYI","1","58.333333333333","34","33","1","0.971","1.03","2.63","2.97","9","8","1","0.889","1.03","0.77","8","8","0","1.000","0.00","0.94","10","10","0","1.000","0.00","0.44","3","7","38.97","14.00"
"63","Jeremy Swayman","BOS","4","237.6","118","112","6","0.949","1.52","6.60","13.02","32","28","4","0.875","1.01","2.29","37","35","2","0.946","0.51","2.34","42","42","0","1.000","0.00","1.86","7","17","36.69","15.17"
"64","Logan Thompson","VGK","1","53.883333333333","39","37","2","0.949","2.23","2.16","3.76","14","12","2","0.857","2.23","0.75","9","9","0","1.000","0.00","1.06","13","13","0","1.000","0.00","0.58","0","9","32.97","20.00"
"42","Igor Shesterkin","NYR","5","297.96666666667","165","156","9","0.945","1.81","8.62","14.03","43","39","4","0.907","0.81","4.46","39","35","4","0.897","0.81","0.58","71","70","1","0.986","0.20","2.15","13","29","39.60","20.67"
"66","Collin Delia","VAN","1","59.466666666667","18","17","1","0.944","1.01","0.92","2.28","6","5","1","0.833","1.01","0.18","5","5","0","1.000","0.00","0.59","7","7","0","1.000","0.00","0.31","0","5","27.61","9.00"
"70","Joel Hofer","STL","4","241.9","125","118","7","0.944","1.74","6.35","10.91","28","24","4","0.857","0.99","1.51","32","30","2","0.938","0.50","1.75","59","58","1","0.983","0.25","1.62","7","13","36.42","23.57"
"62","Dylan Ferguson","OTT","2","118.86666666667","83","78","5","0.940","2.52","3.86","8.02","24","22","2","0.917","1.01","2.72","30","27","3","0.900","1.51","0.52","26","26","0","1.000","0.00","1.15","12","15","34.04","18.20"
"33","Pheonix Copley","L.A","2","119.75","48","45","3","0.938","1.50","2.13","4.69","10","8","2","0.800","1.00","-0.03","15","14","1","0.933","0.50","0.76","19","19","0","1.000","0.00","0.84","3","7","34.94","16.33"
"71","Ivan Prosvetov","ARI","2","119.53333333333","65","61","4","0.938","2.01","2.94","6.71","15","14","1","0.933","0.50","1.95","16","13","3","0.813","1.51","-1.12","32","32","0","1.000","0.00","1.42","4","14","36.25","23.00"
"3","Jaroslav Halak","NYR","3","181.31666666667","91","85","6","0.934","1.99","3.72","8.84","31","29","2","0.935","0.66","4.10","19","17","2","0.895","0.66","0.23","37","35","2","0.946","0.66","-0.36","3","21","32.96","31.00"
"54","Carter Hart","PHI","4","245","134","125","9","0.933","2.20","5.31","14.63","41","36","5","0.878","1.22","3.06","27","25","2","0.926","0.49","1.17","62","60","2","0.968","0.49","0.75","4","24","34.35","19.89"
"65","Alexandar Georgiev","COL","6","359.93333333333","160","149","11","0.931","1.83","6.09","13.51","41","35","6","0.854","1.00","2.06","35","30","5","0.857","0.83","-0.89","74","74","0","1.000","0.00","3.28","7","22","37.99","20.82"
"27","Joonas Korpisalo","L.A","3","185","71","66","5","0.930","1.62","2.58","7.31","16","15","1","0.938","0.32","2.15","26","23","3","0.885","0.97","0.05","28","27","1","0.964","0.32","0.24","4","17","30.76","31.40"
"29","Linus Ullmark","BOS","4","239.35","127","118","9","0.929","2.26","4.56","11.32","39","32","7","0.821","1.75","0.67","33","33","0","1.000","0.00","3.87","42","40","2","0.952","0.50","-0.14","21","15","39.74","14.67"
"61","Jiri Patera","VGK","2","120","70","65","5","0.929","2.50","2.48","7.87","22","18","4","0.818","2.00","0.33","20","20","0","1.000","0.00","2.35","23","22","1","0.957","0.50","0.02","4","13","31.69","11.20"
"36","Vitek Vanecek","N.J","5","292.26666666667","134","124","10","0.925","2.05","4.31","11.92","26","21","5","0.808","1.03","0.11","44","39","5","0.886","1.03","0.16","59","59","0","1.000","0.00","2.62","18","16","36.54","19.90"
"34","Thatcher Demko","VAN","6","359.66666666667","166","152","14","0.916","2.34","3.73","15.36","37","32","5","0.865","0.83","2.28","44","36","8","0.818","1.33","-2.84","72","71","1","0.986","0.17","2.19","14","26","37.78","21.79"
"55","Filip Gustavsson","MIN","4","247.53333333333","131","120","11","0.916","2.67","2.99","10.64","24","21","3","0.875","0.73","1.72","47","39","8","0.830","1.94","-2.49","51","51","0","1.000","0.00","2.26","14","11","36.50","20.91"
"28","Connor Hellebuyck","WPG","7","416.8","173","158","15","0.913","2.16","3.47","14.96","37","27","10","0.730","1.44","-2.72","58","56","2","0.966","0.29","4.81","66","63","3","0.955","0.43","-0.07","14","17","38.28","21.33"
"45","Dan Vladar","CGY","2","80","33","30","3","0.909","2.25","0.52","3.54","8","8","0","1.000","0.00","1.57","14","11","3","0.786","2.25","-1.36","10","10","0","1.000","0.00","0.44","1","5","34.03","26.00"
