"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"423","Connor McDavid","EDM","C","49","1109.6166666667","40","49","34","15","89","83.96","203","19.70","25.5","299","256","217","95","10","22","20","10","10","0","0","26","53","46","43","73","25","291","295","49.66"
"355","Leon Draisaitl","EDM","C","47","1037.95","28","45","37","8","73","68.22","145","19.31","18.14","243","201","148","61","3","25","20","10","10","0","0","16","60","41","34","86","29","454","404","52.91"
"372","David Pastrnak","BOS","R","47","922.06666666667","37","32","22","10","69","75.82","226","16.37","22.48","414","301","204","63","16","33","28","13","13","0","0","18","71","28","49","78","17","5","8","38.46"
"200","Nikita Kucherov","T.B","R","46","942.45","19","49","27","22","68","77.27","164","11.59","17.77","314","233","181","61","33","28","26","13","13","0","0","28","56","32","37","61","17","0","0","-"
"553","Tage Thompson","BUF","C, R","47","896.36666666667","33","33","18","15","66","74.16","192","17.19","19.03","339","256","193","79","11","23","20","10","10","0","0","13","22","27","24","55","13","235","327","41.81"
"618","Jason Robertson","DAL","L","50","937.6","33","33","21","12","66","75.86","197","16.75","20.95","350","255","199","77","5","37","14","7","7","0","0","4","39","40","33","49","10","0","1","0.00"
"75","Erik Karlsson","S.J","D","49","1243","15","49","29","20","64","65.98","127","11.81","8.16","305","175","127","19","30","26","10","5","5","0","0","11","61","37","23","64","53","0","0","-"
"500","Matthew Tkachuk","FLA","L","47","951.81666666667","25","37","18","19","62","69.66","176","14.20","25.96","313","237","215","118","11","40","74","26","22","2","2","27","42","19","31","41","20","8","14","36.36"
"767","Jack Hughes","N.J","C","47","946.65","30","30","17","13","60","75.95","211","14.22","24.59","339","261","214","78","34","24","4","2","2","0","0","20","48","40","10","72","10","64","130","32.99"
"201","Ryan Nugent-Hopkins","EDM","C","49","969.81666666667","22","36","13","23","58","58.59","115","19.13","16.69","187","152","132","61","5","13","24","11","11","0","0","6","16","30","34","45","19","232","267","46.49"
"432","Mikko Rantanen","COL","R","46","1049.7","32","26","21","5","58","68.24","174","18.39","17.68","298","234","149","52","10","23","32","16","16","0","0","18","21","34","55","72","21","122","153","44.36"
"17","Sidney Crosby","PIT","C","47","945.56666666667","23","34","19","15","57","75.00","129","17.83","17.27","242","182","151","74","14","27","24","12","12","0","0","9","38","38","49","51","24","545","491","52.61"
"156","Zach Hyman","EDM","L","48","991.98333333333","25","32","17","15","57","57.58","187","13.37","30.37","286","242","248","153","5","28","25","11","10","1","0","15","16","26","50","105","15","4","3","57.14"
"358","William Nylander","TOR","R","49","918.68333333333","26","31","21","10","57","68.67","177","14.69","20.31","298","237","190","84","16","20","14","7","7","0","0","12","22","47","12","65","14","17","26","39.53"
"419","Kyle Connor","WPG","L","49","1000.05","24","33","24","9","57","71.25","171","14.04","19.75","304","234","213","82","7","25","8","4","4","0","0","5","24","21","27","42","16","1","4","20.00"
"462","Mitchell Marner","TOR","R","49","1041.1666666667","18","39","19","20","57","74.03","119","15.13","12.38","250","168","118","35","8","20","18","9","9","0","0","8","53","56","43","73","31","0","3","0.00"
"484","Kirill Kaprizov","MIN","L","46","953.53333333333","27","30","21","9","57","78.08","174","15.52","21.83","329","245","202","72","5","24","25","11","10","1","0","23","28","33","38","72","17","1","3","25.00"
"611","Elias Pettersson","VAN","C","46","915.08333333333","19","37","24","13","56","70.00","154","12.34","17.12","298","223","168","58","6","19","6","3","3","0","0","16","27","33","41","47","52","236","308","43.38"
"69","Steven Stamkos","T.B","C","46","885.41666666667","24","31","18","13","55","66.27","162","14.81","20.68","288","222","184","69","28","30","26","13","13","0","0","9","33","17","48","50","32","300","234","56.18"
"10","Alex Ovechkin","WSH","L","49","1007.4666666667","31","22","12","10","53","70.67","208","14.90","26.19","415","299","194","72","9","40","20","9","9","0","0","8","30","23","127","27","14","3","4","42.86"
"366","Alex Tuch","BUF","R","47","888.28333333333","23","30","20","10","53","64.63","138","16.67","16.83","223","193","123","56","10","16","12","6","6","0","0","9","21","34","33","32","24","17","19","47.22"
"503","Auston Matthews","TOR","C","47","952.23333333333","25","28","18","10","53","60.23","200","12.50","24.68","363","291","258","102","5","30","16","8","8","0","0","18","40","44","60","75","63","351","317","52.54"
"698","Rasmus Dahlin","BUF","D","46","1202.4","14","39","22","17","53","50.48","133","10.53","10.67","236","167","92","23","5","11","62","27","26","0","1","11","39","27","65","78","83","0","0","-"
"324","Nathan MacKinnon","COL","C","35","781.56666666667","13","39","24","15","52","71.23","187","6.95","16.04","309","244","169","50","9","17","20","10","10","0","0","19","22","27","27","34","16","283","329","46.24"
"335","Josh Morrissey","WPG","D","49","1151.7","8","43","25","18","51","58.62","85","9.41","6.73","204","139","70","20","3","9","27","12","11","1","0","13","39","19","54","43","69","0","0","-"
"361","Kevin Fiala","L.A","L","50","884.51666666667","17","34","24","10","51","80.95","157","10.83","17.98","262","196","166","77","19","21","36","18","18","0","0","16","27","14","37","75","15","7","6","53.85"
