"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"362","Connor McDavid","EDM","C","7","151.4","6","8","5","3","14","87.50","24","25.00","4.26","42","34","28","10","0","2","8","4","4","0","0","8","5","5","9","9","3","52","44","54.17"
"516","Miro Heiskanen","DAL","D","8","199.28333333333","3","11","6","5","14","66.67","23","13.04","1.06","48","29","16","1","1","3","4","2","2","0","0","1","5","3","7","11","6","0","0","-"
"438","Clayton Keller","ARI","R","8","162.1","7","6","4","2","13","81.25","25","28.00","1.97","38","30","21","7","0","2","0","0","0","0","0","1","6","6","1","4","8","2","4","33.33"
"38","Jamie Benn","DAL","L","8","123.75","5","7","4","3","12","66.67","17","29.41","1.93","33","25","20","8","1","3","4","2","2","0","0","2","5","8","8","7","3","49","32","60.49"
"512","Jason Robertson","DAL","L","8","138.08333333333","4","8","7","1","12","66.67","32","12.50","4.19","49","42","30","12","0","6","2","1","1","0","0","1","6","7","6","12","2","0","0","-"
"252","Pavel Buchnevich","STL","L","6","117.15","2","9","5","4","11","100.00","17","11.76","2.26","27","24","22","8","2","3","0","0","0","0","0","1","8","4","4","2","2","18","21","46.15"
"305","Leon Draisaitl","EDM","C","7","148.65","8","3","1","2","11","64.71","24","33.33","3.06","39","33","28","11","2","5","0","0","0","0","0","1","9","11","7","8","4","65","58","52.85"
"364","Vince Dunn","SEA","D","7","161.36666666667","1","10","5","5","11","73.33","10","10.00","0.66","31","21","9","0","0","4","8","4","4","0","0","3","3","3","9","6","3","0","0","-"
"391","Mitchell Marner","TOR","R","6","137.66666666667","4","7","4","3","11","84.62","21","19.05","1.4","33","23","16","3","1","1","4","2","2","0","0","5","3","10","1","5","5","0","0","-"
"574","Barrett Hayton","ARI","C","8","152.91666666667","4","7","5","2","11","73.33","23","17.39","3.15","34","28","26","11","0","3","8","4","4","0","0","4","4","1","5","11","2","79","73","51.97"
"8","Joe Pavelski","DAL","C","8","129.18333333333","4","6","3","3","10","58.82","25","16.00","3.68","41","34","32","19","0","11","0","0","0","0","0","2","8","2","8","5","3","35","27","56.45"
"11","Evgeni Malkin","PIT","C","7","134.85","1","9","6","3","10","90.91","18","5.56","1.32","29","20","18","4","0","2","10","5","5","0","0","3","9","5","7","9","4","28","34","45.16"
"170","Nikita Kucherov","T.B","R","8","152.81666666667","4","6","6","0","10","71.43","31","12.90","2.72","57","44","33","12","10","4","2","1","1","0","0","5","8","6","4","8","2","0","0","-"
"171","Ryan Nugent-Hopkins","EDM","C","7","134.06666666667","3","7","4","3","10","62.50","18","16.67","2.27","26","23","19","6","3","3","5","1","0","1","0","3","7","4","2","3","1","16","24","40.00"
"187","Jonathan Marchessault","VGK","R","8","138.95","5","5","2","3","10","100.00","18","27.78","1.97","37","26","20","5","3","2","4","2","2","0","0","0","2","5","8","5","2","1","0","100.00"
"276","Nathan MacKinnon","COL","C","7","139.26666666667","7","3","1","2","10","62.50","36","19.44","2.69","57","45","27","7","1","3","2","1","1","0","0","5","5","3","4","8","3","37","48","43.53"
"284","Valeri Nichushkin","COL","R","6","103.2","3","7","2","5","10","83.33","17","17.65","1.44","26","22","16","7","0","3","2","1","1","0","0","0","4","5","7","8","0","0","2","0.00"
"333","Brayden Point","T.B","C","8","151.15","6","4","2","2","10","66.67","21","28.57","4.17","40","30","37","16","2","2","0","0","0","0","0","1","7","3","1","7","5","50","31","61.73"
"379","Roope Hintz","DAL","C","8","132.91666666667","7","3","2","1","10","52.63","21","33.33","3.55","38","30","23","15","1","0","10","5","5","0","0","3","5","3","5","10","4","20","23","46.51"
"521","Cale Makar","COL","D","6","144.76666666667","2","8","6","2","10","58.82","15","13.33","1","39","24","14","2","0","3","2","1","1","0","0","3","6","6","1","2","11","0","0","-"
"644","Dawson Mercer","N.J","C","8","154.96666666667","3","7","3","4","10","90.91","25","12.00","3.95","37","29","26","15","2","7","0","0","0","0","0","0","5","1","5","7","5","0","1","0.00"
"647","Tim Stützle","OTT","L","7","152.06666666667","6","4","1","3","10","83.33","23","26.09","3.56","38","31","21","10","1","2","0","0","0","0","0","3","6","6","10","21","3","21","16","56.76"
"17","Sidney Crosby","PIT","C","7","143.51666666667","2","7","3","4","9","69.23","29","6.90","3.44","45","38","25","15","2","5","2","1","1","0","0","2","6","7","6","11","5","92","76","54.76"
"37","Alex Killorn","T.B","L","8","142.13333333333","6","3","2","1","9","75.00","23","26.09","2.65","35","28","26","16","3","3","6","3","3","0","0","2","4","2","9","11","4","0","0","-"
"45","Logan Couture","S.J","C","7","146.9","4","5","4","1","9","81.82","18","22.22","1.73","31","26","19","7","3","3","0","0","0","0","0","1","4","4","11","5","4","50","59","45.87"
"271","Artturi Lehkonen","COL","L","7","117.33333333333","3","6","2","4","9","69.23","16","18.75","1.4","23","20","14","10","1","1","4","2","2","0","0","0","4","2","16","17","5","1","1","50.00"
"321","Jared McCann","SEA","L","7","129.51666666667","6","3","3","0","9","60.00","29","20.69","2.42","47","36","25","10","2","4","0","0","0","0","0","1","4","7","3","6","4","2","4","33.33"
"322","David Pastrnak","BOS","R","6","115.76666666667","4","5","2","3","9","100.00","25","16.00","3.41","53","38","27","4","0","3","0","0","0","0","0","2","6","2","11","9","1","0","1","0.00"
"455","Jordan Kyrou","STL","C","6","104.9","5","4","2","2","9","81.82","28","17.86","3.18","45","39","29","6","0","2","2","1","1","0","0","0","3","4","0","6","3","0","0","-"
"462","Mikhail Sergachev","T.B","D","8","197.16666666667","0","9","3","6","9","64.29","20","0.00","0.9","39","26","12","1","3","7","4","2","2","0","0","2","2","4","9","15","10","0","0","-"
"517","Martin Necas","CAR","C","8","140.41666666667","2","7","5","2","9","75.00","22","9.09","1.58","35","29","19","3","0","2","2","1","1","0","0","2","10","1","4","6","4","21","14","60.00"
"580","Rasmus Sandin","WSH","D","5","126.9","1","8","5","3","9","81.82","7","14.29","0.38","18","9","5","1","0","1","2","1","1","0","0","2","2","1","11","13","5","0","0","-"
"63","Erik Karlsson","S.J","D","7","188.08333333333","1","7","6","1","8","72.73","25","4.00","1.39","59","34","25","4","13","5","16","4","3","0","1","1","10","5","4","10","8","0","0","-"
"94","Reilly Smith","VGK","R","8","136.4","3","5","1","4","8","88.89","13","23.08","1.5","25","17","15","8","2","0","0","0","0","0","0","0","4","4","7","8","4","1","0","100.00"
"154","Johnny Gaudreau","CBJ","L","5","92.833333333333","2","6","4","2","8","88.89","15","13.33","1.31","27","20","12","4","1","4","0","0","0","0","0","0","4","1","0","0","1","0","0","-"
"179","J.T. Miller","VAN","C","6","124.05","5","3","3","0","8","80.00","19","26.32","2.16","34","26","19","8","2","1","11","4","3","1","0","2","2","1","27","3","4","73","46","61.34"
"253","Jake Guentzel","PIT","L","7","143.96666666667","5","3","2","1","8","66.67","29","17.24","3.73","45","38","35","22","1","4","0","0","0","0","0","3","4","7","10","8","7","0","1","0.00"
"325","Ivan Barbashev","VGK","C","8","143.76666666667","4","4","3","1","8","72.73","18","22.22","2.85","26","23","21","16","0","1","0","0","0","0","0","1","3","6","19","7","8","2","5","28.57"
"363","Jack Eichel","VGK","C","8","148.28333333333","3","5","4","1","8","47.06","20","15.00","1.3","29","23","17","10","1","2","0","0","0","0","0","1","8","6","14","6","6","55","58","48.67"
"376","Dylan Strome","WSH","C","6","98","3","5","2","3","8","72.73","10","30.00","1.19","19","13","13","6","0","0","2","1","1","0","0","1","3","1","3","3","4","46","36","56.10"
"426","Matthew Tkachuk","FLA","L","5","107.23333333333","2","6","4","2","8","88.89","26","7.69","4.32","37","32","24","16","1","6","12","2","1","0","1","0","3","3","4","5","4","0","0","-"
"428","Auston Matthews","TOR","C","6","127.43333333333","3","5","3","2","8","66.67","31","9.68","2.29","50","36","32","11","0","2","2","1","1","0","0","1","4","4","4","3","7","51","45","53.13"
"492","Juuso Valimaki","ARI","D","8","188.36666666667","0","8","5","3","8","57.14","10","0.00","0.54","23","14","12","1","0","4","6","3","3","0","0","0","8","0","8","19","23","0","0","-"
"567","Jesperi Kotkaniemi","CAR","C","8","131.08333333333","3","5","1","4","8","66.67","12","25.00","2.04","20","16","16","10","0","1","0","0","0","0","0","0","9","6","8","17","1","35","23","60.34"
"654","Alexander Barabanov","S.J","L","7","126.9","3","5","2","3","8","80.00","14","21.43","2.6","29","22","20","14","2","4","6","3","3","0","0","2","2","4","3","4","5","0","1","0.00"
"5","Brent Burns","CAR","D","8","186.15","0","7","6","1","7","70.00","20","0.00","0.7","50","32","12","0","3","6","2","1","1","0","0","1","6","4","2","4","7","0","0","-"
"24","Kris Letang","PIT","D","7","164.73333333333","3","4","1","3","7","46.67","22","13.64","1.22","47","32","12","1","1","2","4","2","2","0","0","3","10","3","22","24","11","0","0","-"
"50","Evgenii Dadonov","DAL","R","8","118.23333333333","2","5","3","2","7","58.33","13","15.38","1.38","19","15","10","7","2","1","0","0","0","0","0","1","2","0","6","6","4","0","0","-"
"107","Erik Haula","N.J","L","8","123.26666666667","3","4","1","3","7","77.78","14","21.43","2.59","33","21","22","12","3","2","2","1","1","0","0","1","0","4","8","7","2","54","58","48.21"
"118","Jason Zucker","PIT","L","7","112.76666666667","7","0","0","0","7","100.00","27","25.93","3.18","36","33","26","21","2","2","2","1","1","0","0","4","3","3","15","14","0","0","0","-"
"130","Cam Fowler","ANA","D","6","145.25","0","7","3","4","7","87.50","9","0.00","0.65","18","14","7","2","0","1","0","0","0","0","0","0","5","1","1","4","8","0","0","-"
"133","Jaden Schwartz","SEA","C","7","122.53333333333","3","4","2","2","7","87.50","17","17.65","1.79","28","20","16","7","1","2","0","0","0","0","0","1","2","4","4","7","3","5","5","50.00"
"134","Jeff Skinner","BUF","L","7","122.5","4","3","2","1","7","77.78","17","23.53","2.29","30","24","16","11","1","2","2","1","1","0","0","4","5","6","1","7","1","14","18","43.75"
"141","Nino Niederreiter","WPG","R","7","120.31666666667","4","3","2","1","7","77.78","19","21.05","2.18","25","23","20","12","2","1","0","0","0","0","0","3","4","5","13","10","1","2","2","50.00"
"205","Tomas Hertl","S.J","C","7","141.61666666667","4","3","0","3","7","100.00","24","16.67","4.03","47","31","33","19","3","6","6","3","3","0","0","1","8","8","13","9","5","91","48","65.47"
"278","Jonathan Drouin","MTL","L","8","138.46666666667","1","6","2","4","7","87.50","8","12.50","1.03","17","10","6","5","1","2","6","3","3","0","0","0","2","7","2","2","8","43","52","45.26"
"308","William Nylander","TOR","R","6","118.4","2","5","3","2","7","70.00","17","11.76","1.54","32","24","16","4","0","1","8","4","4","0","0","1","5","2","1","5","3","3","1","75.00"
"313","Dylan Larkin","DET","C","7","140.98333333333","3","4","1","3","7","70.00","22","13.64","1.9","38","31","24","11","1","5","4","2","2","0","0","1","5","5","8","5","1","72","58","55.38"
"329","Brandon Montour","FLA","D","5","117.31666666667","2","5","1","4","7","58.33","15","13.33","1.44","29","21","17","7","1","2","8","4","4","0","0","1","6","3","5","5","5","0","0","-"
"369","Mikko Rantanen","COL","R","7","133.9","3","4","2","2","7","58.33","15","20.00","2.1","39","29","19","10","1","2","8","4","4","0","0","2","4","7","6","13","1","10","13","43.48"
"378","Brock Boeser","VAN","R","6","103.93333333333","1","6","3","3","7","87.50","8","12.50","1.01","18","13","14","4","0","0","0","0","0","0","0","0","2","1","2","4","4","8","3","72.73"
"403","Artemi Panarin","NYR","L","7","137.25","1","6","3","3","7","70.00","16","6.25","1.84","34","23","14","2","0","3","6","3","3","0","0","2","15","5","3","7","1","0","2","0.00"
"437","Patrik Laine","CBJ","L","5","92.6","4","3","3","0","7","77.78","20","20.00","2.09","34","29","16","5","2","3","2","1","1","0","0","0","5","4","0","4","3","3","6","33.33"
"457","Taylor Raddysh","CHI","R","7","118.1","6","1","1","0","7","87.50","21","28.57","3.15","27","26","19","12","2","0","4","2","2","0","0","1","2","4","6","7","5","0","0","-"
"459","Samuel Girard","COL","D","7","151.78333333333","1","6","4","2","7","100.00","14","7.14","0.54","28","17","7","0","1","1","0","0","0","0","0","0","3","2","5","6","10","0","0","-"
"465","Tage Thompson","BUF","C","7","126.28333333333","1","6","4","2","7","77.78","18","5.56","1.9","41","27","18","7","1","4","2","1","1","0","0","2","5","4","8","12","1","24","37","39.34"
"477","Brandon Hagel","T.B","L","8","151.43333333333","2","5","3","2","7","63.64","12","16.67","1.73","26","18","18","7","3","1","2","1","1","0","0","0","7","11","10","18","6","3","4","42.86"
"505","Elias Pettersson","VAN","C","6","129.01666666667","2","5","2","3","7","87.50","13","15.38","2.24","28","23","19","9","1","4","2","1","1","0","0","6","3","9","6","11","5","33","44","42.86"
"510","Robert Thomas","STL","C","6","109","2","5","5","0","7","77.78","9","22.22","1.09","10","9","7","6","3","0","2","1","1","0","0","1","1","3","1","5","1","55","56","49.55"
"632","Matias Maccelli","ARI","L","8","136.45","2","5","1","4","7","77.78","9","22.22","0.92","17","11","8","6","1","1","0","0","0","0","0","3","4","3","4","5","5","0","0","-"
"667","Wyatt Johnston","DAL","C","8","132.88333333333","4","3","1","2","7","63.64","17","23.53","1.94","29","20","18","9","1","3","0","0","0","0","0","1","5","5","5","10","2","27","23","54.00"
"12","Blake Wheeler","WPG","R","7","117.81666666667","0","6","3","3","6","66.67","12","0.00","1.24","20","15","10","6","1","4","6","3","3","0","0","2","5","2","5","5","5","12","10","54.55"
"32","Claude Giroux","OTT","R","7","134.26666666667","3","3","1","2","6","66.67","18","16.67","1.86","33","24","19","5","1","2","8","4","4","0","0","2","4","8","6","1","0","64","51","55.65"
"97","Dmitry Orlov","BOS","D","6","125.21666666667","1","5","2","3","6","50.00","8","12.50","0.44","16","10","6","2","0","1","0","0","0","0","0","0","3","2","12","6","4","0","0","-"
"131","Vladimir Tarasenko","NYR","R","7","109.9","2","4","3","1","6","85.71","18","11.11","2.01","32","25","23","12","0","1","0","0","0","0","0","1","2","0","9","6","2","0","0","-"
"148","Alex Belzile","MTL","R","8","91.416666666667","3","3","1","2","6","66.67","9","33.33","0.75","17","12","8","6","1","1","8","4","4","0","0","4","4","2","6","6","5","28","22","56.00"
"168","William Karlsson","VGK","C","8","135.61666666667","2","4","3","1","6","75.00","19","10.53","2.29","33","28","19","10","1","2","0","0","0","0","0","2","4","6","4","14","8","56","47","54.37"
"175","Mika Zibanejad","NYR","C","7","138.56666666667","3","3","1","2","6","100.00","14","21.43","1.5","27","21","17","8","4","2","2","1","1","0","0","2","4","4","7","11","5","73","62","54.07"
"176","Mark Scheifele","WPG","C","7","137.63333333333","4","2","1","1","6","66.67","11","36.36","1.72","17","14","13","7","1","0","4","2","2","0","0","2","5","10","7","12","4","57","70","44.88"
"177","Dougie Hamilton","N.J","D","8","166.26666666667","1","5","2","3","6","50.00","14","7.14","0.66","43","23","17","1","7","2","2","1","1","0","0","0","13","3","4","7","7","0","0","-"
"185","Rickard Rakell","PIT","R","7","132.25","2","4","1","3","6","50.00","23","8.70","2.77","37","28","23","11","2","3","0","0","0","0","0","2","5","5","20","17","5","0","1","0.00"
"208","Jacob Trouba","NYR","D","7","166.38333333333","3","3","2","1","6","85.71","20","15.00","0.88","28","24","9","1","2","0","6","3","3","0","0","1","5","2","18","10","21","0","0","-"
"222","Damon Severson","N.J","D","8","150.9","2","4","2","2","6","60.00","10","20.00","0.89","24","14","10","6","3","2","0","0","0","0","0","0","5","4","2","5","13","0","0","-"
"231","Josh Anderson","MTL","R","8","157.1","4","2","1","1","6","60.00","17","23.53","3.17","32","27","22","10","1","5","8","4","4","0","0","0","3","2","21","6","6","2","2","50.00"
"260","Andrew Copp","DET","C","7","139.88333333333","2","4","3","1","6","100.00","9","22.22","1.08","14","11","7","2","1","0","2","1","1","0","0","2","5","4","2","2","4","68","72","48.57"
"277","Aleksander Barkov","FLA","C","4","85.75","1","5","5","0","6","75.00","14","7.14","0.96","22","16","12","2","0","2","4","2","2","0","0","0","4","8","4","3","3","7","10","41.18"
"309","Nikolaj Ehlers","WPG","L","7","102.88333333333","2","4","3","1","6","75.00","17","11.76","1.46","36","24","16","7","0","5","0","0","0","0","0","3","4","4","3","4","0","1","0","100.00"
"323","Adrian Kempe","L.A","R","6","115.85","4","2","0","2","6","66.67","23","17.39","3.03","44","34","24","10","3","1","6","3","3","0","0","0","1","2","13","5","2","0","0","-"
"326","Marcus Pettersson","PIT","D","7","140.53333333333","0","6","6","0","6","66.67","10","0.00","0.78","26","19","10","4","1","3","16","4","3","0","1","1","2","4","16","22","10","0","0","-"
"358","Kyle Connor","WPG","L","7","139.13333333333","0","6","2","4","6","60.00","23","0.00","2.29","41","29","20","7","2","4","6","3","3","0","0","1","3","3","2","7","2","0","0","-"
"375","Tommy Novak","NSH","C","7","120.53333333333","4","2","2","0","6","66.67","14","28.57","1.5","26","21","19","5","0","1","2","1","1","0","0","0","0","3","2","10","4","26","23","53.06"
"389","Lawson Crouse","ARI","L","8","147.73333333333","2","4","2","2","6","85.71","19","10.53","2.13","33","28","26","7","2","8","7","2","1","1","0","2","4","5","24","10","3","6","9","40.00"
"423","Mason Marchment","DAL","L","7","111.18333333333","3","3","3","0","6","66.67","17","17.65","1.23","27","23","14","4","2","2","6","3","3","0","0","0","1","6","9","11","10","0","0","-"
"501","Nico Hischier","N.J","C","8","156.43333333333","3","3","3","0","6","66.67","25","12.00","3.99","39","33","31","16","4","3","0","0","0","0","0","4","3","10","4","11","12","78","77","50.32"
"506","Gabriel Vilardi","L.A","R","6","94.283333333333","3","3","2","1","6","85.71","11","27.27","1.21","16","13","11","5","0","2","2","1","1","0","0","6","0","1","4","6","2","4","6","40.00"
"560","Evan Bouchard","EDM","D","7","147.91666666667","1","5","2","3","6","33.33","16","6.25","1.24","38","22","12","1","1","0","8","4","4","0","0","0","4","4","3","8","5","0","0","-"
"576","Jack McBain","ARI","C","8","136.53333333333","3","3","3","0","6","75.00","11","27.27","1.84","20","16","15","10","0","0","6","3","3","0","0","1","3","4","28","14","8","52","56","48.15"
"610","Trevor Zegras","ANA","C","6","107.4","2","4","2","2","6","75.00","17","11.76","1.32","32","22","17","4","0","2","2","1","1","0","0","1","4","4","2","6","2","14","23","37.84"
"616","Jack Hughes","N.J","C","8","156.23333333333","1","5","3","2","6","85.71","27","3.70","2.51","47","34","28","6","3","5","0","0","0","0","0","1","9","7","0","11","6","33","50","39.76"
"663","Matty Beniers","SEA","C","7","123.75","0","6","1","5","6","120.00","11","0.00","1.48","22","17","13","6","1","1","0","0","0","0","0","2","7","4","3","9","3","25","56","30.86"
"675","Andrei Kuzmenko","VAN","L","6","101.68333333333","5","1","1","0","6","85.71","12","41.67","2.62","29","21","21","11","1","3","0","0","0","0","0","0","1","3","0","2","1","0","0","-"
"2","Ryan Suter","DAL","D","8","157.23333333333","1","4","2","2","5","41.67","7","14.29","0.64","18","14","5","1","0","1","0","0","0","0","0","1","9","2","4","3","5","0","0","-"
