"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"362","Connor McDavid","EDM","C","8","184.93333333333","7","10","4","6","17","80.95","32","21.88","3.53","50","43","35","11","0","6","0","0","0","0","0","4","11","13","3","12","7","40","56","41.67"
"468","Tage Thompson","BUF","C","7","137.25","10","6","3","3","16","80.00","34","29.41","3.24","51","42","28","9","1","3","2","1","1","0","0","3","2","5","4","8","3","28","52","35.00"
"177","Ryan Nugent-Hopkins","EDM","C","8","159.03333333333","7","7","4","3","14","63.64","21","33.33","3.62","33","28","20","8","2","3","2","1","1","0","0","0","4","4","2","5","1","57","55","50.89"
"307","Leon Draisaitl","EDM","C","8","175.38333333333","4","9","8","1","13","59.09","24","16.67","3.44","44","39","27","11","1","5","2","1","1","0","0","3","9","3","3","12","4","53","63","45.69"
"102","Tyson Barrie","EDM","D","8","173.28333333333","0","12","5","7","12","75.00","20","0.00","0.95","33","23","6","2","1","2","4","2","2","0","0","2","5","3","5","16","6","0","0","-"
"119","Mats Zuccarello","MIN","R","8","157.06666666667","6","6","4","2","12","92.31","26","23.08","3.32","44","34","24","10","1","4","4","2","2","0","0","3","2","4","6","7","5","1","3","25.00"
"176","Nikita Kucherov","T.B","R","7","128.75","2","10","5","5","12","70.59","21","9.52","1.48","38","25","17","7","2","2","2","1","1","0","0","0","8","3","4","8","3","0","0","-"
"284","Elias Lindholm","CGY","C","7","134.55","2","10","5","5","12","100.00","14","14.29","1.41","29","22","11","3","0","4","2","1","1","0","0","3","3","4","7","5","2","86","57","60.14"
"358","Kyle Connor","WPG","L","8","162.76666666667","5","7","4","3","12","66.67","27","18.52","2.57","46","34","26","10","1","7","0","0","0","0","0","0","1","2","2","7","6","0","0","-"
"464","Pierre-Luc Dubois","WPG","L","8","144.63333333333","4","8","4","4","12","70.59","13","30.77","1.93","26","21","18","10","0","1","4","2","2","0","0","4","5","5","3","10","9","52","59","46.85"
"10","Alex Ovechkin","WSH","L","7","140.98333333333","7","4","3","1","11","78.57","35","20.00","6.56","61","44","29","17","1","6","0","0","0","0","0","3","6","3","14","2","3","1","0","100.00"
