"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Ilya Samsonov","TOR","2","119.96666666667","57","57","0","1.000","0.00","5.29","4.08","8","8","0","1.000","0.00","1.41","14","14","0","1.000","0.00","1.43","27","27","0","1.000","0.00","1.05","4","7","45.93","-"
"48","Casey DeSmith","PIT","1","59.733333333333","38","37","1","0.974","1.00","2.52","3.51","11","10","1","0.909","1.00","0.93","11","11","0","1.000","0.00","1.12","11","11","0","1.000","0.00","0.43","3","6","40.71","8.00"
"16","Scott Wedgewood","DAL","2","84.883333333333","51","49","2","0.961","1.41","2.73","4.47","13","11","2","0.846","1.41","0.29","12","12","0","1.000","0.00","1.22","21","21","0","1.000","0.00","0.82","3","7","40.49","15.50"
"4","Brian Elliott","T.B","2","119.6","61","58","3","0.951","1.51","2.66","4.61","13","11","2","0.846","1.00","0.29","17","17","0","1.000","0.00","1.73","29","28","1","0.966","0.50","0.13","6","8","35.97","17.00"
"28","Linus Ullmark","BOS","5","309.06666666667","135","128","7","0.948","1.36","5.52","12.05","33","30","3","0.909","0.58","2.80","36","35","1","0.972","0.19","2.67","59","56","3","0.949","0.58","-0.71","20","22","38.22","25.43"
"1","Craig Anderson","BUF","2","121.31666666667","73","69","4","0.945","1.98","2.77","5.89","18","16","2","0.889","0.99","1.17","22","21","1","0.955","0.49","1.24","31","30","1","0.968","0.49","0.21","5","4","38.12","21.25"
"31","Tristan Jarry","PIT","5","300.66666666667","159","150","9","0.943","1.80","5.74","12.85","43","39","4","0.907","0.80","3.56","40","36","4","0.900","0.80","0.08","61","60","1","0.984","0.20","1.37","5","19","38.87","20.11"
"51","Filip Gustavsson","MIN","3","184.58333333333","85","80","5","0.941","1.63","2.88","8.69","23","19","4","0.826","1.30","0.05","23","23","0","1.000","0.00","2.35","36","35","1","0.972","0.33","0.40","4","20","34.07","16.40"
"23","Andrei Vasilevskiy","T.B","4","238.36666666667","126","118","8","0.937","2.01","3.68","12.62","41","36","5","0.878","1.26","2.21","30","28","2","0.933","0.50","1.06","48","47","1","0.979","0.25","0.87","8","18","35.31","18.38"
"67","Pyotr Kochetkov","CAR","5","301.78333333333","123","115","8","0.935","1.59","3.41","10.11","35","31","4","0.886","0.80","2.16","31","28","3","0.903","0.60","0.16","47","46","1","0.979","0.20","0.83","14","17","37.39","20.38"
"38","Ville Husso","DET","5","301.6","164","153","11","0.933","2.19","4.21","17.86","51","47","4","0.922","0.80","4.97","47","42","5","0.894","0.99","-0.21","55","53","2","0.964","0.40","0.14","12","27","33.52","22.64"
"40","Igor Shesterkin","NYR","6","371.18333333333","186","173","13","0.930","2.10","4.25","17.81","58","49","9","0.845","1.45","1.20","50","47","3","0.940","0.48","2.10","64","63","1","0.984","0.16","1.49","24","16","33.44","19.62"
"64","Kevin Lankinen","NSH","2","119.3","85","79","6","0.929","3.02","1.88","7.08","21","19","2","0.905","1.01","1.69","24","20","4","0.833","2.01","-1.55","33","33","0","1.000","0.00","1.28","6","14","36.47","21.33"
"19","Anton Forsberg","OTT","3","149.66666666667","83","77","6","0.928","2.41","1.70","8.72","26","23","3","0.885","1.20","1.57","23","22","1","0.957","0.40","1.35","32","30","2","0.938","0.80","-0.76","7","12","30.78","24.83"
"49","Charlie Lindgren","WSH","7","379.33333333333","181","168","13","0.928","2.06","3.78","15.76","42","35","7","0.833","1.11","0.39","44","41","3","0.932","0.47","1.49","84","81","3","0.964","0.47","0.27","14","16","38.64","24.92"
"53","Stuart Skinner","EDM","6","362.56666666667","207","192","15","0.928","2.48","4.19","22","66","57","9","0.864","1.49","2.61","56","51","5","0.911","0.83","0.71","70","69","1","0.986","0.17","1.72","5","33","33.48","19.27"
"12","Darcy Kuemper","WSH","1","36.15","26","24","2","0.923","3.32","0.41","1.71","3","3","0","1.000","0.00","0.53","11","10","1","0.909","1.66","0.12","12","11","1","0.917","1.66","-0.53","1","1","33.73","24.00"
"65","Akira Schmid","N.J","3","146.5","78","72","6","0.923","2.46","1.23","8.44","18","15","3","0.833","1.23","0.17","20","18","2","0.900","0.82","0.04","35","34","1","0.971","0.41","0.36","3","18","39.19","20.17"
"66","Spencer Knight","FLA","2","81.716666666667","51","47","4","0.922","2.94","0.73","5.24","9","7","2","0.778","1.47","-0.42","17","15","2","0.882","1.47","-0.27","24","24","0","1.000","0.00","0.93","0","9","35.92","18.00"
"14","Sergei Bobrovsky","FLA","6","336.53333333333","164","151","13","0.921","2.32","2.21","18.08","49","41","8","0.837","1.43","0.62","48","43","5","0.896","0.89","-0.10","60","60","0","1.000","0.00","2.33","13","24","32.88","19.92"
"45","Adin Hill","VGK","3","183.35","87","80","7","0.920","2.29","1.07","9.43","22","17","5","0.773","1.64","-1.13","24","24","0","1.000","0.00","2.45","36","34","2","0.944","0.65","-0.60","2","15","32.66","15.14"
"24","Matt Murray","TOR","4","240.63333333333","122","112","10","0.918","2.49","1.31","13.33","37","34","3","0.919","0.75","3.51","28","26","2","0.929","0.50","0.86","51","46","5","0.902","1.25","-3.02","10","19","34.48","28.40"
"27","Connor Hellebuyck","WPG","6","360.45","195","179","16","0.918","2.66","2.08","17.27","50","41","9","0.820","1.50","-0.21","55","52","3","0.945","0.50","2.61","75","71","4","0.947","0.67","-1.08","16","22","36.01","21.56"
"8","Semyon Varlamov","NYI","3","184.55","83","76","7","0.916","2.28","0.70","8.24","22","20","2","0.909","0.65","1.87","28","24","4","0.857","1.30","-1.14","30","29","1","0.967","0.33","0.17","11","13","33.04","25.71"
"30","Juuse Saros","NSH","4","243.13333333333","131","120","11","0.916","2.71","1.15","13.33","35","27","8","0.771","1.97","-1.84","36","33","3","0.917","0.74","0.67","53","53","0","1.000","0.00","2.06","13","20","34.25","16.82"
"25","Joonas Korpisalo","CBJ","4","165.18333333333","94","86","8","0.915","2.91","0.72","9.44","27","24","3","0.889","1.09","1.75","20","19","1","0.950","0.36","1.04","42","38","4","0.905","1.45","-2.37","4","15","32.69","17.00"
"50","Carter Hart","PHI","6","363.85","187","171","16","0.914","2.64","1.34","16.41","60","47","13","0.783","2.14","-2.45","43","40","3","0.930","0.49","1.39","71","71","0","1.000","0.00","2.76","22","30","36.01","16.50"
"13","Cam Talbot","OTT","5","276.38333333333","127","116","11","0.913","2.39","0.78","13.91","35","31","4","0.886","0.87","2.16","36","30","6","0.833","1.30","-2.33","49","48","1","0.980","0.22","0.90","14","28","35.13","20.91"
"54","Jake Oettinger","DAL","6","346.75","172","157","15","0.913","2.60","0.95","16.85","45","37","8","0.822","1.38","-0.09","42","37","5","0.881","0.87","-0.72","76","74","2","0.974","0.35","0.95","8","28","34.56","21.07"
"5","Thomas Greiss","STL","4","215.81666666667","122","111","11","0.910","3.06","0.31","11.36","36","29","7","0.806","1.95","-0.67","39","36","3","0.923","0.83","0.98","41","40","1","0.976","0.28","0.59","8","22","34.40","14.91"
