"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"367","Connor McDavid","EDM","C","8","183.11666666667","10","11","7","4","21","91.30","45","22.22","5.65","74","60","48","22","2","4","4","2","2","0","0","7","7","8","10","12","3","66","48","57.89"
"311","Leon Draisaitl","EDM","C","8","177.76666666667","9","6","5","1","15","71.43","22","40.91","3.7","41","31","27","13","1","3","0","0","0","0","0","1","12","12","7","12","4","74","60","55.22"
"657","Dawson Mercer","N.J","C","7","127.81666666667","9","5","2","3","14","87.50","30","30.00","5.47","36","35","31","26","3","10","2","1","1","0","0","0","4","2","4","10","5","2","0","100.00"
"32","Claude Giroux","OTT","R","8","139.85","4","9","6","3","13","81.25","23","17.39","2.39","40","32","18","7","1","2","4","2","2","0","0","3","4","4","9","3","1","69","55","55.65"
"339","Brayden Point","T.B","C","8","151.01666666667","7","6","3","3","13","81.25","23","30.43","3.78","38","30","37","25","2","3","0","0","0","0","0","2","4","3","10","10","3","44","29","60.27"
"66","Roman Josi","NSH","D","8","201.2","4","8","4","4","12","70.59","31","12.90","1.74","61","39","26","5","1","3","4","2","2","0","0","2","5","2","7","11","18","0","0","-"
"380","Tommy Novak","NSH","C","8","122.45","5","7","4","3","12","75.00","12","41.67","1.47","22","15","12","2","0","3","2","1","1","0","0","3","3","7","1","15","3","33","37","47.14"
"400","Mitchell Marner","TOR","R","8","157.63333333333","3","9","7","2","12","85.71","19","15.79","1.5","39","24","21","4","0","3","4","2","2","0","0","3","5","15","1","11","4","0","0","-"
"475","Tage Thompson","BUF","C","8","143.21666666667","6","6","5","1","12","75.00","28","21.43","2.84","51","38","29","12","2","2","0","0","0","0","0","3","7","7","6","6","2","53","43","55.21"
"517","Elias Pettersson","VAN","C","7","156.91666666667","4","8","5","3","12","75.00","27","14.81","3.96","52","39","26","8","1","6","4","2","2","0","0","3","2","7","2","11","15","44","69","38.94"
