"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.67","0.67","2","2","0","1.000","0.00","0.36","2","2","0","1.000","0.00","0.22","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.95","2.92","9","8","1","0.889","1.00","0.60","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"12","Dustin Tokarski","PIT","1","52.183333333333","19","18","1","0.947","1.15","0.81","2.26","7","6","1","0.857","1.15","0.24","3","3","0","1.000","0.00","0.32","9","9","0","1.000","0.00","0.36","3","4","33.68","15.00"
"32","Linus Ullmark","BOS","26","1510.1833333333","763","716","47","0.938","1.87","25.71","66.34","197","170","27","0.863","1.07","8.02","188","180","8","0.957","0.32","12.26","319","307","12","0.962","0.48","0.58","71","126","38.31","22.11"
"46","Ilya Sorokin","NYI","31","1750.4166666667","899","832","67","0.925","2.30","18.67","91.6","270","228","42","0.844","1.44","6.00","221","206","15","0.932","0.51","8.82","367","357","10","0.973","0.34","4.48","52","180","34.58","21.25"
"31","Connor Hellebuyck","WPG","31","1858.2166666667","986","911","75","0.924","2.42","18.96","93.15","263","221","42","0.840","1.36","4.75","270","252","18","0.933","0.58","11.10","395","380","15","0.962","0.48","0.58","56","138","36.40","21.16"
"64","Filip Gustavsson","MIN","16","935.31666666667","459","424","35","0.924","2.25","8.74","40.75","109","91","18","0.835","1.15","1.38","134","122","12","0.910","0.77","2.44","191","186","5","0.974","0.32","2.53","41","66","35.97","20.29"
"79","Samuel Ersson","PHI","5","287.43333333333","144","133","11","0.924","2.30","2.72","15.34","42","39","3","0.929","0.63","4.47","40","34","6","0.850","1.25","-1.69","53","51","2","0.962","0.42","0.09","15","21","34.45","23.91"
"7","Alex Stalock","CHI","13","684.85","378","349","29","0.923","2.54","7.02","34.32","94","77","17","0.819","1.49","-0.29","113","102","11","0.903","0.96","1.18","151","150","1","0.993","0.09","4.96","28","50","35.92","19.28"
"62","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"67","Jake Oettinger","DAL","31","1782.4333333333","886","818","68","0.923","2.29","16.43","86.85","262","224","38","0.855","1.28","8.58","212","190","22","0.896","0.74","0.85","368","360","8","0.978","0.27","6.52","63","126","34.31","18.68"
"1","Craig Anderson","BUF","15","865.28333333333","495","456","39","0.921","2.70","8.17","44.59","138","117","21","0.848","1.46","3.53","139","127","12","0.914","0.83","2.98","195","189","6","0.969","0.42","1.69","31","59","36.67","21.00"
"36","Juuse Saros","NSH","30","1773.9166666667","997","918","79","0.921","2.67","16.01","98.98","282","242","40","0.858","1.35","10.13","316","284","32","0.899","1.08","2.05","349","342","7","0.980","0.24","6.77","64","148","33.47","20.90"
"14","Darcy Kuemper","WSH","26","1492.1","766","705","61","0.920","2.45","12.00","72.27","196","159","37","0.811","1.49","-2.16","197","183","14","0.929","0.56","7.23","329","319","10","0.970","0.40","2.98","63","108","36.69","20.57"
"78","Akira Schmid","N.J","9","456.16666666667","209","192","17","0.919","2.24","2.92","20.8","45","38","7","0.844","0.92","1.00","66","59","7","0.894","0.92","0.11","84","81","3","0.964","0.39","0.31","7","31","38.47","19.41"
"27","Andrei Vasilevskiy","T.B","28","1678.2833333333","842","773","69","0.918","2.47","11.24","80.46","236","203","33","0.860","1.18","8.95","247","218","29","0.883","1.04","-2.38","323","316","7","0.978","0.25","5.74","47","122","33.87","21.38"
