"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.92","2.92","9","8","1","0.889","1.00","0.61","9","9","0","1.000","0.00","0.94","11","11","0","1.000","0.00","0.44","0","5","37.65","8.00"
"72","Pyotr Kochetkov","CAR","2","119.95","49","47","2","0.959","1.00","2.62","5.95","23","21","2","0.913","1.00","2.11","6","6","0","1.000","0.00","0.62","18","18","0","1.000","0.00","0.71","2","8","33.45","11.00"
"63","Jake Oettinger","DAL","9","501.03333333333","242","227","15","0.938","1.80","7.82","22.66","64","57","7","0.891","0.84","4.44","55","51","4","0.927","0.48","1.73","115","111","4","0.965","0.48","0.55","12","25","34.56","22.53"
"59","Carter Hart","PHI","10","605.71666666667","349","327","22","0.937","2.18","10.91","35.98","100","95","5","0.950","0.50","12.88","101","90","11","0.891","1.09","-0.48","131","125","6","0.954","0.59","-0.81","31","71","34.23","24.00"
"31","Linus Ullmark","BOS","13","735.53333333333","373","349","24","0.936","1.96","11.17","30.78","90","76","14","0.844","1.14","2.09","97","91","6","0.938","0.49","4.10","152","148","4","0.974","0.33","2.02","15","48","39.16","20.92"
"24","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.92","2.94","12","10","2","0.833","2.00","0.15","6","6","0","1.000","0.00","0.62","13","13","0","1.000","0.00","0.51","3","5","28.45","12.50"
"30","Connor Hellebuyck","WPG","11","663.96666666667","356","333","23","0.935","2.08","10.57","34.89","98","82","16","0.837","1.45","1.53","104","101","3","0.971","0.27","7.83","137","133","4","0.971","0.36","1.42","19","61","35.30","18.30"
"42","Ilya Sorokin","NYI","12","664.36666666667","355","331","24","0.932","2.17","9.47","37.05","117","102","15","0.872","1.35","5.92","95","89","6","0.937","0.54","3.89","130","127","3","0.977","0.27","2.15","26","70","32.44","20.58"
"62","Stuart Skinner","EDM","7","403.78333333333","250","233","17","0.932","2.53","6.57","24.05","67","60","7","0.896","1.04","4.98","82","73","9","0.890","1.34","-0.46","86","85","1","0.988","0.15","2.40","17","34","34.50","22.53"
"73","Arvid Soderblom","CHI","5","276.61666666667","173","161","12","0.931","2.60","4.31","15.09","47","41","6","0.872","1.30","2.40","46","42","4","0.913","0.87","0.79","66","64","2","0.970","0.43","0.61","9","28","37.70","21.42"
"49","Sam Montembeault","MTL","5","302.56666666667","171","159","12","0.930","2.38","4.12","16.89","49","42","7","0.857","1.39","1.76","52","50","2","0.962","0.40","3.42","64","61","3","0.953","0.59","-0.47","7","29","32.15","21.75"
"66","Logan Thompson","VGK","10","596.16666666667","307","284","23","0.925","2.31","5.95","27.99","81","67","14","0.827","1.41","0.49","73","68","5","0.932","0.50","2.60","134","131","3","0.978","0.30","2.30","21","45","37.16","21.87"
"67","Alexandar Georgiev","COL","10","600.95","353","326","27","0.924","2.70","6.28","31.69","100","87","13","0.870","1.30","4.88","83","77","6","0.928","0.60","2.64","152","144","8","0.947","0.80","-1.98","19","57","34.77","20.85"
"58","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.72","3","2","1","0.667","3.00","-0.69","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"1","Craig Anderson","BUF","5","299.9","154","142","12","0.922","2.40","2.52","14.26","39","33","6","0.846","1.20","0.97","45","41","4","0.911","0.80","0.69","61","59","2","0.967","0.40","0.41","7","23","37.91","18.17"
"71","Spencer Knight","FLA","7","415.85","205","189","16","0.922","2.31","3.33","17.95","56","51","5","0.911","0.72","5.01","54","48","6","0.889","0.87","-0.38","83","78","5","0.940","0.72","-1.71","9","27","34.80","26.56"
"14","Cam Talbot","OTT","5","262.9","140","129","11","0.921","2.51","2.20","11.41","36","29","7","0.806","1.60","-0.56","40","38","2","0.950","0.46","2.17","50","48","2","0.960","0.46","-0.02","8","22","40.49","25.09"
