"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"218","Chandler Stephenson","VGK","C","7","145.35","3","11","5","6","14","87.50","9","33.33","1.68","20","15","15","9","0","3","0","0","0","0","0","2","5","8","4","11","3","75","59","55.97"
"10","Alex Ovechkin","WSH","L","7","140.23333333333","6","6","5","1","12","92.31","31","19.35","5.57","51","39","24","14","1","5","0","0","0","0","0","1","6","3","12","1","2","1","0","100.00"
"357","Connor McDavid","EDM","C","7","167.1","5","7","3","4","12","75.00","27","18.52","3.3","46","39","34","12","0","4","0","0","0","0","0","4","10","10","0","11","5","30","48","38.46"
"161","Vincent Trocheck","NYR","C","6","118.5","3","7","5","2","10","90.91","8","37.50","1.6","19","16","15","8","0","0","2","1","1","0","0","2","5","7","12","6","4","53","42","55.79"
"175","Nikita Kucherov","T.B","R","5","93.333333333333","2","8","4","4","10","71.43","15","13.33","0.99","27","18","10","5","2","2","2","1","1","0","0","0","4","3","3","5","2","0","0","-"
"302","Leon Draisaitl","EDM","C","7","159.68333333333","2","8","6","2","10","58.82","24","8.33","2.85","43","36","21","8","1","4","0","0","0","0","0","3","7","2","4","11","4","58","61","48.74"
"316","David Pastrnak","BOS","R","7","136","5","5","5","0","10","83.33","34","14.71","4.08","65","45","28","12","3","9","2","1","1","0","0","3","10","4","4","10","4","0","0","-"
"353","Kyle Connor","WPG","L","8","166.38333333333","4","6","4","2","10","71.43","28","14.29","2.94","48","35","28","13","1","7","0","0","0","0","0","0","3","2","5","5","6","0","0","-"
"433","Alex DeBrincat","OTT","R","6","121.11666666667","3","7","5","2","10","76.92","23","13.04","1.96","38","28","28","5","1","5","0","0","0","0","0","1","3","4","5","3","0","0","0","-"
"454","Jordan Kyrou","STL","C","5","88.433333333333","6","4","2","2","10","90.91","24","25.00","1.91","42","32","23","7","1","2","0","0","0","0","0","3","2","4","1","6","0","1","0","100.00"
"66","Erik Karlsson","S.J","D","5","125.86666666667","1","8","6","2","9","75.00","12","8.33","0.68","23","16","7","1","2","2","2","1","1","0","0","2","9","4","3","5","3","0","0","-"
"101","Tyson Barrie","EDM","D","7","156.23333333333","0","9","4","5","9","90.00","18","0.00","1.09","33","23","7","2","1","2","4","2","2","0","0","2","6","3","5","14","7","0","0","-"
"118","Mats Zuccarello","MIN","R","6","118.81666666667","6","3","2","1","9","90.00","21","28.57","2.52","36","27","17","5","1","3","2","1","1","0","0","0","3","4","4","6","1","1","4","20.00"
"152","Mark Stone","VGK","R","7","143.81666666667","6","3","2","1","9","52.94","27","22.22","5.32","45","36","42","25","1","5","0","0","0","0","0","0","4","11","4","7","3","0","2","0.00"
"279","Elias Lindholm","CGY","C","6","113.21666666667","2","7","3","4","9","90.00","15","13.33","1.69","25","21","14","4","0","3","4","2","2","0","0","2","2","3","4","3","1","65","45","59.09"
"285","Josh Morrissey","WPG","D","8","193.21666666667","1","8","5","3","9","64.29","12","8.33","1.2","34","25","10","4","0","3","2","1","1","0","0","1","9","3","10","7","6","0","0","-"
"313","Nick Schmaltz","ARI","C","7","140.31666666667","2","7","3","4","9","75.00","14","14.29","1.23","26","20","13","2","0","1","0","0","0","0","0","2","11","3","2","4","3","9","12","42.86"
"363","Mikko Rantanen","COL","R","7","178.96666666667","7","2","1","1","9","75.00","50","14.00","4.51","77","65","38","15","0","6","6","3","3","0","0","3","3","4","17","19","4","27","37","42.19"
"371","Travis Konecny","PHI","R","7","157.71666666667","5","4","3","1","9","81.82","25","20.00","2.52","45","31","26","11","1","1","6","3","3","0","0","7","1","4","4","9","2","2","4","33.33"
"409","Kirill Kaprizov","MIN","L","6","120.18333333333","2","7","6","1","9","81.82","18","11.11","2.52","36","25","23","7","2","2","2","1","1","0","0","5","3","4","2","7","3","0","1","0.00"
"459","Pierre-Luc Dubois","WPG","L","8","151.76666666667","2","7","4","3","9","75.00","17","11.76","2.88","31","29","24","14","0","1","4","2","2","0","0","3","7","5","4","11","14","42","64","39.62"
"463","Tage Thompson","BUF","C","4","80.183333333333","5","4","2","2","9","75.00","16","31.25","1.59","25","20","14","2","0","2","0","0","0","0","0","1","1","4","1","6","2","24","32","42.86"
"45","James van Riemsdyk","PHI","L","7","129.36666666667","3","5","2","3","8","72.73","24","12.50","2.8","36","29","27","17","4","6","0","0","0","0","0","1","0","2","3","8","2","0","0","-"
"99","Reilly Smith","VGK","R","7","129.48333333333","5","3","2","1","8","80.00","24","20.83","3.02","37","34","20","9","0","3","0","0","0","0","0","0","3","1","4","3","2","0","0","-"
"122","Tyler Toffoli","CGY","R","7","121.56666666667","4","4","1","3","8","61.54","18","22.22","2.37","34","30","18","4","0","0","8","2","2","0","0","2","5","1","6","6","1","2","2","50.00"
"134","Vladimir Tarasenko","STL","R","7","124.3","3","5","2","3","8","100.00","21","14.29","1.91","37","27","21","8","0","1","0","0","0","0","0","2","4","3","14","9","3","0","0","-"
"138","Zach Hyman","EDM","L","7","155.4","6","2","2","0","8","50.00","33","18.18","5.99","53","44","49","31","0","6","2","1","1","0","0","1","4","1","6","11","0","1","0","100.00"
"176","Ryan Nugent-Hopkins","EDM","C","7","142.26666666667","4","4","2","2","8","57.14","18","22.22","2.89","32","27","22","9","3","4","2","1","1","0","0","0","3","4","2","4","1","44","43","50.57"
"301","Sam Reinhart","FLA","C","7","142.36666666667","5","3","2","1","8","88.89","18","27.78","3.88","39","30","29","12","2","3","2","1","1","0","0","2","7","5","5","12","2","6","10","37.50"
