"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"43","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.67","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.22","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.95","2.92","9","8","1","0.889","1.00","0.60","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"31","Linus Ullmark","BOS","26","1510.1833333333","763","716","47","0.938","1.87","25.62","66.34","197","170","27","0.863","1.07","7.94","188","180","8","0.957","0.32","12.36","319","307","12","0.962","0.48","0.47","71","126","38.31","22.11"
"30","Connor Hellebuyck","WPG","30","1800.6666666667","964","895","69","0.928","2.30","22.75","91.42","259","219","40","0.846","1.33","5.93","265","250","15","0.943","0.50","13.70","385","371","14","0.964","0.47","1.05","53","137","36.16","21.04"
"73","Collin Delia","VAN","4","222.8","120","111","9","0.925","2.42","2.42","14.28","45","38","7","0.844","1.89","0.98","25","25","0","1.000","0.00","2.71","45","43","2","0.956","0.54","-0.24","6","24","32.78","22.89"
"45","Ilya Sorokin","NYI","30","1685.4166666667","873","807","66","0.924","2.35","17.09","88.81","259","218","41","0.842","1.46","4.93","215","200","15","0.930","0.53","8.28","360","350","10","0.972","0.36","4.07","48","174","34.60","21.48"
"63","Filip Gustavsson","MIN","15","878.86666666667","436","403","33","0.924","2.25","8.50","38.59","105","88","17","0.838","1.16","1.62","129","118","11","0.915","0.75","2.97","178","173","5","0.972","0.34","1.96","39","63","35.65","20.52"
"1","Craig Anderson","BUF","14","805.28333333333","457","422","35","0.923","2.61","8.50","41.14","128","110","18","0.859","1.34","4.70","134","122","12","0.910","0.89","2.51","177","172","5","0.972","0.37","1.92","30","54","36.25","21.46"
"61","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"7","Alex Stalock","CHI","12","623.78333333333","331","305","26","0.921","2.50","5.50","30.57","81","66","15","0.815","1.44","-0.63","103","93","10","0.903","0.96","1.15","129","128","1","0.992","0.10","4.04","27","45","35.58","19.77"
"66","Jake Oettinger","DAL","29","1657.4333333333","830","764","66","0.920","2.39","13.00","79.85","242","205","37","0.847","1.34","5.92","196","175","21","0.893","0.76","0.22","351","343","8","0.977","0.29","5.72","58","115","34.58","18.85"
"26","Andrei Vasilevskiy","T.B","27","1618.2833333333","818","752","66","0.919","2.45","11.86","77.25","226","194","32","0.858","1.19","8.08","240","213","27","0.888","1.00","-1.01","317","310","7","0.978","0.26","5.39","43","114","33.96","21.09"
"77","Akira Schmid","N.J","9","456.16666666667","209","192","17","0.919","2.24","2.89","20.8","45","38","7","0.844","0.92","0.98","66","59","7","0.894","0.92","0.15","84","81","3","0.964","0.39","0.28","7","31","38.47","19.41"
"80","Pyotr Kochetkov","CAR","17","982.56666666667","443","407","36","0.919","2.20","6.17","42.94","149","132","17","0.886","1.04","9.43","109","95","14","0.872","0.85","-2.20","155","150","5","0.968","0.31","1.06","38","56","34.45","22.39"
"35","Juuse Saros","NSH","29","1713.9166666667","959","880","79","0.918","2.77","12.28","95.79","272","232","40","0.853","1.40","8.24","308","276","32","0.896","1.12","1.35","329","322","7","0.979","0.25","5.86","63","142","33.51","20.90"
"36","Tristan Jarry","PIT","25","1461.9","816","749","67","0.918","2.75","10.67","68.15","219","178","41","0.813","1.68","-2.16","212","197","15","0.929","0.62","7.96","338","327","11","0.967","0.45","2.21","41","100","37.08","20.21"
"76","Kevin Lankinen","NSH","10","575.65","329","302","27","0.918","2.81","4.31","29.75","87","77","10","0.885","1.04","5.43","80","68","12","0.850","1.25","-3.34","139","134","5","0.964","0.52","0.43","23","56","36.22","23.56"
"13","Darcy Kuemper","WSH","25","1432.1","728","667","61","0.916","2.56","8.29","68.76","186","149","37","0.801","1.55","-4.01","187","173","14","0.925","0.59","6.25","315","305","10","0.968","0.42","2.31","61","101","36.51","20.57"
"48","Igor Shesterkin","NYR","30","1816.95","896","821","75","0.916","2.48","10.28","84.91","255","216","39","0.847","1.29","6.22","264","241","23","0.913","0.76","5.59","329","316","13","0.960","0.43","-0.14","98","119","34.06","21.29"
"53","Ilya Samsonov","TOR","16","943.53333333333","431","395","36","0.916","2.29","5.02","40.86","122","107","15","0.877","0.95","6.64","120","105","15","0.875","0.95","-2.01","163","157","6","0.963","0.38","0.37","31","70","35.69","21.81"
"72","Alexandar Georgiev","COL","29","1732.1166666667","915","838","77","0.916","2.67","10.09","81.68","258","219","39","0.849","1.35","6.76","199","177","22","0.889","0.76","-0.45","405","389","16","0.960","0.55","-0.17","53","138","36.16","20.94"
"65","Stuart Skinner","EDM","25","1458.05","827","757","70","0.915","2.88","8.71","81.51","228","193","35","0.846","1.44","5.44","250","222","28","0.888","1.15","-0.93","300","293","7","0.977","0.29","4.73","47","111","33.93","22.13"
"42","Vitek Vanecek","N.J","26","1385.6166666667","627","573","54","0.914","2.34","5.68","60.85","165","135","30","0.818","1.30","-0.74","158","142","16","0.899","0.69","1.11","258","250","8","0.969","0.35","2.09","30","93","36.79","19.50"
"71","Logan Thompson","VGK","29","1717.9833333333","879","803","76","0.914","2.65","7.66","75.24","217","183","34","0.843","1.19","4.48","227","203","24","0.894","0.84","0.58","385","368","17","0.956","0.59","-1.95","64","117","36.32","21.42"
"9","Semyon Varlamov","NYI","13","762.38333333333","402","367","35","0.913","2.75","3.26","39.09","117","101","16","0.863","1.26","4.75","106","94","12","0.887","0.94","-0.52","153","146","7","0.954","0.55","-1.02","32","62","35.96","21.46"
"27","Matt Murray","TOR","15","897.53333333333","450","411","39","0.913","2.61","3.83","42.08","122","103","19","0.844","1.27","2.64","122","110","12","0.902","0.80","1.21","188","180","8","0.957","0.53","-0.65","47","74","34.57","21.67"
"28","Joonas Korpisalo","CBJ","17","911","527","481","46","0.913","3.03","4.16","49.39","139","118","21","0.849","1.38","3.65","145","127","18","0.876","1.19","-2.30","217","210","7","0.968","0.46","1.48","26","84","35.15","20.65"
"75","Pavel Francouz","COL","9","535.43333333333","286","261","25","0.913","2.80","2.22","24.23","75","57","18","0.760","2.02","-4.70","75","71","4","0.947","0.45","4.12","123","120","3","0.976","0.34","1.81","16","35","35.30","18.68"
"60","Charlie Lindgren","WSH","19","1086.6","534","487","47","0.912","2.60","3.83","49.91","142","113","29","0.796","1.60","-3.82","148","136","12","0.919","0.66","4.03","217","211","6","0.972","0.33","2.48","42","51","35.03","18.94"
"17","Scott Wedgewood","DAL","14","750.73333333333","415","378","37","0.911","2.96","2.50","38.91","122","103","19","0.844","1.52","2.64","109","98","11","0.899","0.88","0.80","162","155","7","0.957","0.56","-0.67","27","60","35.82","19.43"
"62","Carter Hart","PHI","28","1615.2666666667","863","786","77","0.911","2.86","5.14","85.78","267","227","40","0.850","1.49","7.35","217","192","25","0.885","0.93","-1.50","328","317","11","0.966","0.41","1.82","74","160","35.19","21.26"
"22","Anton Forsberg","OTT","20","1025.6666666667","573","521","52","0.909","3.04","2.54","56.73","157","129","28","0.822","1.64","-0.16","164","151","13","0.921","0.76","4.76","214","203","11","0.949","0.64","-2.63","46","98","34.98","21.37"
"74","Lukas Dostal","ANA","7","390.6","254","231","23","0.909","3.53","1.18","25.09","71","56","15","0.789","2.30","-2.41","63","62","1","0.984","0.15","5.82","107","100","7","0.935","1.08","-2.82","13","31","35.04","21.70"
"79","Spencer Knight","FLA","18","1021.1333333333","553","502","51","0.908","3.00","1.64","48.02","150","129","21","0.860","1.23","5.60","148","126","22","0.851","1.29","-5.97","226","218","8","0.965","0.47","0.84","24","69","35.39","23.02"
"59","Casey DeSmith","PIT","14","821.21666666667","460","417","43","0.907","3.14","0.78","42.23","125","99","26","0.792","1.90","-3.83","128","120","8","0.938","0.58","5.86","174","165","9","0.948","0.66","-2.20","24","55","36.60","19.63"
"68","Daniil Tarasov","CBJ","12","617.83333333333","375","340","35","0.907","3.40","0.69","33.55","92","73","19","0.793","1.85","-2.68","110","99","11","0.900","1.07","0.91","160","155","5","0.969","0.49","1.26","25","72","36.90","21.43"
"14","Cam Talbot","OTT","23","1247.3166666667","635","575","60","0.906","2.89","0.44","59.9","156","125","31","0.801","1.49","-3.33","188","167","21","0.888","1.01","-0.64","247","239","8","0.968","0.38","1.66","48","104","36.80","22.05"
"64","David Rittich","WPG","9","529.3","245","222","23","0.906","2.61","0.32","22.02","54","46","8","0.852","0.91","1.58","65","57","8","0.877","0.91","-0.96","114","107","7","0.939","0.79","-2.54","13","33","37.00","23.91"
"69","Eetu Makiniemi","S.J","2","84.333333333333","32","29","3","0.906","2.13","0.05","2.64","9","8","1","0.889","0.71","0.60","9","7","2","0.778","1.42","-1.03","12","12","0","1.000","0.00","0.47","4","3","32.72","26.00"
"51","Dan Vladar","CGY","13","764.63333333333","380","344","36","0.905","2.82","0.17","35.89","105","89","16","0.848","1.26","2.62","126","113","13","0.897","1.02","0.64","128","121","7","0.945","0.55","-2.00","21","47","34.81","25.25"
