"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","74","3584.9667","20","39","15","19","55","0.372","3371","3480","49.20","2459","2563","48.96","1752","1818","49.08","153","194","44.09","170.82","159.75","51.67","1908","1815","51.25","1083","1026","51.35","131","177","42.53","12.10","82.75","852","711","54.51","565","484","53.86","86","96","47.25","15.22","80.17","1056","1104","48.89","518","542","48.87","45","81","35.71","8.69","85.06","1221","1418","46.27","596","701","45.95","22","17","56.41","3.69","97.57","8.73","89.33","0.981"
"2","Nashville Predators","73","3459.5833","37","28","8","32","82","0.562","3249","3492","48.20","2359","2598","47.59","1650","1846","47.20","134","135","49.81","152.48","165.82","47.90","1665","1811","47.90","910","1047","46.50","112","118","48.70","12.31","88.73","687","731","48.45","464","512","47.54","77","73","51.33","16.59","85.74","978","1080","47.52","446","535","45.46","35","45","43.75","7.85","91.59","1352","1428","48.63","670","703","48.80","22","17","56.41","3.28","97.58","8.12","92.69","1.008"
"3","Tampa Bay Lightning","75","3580.8333","43","26","6","40","92","0.613","3479","3257","51.65","2592","2448","51.43","1814","1797","50.24","158","145","52.15","169.45","156.34","52.01","1943","1692","53.45","1087","985","52.46","137","121","53.10","12.60","87.72","846","696","54.86","559","509","52.34","97","69","58.43","17.35","86.44","1097","996","52.41","528","476","52.59","40","52","43.48","7.58","89.08","1344","1355","49.80","665","738","47.40","20","24","45.45","3.01","96.75","8.71","91.93","1.006"
"4","New York Rangers","74","3607.1","44","20","10","40","98","0.662","3313","3311","50.02","2456","2413","50.44","1783","1742","50.58","164","139","54.13","152.58","156.18","49.42","1692","1728","49.47","933","971","49.00","134","110","54.92","14.36","88.67","703","733","48.96","478","509","48.43","89","72","55.28","18.62","85.85","989","995","49.85","455","462","49.62","45","38","54.22","9.89","91.77","1382","1313","51.28","775","687","53.01","30","29","50.85","3.87","95.78","9.20","92.02","1.012"
"5","Vegas Golden Knights","74","3721.4333","46","22","6","42","98","0.662","3486","3744","48.22","2545","2628","49.20","1861","1867","49.92","168","149","53.00","162.93","159.38","50.55","1732","1828","48.65","1023","986","50.92","149","125","54.38","14.57","87.32","757","686","52.46","542","483","52.88","95","76","55.56","17.53","84.27","975","1142","46.06","481","503","48.88","54","49","52.43","11.23","90.26","1410","1615","46.61","724","785","47.98","19","23","45.24","2.62","97.07","9.03","92.02","1.010"
"6","Los Angeles Kings","74","3534.7833","43","21","10","37","96","0.649","3479","3180","52.25","2611","2242","53.80","1885","1540","55.04","159","146","52.13","160.83","141.31","53.23","1823","1624","52.89","1066","857","55.43","139","120","53.67","13.04","86.00","774","651","54.32","543","429","55.86","84","79","51.53","15.47","81.59","1049","973","51.88","523","428","54.99","55","41","57.29","10.52","90.42","1419","1284","52.50","750","591","55.93","20","26","43.48","2.67","95.60","8.44","90.52","0.990"
"7","Boston Bruins","74","3475.2833","57","12","5","54","119","0.804","3289","3179","50.85","2486","2337","51.54","1841","1669","52.45","181","100","64.41","159.85","139.74","53.36","1810","1601","53.06","1080","875","55.24","154","85","64.44","14.26","90.29","747","644","53.70","550","452","54.89","98","54","64.47","17.82","88.05","1063","957","52.62","530","423","55.61","56","31","64.37","10.57","92.67","1305","1337","49.39","683","684","49.96","27","15","64.29","3.95","97.81","9.83","94.01","1.038"
"8","Washington Capitals","75","3639.4","34","32","9","32","77","0.513","3546","3460","50.61","2584","2557","50.26","1848","1807","50.56","159","164","49.23","162.84","160.35","50.38","1754","1712","50.61","1004","985","50.48","145","134","51.97","14.44","86.40","729","717","50.41","511","491","51.00","91","87","51.12","17.81","82.28","1025","995","50.74","493","494","49.95","54","47","53.47","10.95","90.49","1468","1461","50.12","723","726","49.90","14","30","31.82","1.94","95.87","8.60","90.92","0.995"
"9","Columbus Blue Jackets","73","3591.3667","23","43","7","22","53","0.363","3234","3894","45.37","2364","2870","45.17","1686","2066","44.94","132","203","39.40","144.68","175.86","45.14","1563","1915","44.94","911","1087","45.60","107","169","38.77","11.75","84.45","607","785","43.61","425","544","43.86","62","105","37.13","14.59","80.70","956","1130","45.83","486","543","47.23","45","64","41.28","9.26","88.21","1381","1687","45.01","691","892","43.65","25","34","42.37","3.62","96.19","7.83","90.17","0.980"
"10","Carolina Hurricanes","73","3508.45","47","17","9","43","103","0.705","3923","2604","60.10","2945","1990","59.68","1984","1442","57.91","157","125","55.67","184.92","124.59","59.75","1909","1291","59.66","1060","789","57.33","136","110","55.28","12.83","86.06","857","611","58.38","581","431","57.41","95","67","58.64","16.35","84.45","1052","680","60.74","479","358","57.23","41","43","48.81","8.56","87.99","1699","1031","62.23","861","538","61.54","21","15","58.33","2.44","97.21","7.91","91.33","0.992"
"11","Toronto Maple Leafs","74","3559.7333","44","20","10","43","98","0.662","3381","3248","51.00","2550","2371","51.82","1832","1670","52.31","168","129","56.57","169.39","150.14","53.01","1914","1651","53.69","1067","903","54.16","148","114","56.49","13.87","87.38","817","703","53.75","567","479","54.21","93","63","59.62","16.40","86.85","1097","948","53.64","500","424","54.11","55","51","51.89","11.00","87.97","1284","1357","48.62","701","683","50.65","20","15","57.14","2.85","97.80","9.17","92.28","1.014"
"12","Montreal Canadiens","75","3618.2667","30","39","6","25","66","0.440","3091","3660","45.79","2244","2631","46.03","1637","1903","46.24","154","179","46.25","141.75","178.98","44.20","1496","1921","43.78","842","1092","43.54","128","161","44.29","15.20","85.26","616","822","42.84","427","571","42.79","76","114","40.00","17.80","80.04","880","1099","44.47","415","521","44.34","52","47","52.53","12.53","90.98","1309","1443","47.57","708","735","49.06","26","18","59.09","3.67","97.55","9.41","90.59","1.000"
"13","Chicago Blackhawks","74","3629.9333","24","44","6","22","54","0.365","2841","3726","43.26","2132","2777","43.43","1514","2015","42.90","119","183","39.40","126.58","176.42","41.78","1350","1943","41.00","788","1120","41.30","106","150","41.41","13.45","86.61","539","795","40.40","371","566","39.59","63","95","39.87","16.98","83.22","811","1148","41.40","417","554","42.95","43","55","43.88","10.31","90.07","1232","1503","45.05","644","807","44.38","13","33","28.26","2.02","95.91","7.86","90.92","0.988"
"14","Colorado Avalanche","74","3551.0667","44","24","6","38","94","0.635","3569","3259","52.27","2569","2431","51.38","1910","1816","51.26","150","131","53.38","154.95","145.78","51.53","1725","1509","53.34","1006","906","52.62","124","110","52.99","12.33","87.86","672","684","49.56","487","486","50.05","80","74","51.95","16.43","84.77","1053","825","56.07","519","420","55.27","44","36","55.00","8.48","91.43","1590","1442","52.44","841","819","50.66","26","21","55.32","3.09","97.44","7.85","92.79","1.006"
"15","Seattle Kraken","73","3573.25","40","25","8","40","88","0.603","3435","3100","52.56","2579","2269","53.20","1810","1546","53.93","186","146","56.02","154.48","147.11","51.22","1657","1591","51.02","961","840","53.36","157","135","53.77","16.34","83.93","638","673","48.67","443","435","50.46","90","87","50.85","20.32","80.00","1019","918","52.61","518","405","56.12","67","48","58.26","12.93","88.15","1447","1255","53.55","752","614","55.05","28","11","71.79","3.72","98.21","10.28","90.56","1.008"
"16","Anaheim Ducks","74","3604.85","23","41","10","20","56","0.378","3012","4000","42.95","2250","3108","41.99","1633","2297","41.55","126","205","38.07","136.94","206.53","39.87","1472","2088","41.35","844","1293","39.49","106","171","38.27","12.56","86.77","620","972","38.94","443","728","37.83","66","118","35.87","14.90","83.79","852","1116","43.29","401","565","41.51","40","53","43.01","9.98","90.62","1218","1639","42.63","635","916","40.94","20","34","37.04","3.15","96.29","7.72","91.08","0.988"
