"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Semyon Varlamov","NYI","1","60","23","23","0","1.000","0.00","2.24","2.24","6","6","0","1.000","0.00","1.09","4","4","0","1.000","0.00","0.42","11","11","0","1.000","0.00","0.41","0","1","39.48","-"
"31","Antti Raanta","CAR","2","119.93333333333","50","49","1","0.980","0.50","3.88","5.66","12","12","0","1.000","0.00","2.18","13","12","1","0.923","0.50","0.37","19","19","0","1.000","0.00","0.71","4","11","40.42","37.00"
"53","Filip Gustavsson","MIN","4","245.11666666667","129","125","4","0.969","0.98","8.58","11.21","38","34","4","0.895","0.98","2.90","31","31","0","1.000","0.00","3.26","54","54","0","1.000","0.00","2.01","9","22","34.67","9.25"
"63","Kevin Lankinen","NSH","1","60","31","30","1","0.968","1.00","2.02","3.78","15","14","1","0.933","1.00","1.73","5","5","0","1.000","0.00","0.53","11","11","0","1.000","0.00","0.41","1","7","25.23","9.00"
"51","Joseph Woll","TOR","1","60","26","25","1","0.962","1.00","1.54","3.27","11","10","1","0.909","1.00","1.00","8","8","0","1.000","0.00","0.84","7","7","0","1.000","0.00","0.26","1","5","23.73","13.00"
"2","Marc-Andre Fleury","MIN","3","183.9","76","73","3","0.961","0.98","4.41","8.27","25","23","2","0.920","0.65","2.54","19","18","1","0.947","0.33","1.00","28","28","0","1.000","0.00","1.04","6","18","32.03","12.00"
"65","Akira Schmid","N.J","3","143.36666666667","62","59","3","0.952","1.26","3.05","5.45","20","17","3","0.850","1.26","0.63","12","12","0","1.000","0.00","1.26","28","28","0","1.000","0.00","1.04","2","8","33.84","13.67"
"30","Linus Ullmark","BOS","4","244.05","141","134","7","0.950","1.72","6.75","11.75","39","35","4","0.897","0.98","3.09","40","38","2","0.950","0.49","2.20","49","48","1","0.980","0.25","0.83","8","16","36.84","20.00"
"39","Ilya Sorokin","NYI","5","303.6","155","147","8","0.948","1.58","7.12","13.79","38","32","6","0.842","1.19","0.90","47","45","2","0.957","0.40","2.94","66","66","0","1.000","0.00","2.46","7","28","34.62","15.38"
"7","Alex Stalock","CHI","2","120","68","64","4","0.941","2.00","2.63","5.7","14","12","2","0.857","1.00","0.54","29","28","1","0.966","0.50","2.05","22","21","1","0.955","0.50","-0.18","4","13","35.12","20.50"
"25","John Gibson","ANA","5","302.85","218","205","13","0.940","2.58","8.26","20.79","74","62","12","0.838","2.38","1.44","43","42","1","0.977","0.20","3.52","94","94","0","1.000","0.00","3.50","10","38","32.05","12.62"
"12","Michael Hutchinson","CBJ","1","36.933333333333","16","15","1","0.938","1.62","0.56","1.68","4","3","1","0.750","1.62","-0.27","4","4","0","1.000","0.00","0.42","7","7","0","1.000","0.00","0.26","3","1","31.19","16.00"
