"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"98","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.10","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"89","Ivan Prosvetov","ARI","3","179.5","105","100","5","0.952","1.67","5.07","11.25","26","24","2","0.923","0.67","2.64","30","27","3","0.900","1.00","0.21","47","47","0","1.000","0.00","1.84","8","22","34.99","19.40"
"24","Keith Kinkaid","BOS, COL","2","87.85","40","38","2","0.950","1.37","1.84","4.17","12","10","2","0.833","1.37","0.14","10","10","0","1.000","0.00","1.07","16","16","0","1.000","0.00","0.63","1","7","36.30","10.00"
"78","Dylan Ferguson","OTT","2","118.86666666667","83","78","5","0.940","2.52","2.96","8.02","24","22","2","0.917","1.01","2.28","30","27","3","0.900","1.51","0.21","26","26","0","1.000","0.00","1.02","12","15","34.04","18.20"
"35","Linus Ullmark","BOS","45","2646.8333333333","1342","1258","84","0.937","1.90","44.68","118.41","370","320","50","0.865","1.13","16.02","351","334","17","0.952","0.39","20.56","521","504","17","0.967","0.39","3.42","130","202","37.33","20.55"
"66","Joseph Woll","TOR","4","236.43333333333","121","113","8","0.934","2.03","3.60","11.06","33","27","6","0.818","1.52","-0.11","39","38","1","0.974","0.25","3.17","44","43","1","0.977","0.25","0.72","4","16","31.27","17.88"
"69","Filip Gustavsson","MIN","35","2063.5","1034","965","69","0.933","2.01","30.15","91.84","252","215","37","0.853","1.08","7.97","305","281","24","0.921","0.70","8.64","425","417","8","0.981","0.23","8.66","91","136","35.52","19.35"
"47","Jonas Johansson","COL","3","142.95","73","68","5","0.932","2.10","2.00","8.3","25","21","4","0.840","1.68","0.46","18","17","1","0.944","0.42","0.93","29","29","0","1.000","0.00","1.14","5","16","29.42","11.60"
"77","Jiri Patera","VGK","2","120","70","65","5","0.929","2.50","1.71","7.87","22","18","4","0.818","2.00","-0.07","20","20","0","1.000","0.00","2.14","23","22","1","0.957","0.50","-0.10","4","13","31.69","11.20"
"25","Laurent Brossoit","VGK","5","273.13333333333","145","134","11","0.924","2.42","2.90","12.71","50","44","6","0.880","1.32","2.92","53","48","5","0.906","1.10","0.67","39","39","0","1.000","0.00","1.53","8","15","30.10","16.82"
"49","Ilya Sorokin","NYI","56","3259.6666666667","1683","1555","128","0.924","2.36","33.38","170.9","523","443","80","0.847","1.47","13.32","430","397","33","0.923","0.61","13.01","649","634","15","0.977","0.28","10.44","113","338","34.06","19.91"
"67","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.25","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"79","Jeremy Swayman","BOS","32","1760.9","820","755","65","0.921","2.21","13.63","79.49","231","201","30","0.870","1.02","11.22","226","200","26","0.885","0.89","-1.82","314","305","9","0.971","0.31","3.31","54","120","35.49","22.32"
"85","Pavel Francouz","COL","15","900.28333333333","470","432","38","0.919","2.53","7.07","40.63","125","99","26","0.792","1.73","-3.70","125","119","6","0.952","0.40","7.38","193","187","6","0.969","0.40","1.56","24","65","35.93","19.87"
"81","Alexandar Georgiev","COL","55","3275.8333333333","1701","1562","139","0.918","2.55","24.10","153.68","481","408","73","0.848","1.34","12.83","387","345","42","0.891","0.77","-0.59","737","713","24","0.967","0.44","4.89","94","250","35.81","20.31"
"90","Akira Schmid","N.J","17","857.98333333333","388","356","32","0.918","2.24","5.20","37.09","97","79","18","0.814","1.26","-0.69","110","99","11","0.900","0.77","0.77","162","159","3","0.981","0.21","3.35","19","57","35.98","17.13"
"34","Connor Hellebuyck","WPG","58","3419.2333333333","1789","1641","148","0.917","2.60","23.54","171.33","490","403","87","0.822","1.53","0.43","521","482","39","0.925","0.68","16.75","675","653","22","0.967","0.39","4.46","114","247","35.67","19.42"
"72","Jake Oettinger","DAL","56","3302.9333333333","1646","1510","136","0.917","2.47","21.83","153.05","445","370","75","0.831","1.36","4.40","437","393","44","0.899","0.80","2.76","667","650","17","0.975","0.31","9.14","98","228","35.67","19.26"
"86","Kevin Lankinen","NSH","17","947.41666666667","517","474","43","0.917","2.72","6.57","49.81","146","127","19","0.870","1.20","7.05","142","125","17","0.880","1.08","-1.81","199","192","7","0.965","0.44","0.80","34","86","34.26","22.72"
"39","Juuse Saros","NSH","57","3385.1166666667","1867","1711","156","0.916","2.77","23.02","183.73","530","443","87","0.836","1.54","7.57","610","558","52","0.915","0.92","13.27","639","622","17","0.973","0.30","8.05","146","274","32.86","19.21"
