"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","63","3066.1167","18","33","12","17","48","0.381","2888","2932","49.62","2118","2142","49.72","1503","1532","49.52","135","161","45.61","148.04","131.6","52.94","1637","1512","51.98","931","854","52.16","116","146","44.27","12.46","82.90","736","581","55.88","486","398","54.98","75","77","49.34","15.43","80.65","901","931","49.18","445","456","49.39","41","69","37.27","9.21","84.87","1053","1207","46.59","513","596","46.26","19","15","55.88","3.70","97.48","8.98","89.49","0.985"
"2","Nashville Predators","60","2839.65","31","23","6","28","68","0.567","2737","2859","48.91","1996","2114","48.56","1403","1510","48.16","114","108","51.35","130.88","134.2","49.37","1411","1482","48.77","776","849","47.75","93","95","49.47","11.98","88.81","584","603","49.20","396","419","48.59","65","59","52.42","16.41","85.92","827","879","48.48","380","430","46.91","28","36","43.75","7.37","91.63","1130","1159","49.37","565","575","49.56","21","13","61.76","3.72","97.74","8.13","92.85","1.010"
"3","Tampa Bay Lightning","62","2943.05","37","20","5","35","79","0.637","2854","2722","51.18","2151","2039","51.34","1511","1511","50.00","137","120","53.31","143.74","130","52.51","1640","1413","53.72","926","830","52.73","116","101","53.46","12.53","87.83","730","579","55.77","485","430","53.01","88","58","60.27","18.14","86.51","910","834","52.18","441","400","52.44","28","43","39.44","6.35","89.25","1060","1135","48.29","533","619","46.27","20","19","51.28","3.75","96.93","9.07","92.06","1.011"
"4","New York Rangers","63","3062","35","19","9","32","79","0.627","2847","2747","50.89","2111","2017","51.14","1511","1444","51.13","132","122","51.97","130.12","130.52","49.92","1442","1447","49.91","777","807","49.05","108","97","52.68","13.90","87.98","587","615","48.84","394","419","48.46","70","65","51.85","17.77","84.49","855","832","50.68","383","388","49.68","38","32","54.29","9.92","91.75","1196","1084","52.46","670","569","54.08","24","25","48.98","3.58","95.61","8.74","91.55","1.003"
"5","Vegas Golden Knights","62","3112.3833","37","19","6","33","80","0.645","2976","3069","49.23","2176","2157","50.22","1586","1526","50.96","135","123","52.33","137.79","125.92","52.25","1473","1484","49.81","871","797","52.22","119","103","53.60","13.66","87.08","641","544","54.09","461","375","55.14","73","61","54.48","15.84","83.73","832","940","46.95","410","422","49.28","46","42","52.27","11.22","90.05","1222","1333","47.83","622","651","48.86","16","19","45.71","2.57","97.08","8.51","91.94","1.005"
"6","Los Angeles Kings","64","3050.9167","36","20","8","30","80","0.625","2975","2762","51.86","2224","1945","53.35","1600","1346","54.31","132","135","49.44","135.85","123.72","52.34","1553","1414","52.34","901","758","54.31","117","111","51.32","12.99","85.36","652","571","53.31","457","382","54.47","71","73","49.31","15.54","80.89","901","843","51.66","444","376","54.15","46","38","54.76","10.36","89.89","1214","1104","52.37","640","508","55.75","15","24","38.46","2.34","95.28","8.25","89.97","0.982"
"7","Boston Bruins","62","2928.8667","49","8","5","47","103","0.831","2758","2691","50.61","2081","1959","51.51","1539","1417","52.06","152","86","63.87","132.87","116.54","53.27","1505","1358","52.57","894","743","54.61","131","72","64.53","14.65","90.31","624","534","53.89","457","378","54.73","84","41","67.20","18.38","89.15","881","824","51.67","437","365","54.49","47","31","60.26","10.76","91.51","1114","1126","49.73","581","577","50.17","21","14","60.00","3.61","97.57","9.88","93.93","1.038"
"8","Washington Capitals","64","3104.7167","31","27","6","30","68","0.531","3059","2948","50.92","2230","2165","50.74","1593","1522","51.14","133","134","49.81","141.24","134.41","51.24","1514","1457","50.96","868","822","51.36","119","110","51.97","13.71","86.62","636","591","51.83","445","397","52.85","77","71","52.03","17.30","82.12","878","866","50.34","423","425","49.88","42","39","51.85","9.93","90.82","1263","1247","50.32","613","620","49.72","14","24","36.84","2.28","96.13","8.35","91.20","0.995"
"9","Columbus Blue Jackets","63","3082.05","20","37","6","19","46","0.365","2758","3311","45.44","2017","2442","45.23","1424","1757","44.77","110","157","41.20","120.39","147.51","44.94","1307","1595","45.04","758","902","45.66","89","131","40.45","11.74","85.48","498","645","43.57","345","444","43.73","50","80","38.46","14.49","81.98","809","950","45.99","413","458","47.42","39","51","43.33","9.44","88.86","1197","1459","45.07","593","777","43.28","21","26","44.68","3.54","96.65","7.72","91.06","0.988"
"10","Carolina Hurricanes","60","2857.1333","40","12","8","37","88","0.733","3211","2130","60.12","2411","1629","59.68","1632","1174","58.16","133","95","58.33","153.88","100.55","60.48","1588","1036","60.52","887","628","58.55","117","81","59.09","13.19","87.10","722","492","59.47","495","341","59.21","79","51","60.77","15.96","85.04","866","544","61.42","392","287","57.73","38","30","55.88","9.69","89.55","1360","857","61.34","691","445","60.83","16","14","53.33","2.32","96.85","8.15","91.91","1.001"
"11","Toronto Maple Leafs","63","3036.55","38","17","8","38","84","0.667","2903","2745","51.40","2189","1990","52.38","1573","1398","52.95","140","107","56.68","145.84","124.56","53.94","1657","1403","54.15","910","763","54.39","121","96","55.76","13.30","87.42","697","586","54.33","477","402","54.27","78","49","61.42","16.35","87.81","960","817","54.02","433","361","54.53","43","47","47.78","9.93","86.98","1092","1150","48.71","608","565","51.83","19","11","63.33","3.13","98.05","8.90","92.35","1.012"
"12","Montreal Canadiens","62","2958.0333","26","32","4","22","56","0.452","2535","2967","46.07","1836","2153","46.03","1345","1563","46.25","117","140","45.53","114.59","148.2","43.60","1236","1578","43.92","689","902","43.31","97","126","43.50","14.08","86.03","505","680","42.62","348","468","42.65","63","89","41.45","18.10","80.98","731","898","44.87","341","434","44.00","34","37","47.89","9.97","91.47","1053","1136","48.10","581","597","49.32","20","14","58.82","3.44","97.65","8.70","91.04","0.997"
"13","Chicago Blackhawks","62","3051.9833","21","36","5","19","47","0.379","2397","3143","43.27","1782","2337","43.26","1276","1702","42.85","99","157","38.67","105.91","150.31","41.33","1140","1647","40.90","661","947","41.11","88","132","40.00","13.31","86.06","461","676","40.55","316","482","39.60","52","83","38.52","16.46","82.78","679","971","41.15","345","465","42.59","36","49","42.35","10.43","89.46","1042","1257","45.32","548","676","44.77","11","25","30.56","2.01","96.30","7.76","90.78","0.985"
"14","Colorado Avalanche","60","2870.4667","34","21","5","30","73","0.608","2845","2710","51.22","2047","2030","50.21","1540","1519","50.34","116","107","52.02","122.76","120.9","50.38","1352","1261","51.74","807","752","51.76","99","87","53.23","12.27","88.43","537","578","48.16","395","402","49.56","61","61","50.00","15.44","84.83","815","683","54.41","412","350","54.07","38","26","59.38","9.22","92.57","1284","1196","51.77","678","687","49.67","17","20","45.95","2.51","97.09","7.53","92.96","1.005"
"15","Seattle Kraken","62","3039.5333","35","21","6","35","76","0.613","2908","2668","52.15","2161","1956","52.49","1520","1340","53.15","157","120","56.68","128.92","128.23","50.13","1405","1383","50.39","801","727","52.42","131","111","54.13","16.35","84.73","534","589","47.55","366","380","49.06","75","76","49.67","20.49","80.00","871","794","52.31","435","347","55.63","56","35","61.54","12.87","89.91","1218","1068","53.28","634","533","54.33","25","9","73.53","3.94","98.31","10.33","91.04","1.014"
"16","Anaheim Ducks","63","3046.0167","21","34","8","18","50","0.397","2586","3401","43.19","1931","2644","42.21","1411","1957","41.89","106","175","37.72","117.31","176.45","39.93","1268","1793","41.42","719","1104","39.44","89","147","37.71","12.38","86.68","533","839","38.85","379","625","37.75","53","102","34.19","13.98","83.68","735","954","43.52","340","479","41.51","36","45","44.44","10.59","90.61","1041","1378","43.03","555","777","41.67","17","28","37.78","3.06","96.40","7.51","91.06","0.986"
