"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.93","2.92","9","8","1","0.889","1.00","0.59","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.44","0","5","37.65","8.00"
"31","Linus Ullmark","BOS","22","1271.0333333333","635","595","40","0.937","1.89","20.08","54.25","163","141","22","0.865","1.04","6.71","159","151","8","0.950","0.38","9.07","262","252","10","0.962","0.47","0.37","45","93","38.85","21.70"
"76","Akira Schmid","N.J","8","398.18333333333","191","178","13","0.932","1.96","5.07","18.97","42","36","6","0.857","0.90","1.40","58","53","5","0.914","0.75","1.23","80","78","2","0.975","0.30","1.17","6","30","37.40","19.31"
"52","Ilya Samsonov","TOR","12","696.36666666667","323","300","23","0.929","1.98","7.56","29.83","91","80","11","0.879","0.95","5.03","82","73","9","0.890","0.78","-0.20","128","125","3","0.977","0.26","2.07","27","51","36.82","19.61"
"30","Connor Hellebuyck","WPG","24","1443.3833333333","781","725","56","0.928","2.33","17.89","73.77","213","180","33","0.845","1.37","4.52","215","205","10","0.953","0.42","13.08","309","296","13","0.958","0.54","-0.77","43","114","35.71","21.77"
"44","Ilya Sorokin","NYI","23","1271.2833333333","677","627","50","0.926","2.36","14.05","70.39","211","179","32","0.848","1.51","5.17","175","164","11","0.937","0.52","7.79","266","259","7","0.974","0.33","3.53","34","142","33.54","21.00"
"75","Kevin Lankinen","NSH","8","454.91666666667","265","245","20","0.925","2.64","5.07","24.83","71","63","8","0.887","1.06","4.51","66","59","7","0.894","0.92","0.09","108","103","5","0.954","0.66","-0.72","19","45","36.75","24.05"
"27","Matt Murray","TOR","11","659.5","356","329","27","0.924","2.46","6.68","34.55","99","86","13","0.869","1.18","4.44","104","95","9","0.913","0.82","2.17","138","133","5","0.964","0.45","0.46","37","66","33.74","20.89"
"60","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.70","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"71","Alexandar Georgiev","COL","21","1270.2","673","621","52","0.923","2.46","11.67","57.72","177","152","25","0.859","1.18","6.18","148","134","14","0.905","0.66","1.89","305","292","13","0.957","0.61","-0.92","37","101","36.96","21.48"
"78","Pyotr Kochetkov","CAR","14","804.55","351","324","27","0.923","2.01","6.21","33.56","121","106","15","0.876","1.12","6.32","81","72","9","0.889","0.67","-0.30","126","123","3","0.976","0.22","1.99","25","49","34.58","20.30"
"1","Craig Anderson","BUF","13","746.33333333333","425","392","33","0.922","2.65","7.21","38.47","119","103","16","0.866","1.29","4.96","125","113","12","0.904","0.96","1.42","163","158","5","0.969","0.40","1.45","30","51","36.49","22.24"
"62","Filip Gustavsson","MIN","12","702.7","345","318","27","0.922","2.31","5.64","31.04","88","75","13","0.852","1.11","2.50","100","90","10","0.900","0.85","0.74","136","132","4","0.971","0.34","1.38","30","51","35.71","21.89"
"65","Jake Oettinger","DAL","23","1299.9","655","604","51","0.922","2.35","10.97","63.03","192","162","30","0.844","1.38","3.82","155","140","15","0.903","0.69","1.64","277","271","6","0.978","0.28","4.97","40","90","34.00","19.35"
"36","Tristan Jarry","PIT","20","1207.35","675","622","53","0.921","2.63","10.86","54.17","175","142","33","0.811","1.64","-2.17","172","160","12","0.930","0.60","6.47","284","276","8","0.972","0.40","3.24","31","74","37.23","19.79"
"9","Semyon Varlamov","NYI","12","702.38333333333","381","350","31","0.919","2.65","5.05","36.79","111","95","16","0.856","1.37","3.55","99","89","10","0.899","0.85","0.63","145","140","5","0.966","0.43","0.74","31","56","36.17","20.00"
"47","Igor Shesterkin","NYR","24","1454.4666666667","719","661","58","0.919","2.39","10.02","67.76","204","173","31","0.848","1.28","4.94","202","184","18","0.911","0.74","3.69","272","263","9","0.967","0.37","1.77","69","87","34.58","21.09"
"70","Logan Thompson","VGK","22","1319","696","638","58","0.917","2.64","7.85","58.55","168","141","27","0.839","1.23","2.59","180","162","18","0.900","0.82","1.33","304","292","12","0.961","0.55","0.04","55","93","37.51","21.90"
"13","Darcy Kuemper","WSH","20","1126.1333333333","570","522","48","0.916","2.56","5.93","54.83","145","116","29","0.800","1.55","-3.46","137","126","11","0.920","0.59","3.71","256","248","8","0.969","0.43","2.14","52","84","37.02","20.13"
"14","Cam Talbot","OTT","17","895.08333333333","453","415","38","0.916","2.55","4.86","43.24","120","100","20","0.833","1.34","1.14","129","114","15","0.884","1.01","-1.15","170","167","3","0.982","0.20","3.73","41","77","37.37","21.76"
"26","Andrei Vasilevskiy","T.B","22","1316.05","658","602","56","0.915","2.55","6.25","61.17","176","147","29","0.835","1.32","2.00","190","168","22","0.884","1.00","-1.60","262","257","5","0.981","0.23","5.37","31","91","34.17","20.05"
"64","Stuart Skinner","EDM","19","1122.5833333333","620","567","53","0.915","2.83","5.66","61.78","176","150","26","0.852","1.39","5.00","186","165","21","0.887","1.12","-1.03","218","212","6","0.972","0.32","2.63","40","83","34.11","22.11"
"67","Daniil Tarasov","CBJ","10","535.26666666667","317","290","27","0.915","3.03","2.99","29.39","75","60","15","0.800","1.68","-1.79","95","88","7","0.926","0.78","3.20","135","130","5","0.963","0.56","0.35","22","62","36.76","22.07"
"7","Alex Stalock","CHI","7","328.2","187","171","16","0.914","2.93","1.69","17.23","45","36","9","0.800","1.65","-1.07","55","48","7","0.873","1.28","-1.09","73","73","0","1.000","0.00","2.89","17","27","36.70","18.88"
"58","Casey DeSmith","PIT","11","656.85","362","331","31","0.914","2.83","3.25","33.37","91","74","17","0.813","1.55","-0.97","107","102","5","0.953","0.46","6.49","140","131","9","0.936","0.82","-3.46","21","42","36.31","21.10"
"45","Ville Husso","DET","22","1307.6","665","607","58","0.913","2.66","4.91","64.62","169","149","20","0.882","0.92","9.77","193","166","27","0.860","1.24","-6.28","260","249","11","0.958","0.50","-0.71","36","112","35.53","23.43"
"61","Carter Hart","PHI","24","1427.5333333333","766","699","67","0.913","2.82","5.47","77.36","236","201","35","0.852","1.47","6.57","196","174","22","0.888","0.92","-0.96","288","279","9","0.969","0.38","2.40","70","142","34.94","20.94"
"74","Pavel Francouz","COL","9","535.43333333333","286","261","25","0.913","2.80","2.06","24.23","75","57","18","0.760","2.02","-4.79","75","71","4","0.947","0.45","4.05","123","120","3","0.976","0.34","1.87","16","35","35.30","18.68"
"42","Vitek Vanecek","N.J","20","1086.6166666667","489","446","43","0.912","2.37","3.26","44.69","122","99","23","0.811","1.27","-1.51","121","109","12","0.901","0.66","0.99","207","199","8","0.961","0.44","0.20","25","67","37.42","20.86"
"51","Sam Montembeault","MTL","11","664.43333333333","364","332","32","0.912","2.89","2.44","36.95","114","96","18","0.842","1.63","2.08","109","100","9","0.917","0.81","2.70","133","128","5","0.962","0.45","0.27","10","61","30.60","18.91"
"35","Juuse Saros","NSH","23","1350.5","720","656","64","0.911","2.84","4.12","71.86","207","176","31","0.850","1.38","5.46","236","209","27","0.886","1.20","-1.66","238","232","6","0.975","0.27","3.42","49","105","33.50","21.06"
"17","Scott Wedgewood","DAL","13","693.6","388","353","35","0.910","3.03","1.71","37.32","120","101","19","0.842","1.64","2.14","100","89","11","0.890","0.95","-0.26","147","142","5","0.966","0.43","0.82","26","57","35.53","18.34"
"54","Karel Vejmelka","ARI","22","1313.1","758","690","68","0.910","3.11","3.71","78.24","235","193","42","0.821","1.92","-0.60","210","194","16","0.924","0.73","6.55","283","273","10","0.965","0.46","1.21","37","120","33.44","21.40"
"59","Charlie Lindgren","WSH","16","908.61666666667","454","413","41","0.910","2.71","1.95","41.33","114","89","25","0.781","1.65","-4.92","134","124","10","0.925","0.66","4.39","182","176","6","0.967","0.40","1.21","38","39","35.61","19.51"
"77","Spencer Knight","FLA","16","901.35","483","439","44","0.909","2.93","1.70","41.94","128","111","17","0.867","1.13","5.55","129","110","19","0.853","1.26","-5.15","200","192","8","0.960","0.53","-0.08","20","58","35.80","24.07"
"8","James Reimer","S.J","17","1026.3333333333","528","479","49","0.907","2.86","0.95","49.72","140","120","20","0.857","1.17","4.66","154","135","19","0.877","1.11","-2.47","203","193","10","0.951","0.58","-1.96","38","92","34.80","22.12"
"5","Thomas Greiss","STL","10","548.38333333333","339","307","32","0.906","3.50","0.07","30.07","94","76","18","0.809","1.97","-1.44","101","93","8","0.921","0.88","2.84","120","114","6","0.950","0.66","-1.25","23","46","36.66","19.56"
"22","Anton Forsberg","OTT","17","890.45","512","464","48","0.906","3.23","0.44","51.41","142","115","27","0.810","1.82","-1.99","147","137","10","0.932","0.67","5.78","189","178","11","0.942","0.74","-3.52","42","89","34.59","21.02"
