"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"33","Spencer Martin","VAN","1","60","35","34","1","0.971","1.00","2.29","3.2","8","7","1","0.875","1.00","0.46","8","8","0","1.000","0.00","0.79","18","18","0","1.000","0.00","0.74","1","3","34.57","6.00"
"60","Jeremy Swayman","BOS","2","73.85","33","32","1","0.970","0.81","2.10","4.03","11","11","0","1.000","0.00","2.01","9","8","1","0.889","0.81","-0.12","11","11","0","1.000","0.00","0.45","2","8","33.76","38.00"
"57","Stuart Skinner","EDM","2","119.95","80","77","3","0.963","1.50","4.52","7.14","18","16","2","0.889","1.00","1.28","22","21","1","0.955","0.50","1.16","34","34","0","1.000","0.00","1.40","3","10","37.03","16.33"
"45","Sam Montembeault","MTL","1","60","45","43","2","0.956","2.00","2.23","3.83","15","14","1","0.933","1.00","1.73","14","14","0","1.000","0.00","1.37","15","14","1","0.933","1.00","-0.38","3","7","31.56","21.50"
"36","Vitek Vanecek","N.J","4","200","71","67","4","0.944","1.20","2.68","5.72","15","12","3","0.800","0.90","-0.27","14","13","1","0.929","0.30","0.37","34","34","0","1.000","0.00","1.40","4","10","41.46","20.75"
"54","Carter Hart","PHI","4","248.21666666667","157","148","9","0.943","2.18","5.77","16.03","45","43","2","0.956","0.48","6.20","51","47","4","0.922","0.97","1.01","55","52","3","0.945","0.73","-0.73","8","31","34.03","24.11"
"47","Adin Hill","VGK","3","184.43333333333","83","78","5","0.940","1.63","2.81","6.24","16","13","3","0.813","0.98","-0.08","25","23","2","0.920","0.65","0.46","37","37","0","1.000","0.00","1.53","9","9","40.84","18.80"
"13","Darcy Kuemper","WSH","5","299.65","164","154","10","0.939","2.00","5.43","15.84","49","43","6","0.878","1.20","2.93","30","26","4","0.867","0.80","-1.05","77","77","0","1.000","0.00","3.18","7","22","35.30","14.40"
"58","Jake Oettinger","DAL","4","205.25","99","93","6","0.939","1.75","3.31","9.27","26","24","2","0.923","0.58","2.74","26","26","0","1.000","0.00","2.55","45","41","4","0.911","1.17","-2.14","6","12","34.60","28.00"
"61","Logan Thompson","VGK","4","239.11666666667","98","92","6","0.939","1.51","3.22","8.29","23","20","3","0.870","0.75","1.19","29","27","2","0.931","0.50","0.85","38","37","1","0.974","0.25","0.57","7","13","39.39","27.67"
"22","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.92","2.94","12","10","2","0.833","2.00","0.19","6","6","0","1.000","0.00","0.59","13","13","0","1.000","0.00","0.54","3","5","28.45","12.50"
"27","Linus Ullmark","BOS","5","297.93333333333","153","143","10","0.935","2.01","4.39","12.96","39","32","7","0.821","1.41","0.11","43","41","2","0.953","0.40","2.22","53","52","1","0.981","0.20","1.19","6","19","40.00","19.80"
"38","Ilya Sorokin","NYI","5","294.3","166","155","11","0.934","2.24","4.61","17.02","54","46","8","0.852","1.63","1.85","46","44","2","0.957","0.41","2.52","60","59","1","0.983","0.20","1.48","15","31","33.42","20.00"
"63","Pavel Francouz","COL","2","117.86666666667","61","57","4","0.934","2.04","1.74","5.08","17","13","4","0.765","2.04","-0.90","12","12","0","1.000","0.00","1.18","29","29","0","1.000","0.00","1.20","6","5","35.70","12.00"
"26","Connor Hellebuyck","WPG","5","304","177","165","12","0.932","2.37","4.65","18.07","54","45","9","0.833","1.78","0.85","51","49","2","0.961","0.39","3.01","68","67","1","0.985","0.20","1.81","10","34","32.27","15.33"
"41","Igor Shesterkin","NYR","5","308.16666666667","143","133","10","0.930","1.95","3.45","13.16","38","33","5","0.868","0.97","1.93","42","37","5","0.881","0.97","-0.88","60","60","0","1.000","0.00","2.48","8","20","32.66","17.10"
"1","Craig Anderson","BUF","2","120.48333333333","56","52","4","0.929","1.99","1.27","6.23","17","14","3","0.824","1.49","0.10","19","18","1","0.947","0.50","0.87","15","15","0","1.000","0.00","0.62","1","13","35.21","9.75"
"39","Ville Husso","DET","3","179.63333333333","97","90","7","0.928","2.34","2.12","9.3","26","24","2","0.923","0.67","2.74","24","20","4","0.833","1.34","-1.64","41","40","1","0.976","0.33","0.69","6","19","35.60","21.14"
"2","Marc-Andre Fleury","MIN","6","371.26666666667","186","172","14","0.925","2.26","3.49","17.64","47","40","7","0.851","1.13","1.57","49","44","5","0.898","0.81","-0.19","85","83","2","0.976","0.32","1.51","13","30","34.89","21.93"
"62","Alexandar Georgiev","COL","4","243.03333333333","152","140","12","0.921","2.96","2.30","14.85","45","39","6","0.867","1.48","2.20","39","35","4","0.897","0.99","-0.17","60","58","2","0.967","0.49","0.48","5","25","33.20","19.33"
"55","Filip Gustavsson","MIN","1","57.9","25","23","2","0.920","2.07","0.35","1.83","6","5","1","0.833","1.04","0.09","8","7","1","0.875","1.04","-0.21","11","11","0","1.000","0.00","0.45","2","1","29.76","15.00"
"66","Arvid Soderblom","CHI","2","115.5","75","69","6","0.920","3.12","1.05","7.2","25","21","4","0.840","2.08","0.56","18","17","1","0.944","0.52","0.77","26","25","1","0.962","0.52","0.07","2","20","37.37","17.50"
"46","Ilya Samsonov","TOR","5","297.1","146","134","12","0.918","2.42","1.73","15.17","45","39","6","0.867","1.21","2.20","42","37","5","0.881","1.01","-0.88","55","54","1","0.982","0.20","1.27","13","30","32.41","20.50"
"53","Charlie Lindgren","WSH","2","121.58333333333","72","66","6","0.917","2.96","0.77","6.84","17","13","4","0.765","1.97","-0.90","23","21","2","0.913","0.99","0.26","29","29","0","1.000","0.00","1.20","6","6","33.24","17.17"
"5","Thomas Greiss","STL","3","146.5","94","86","8","0.915","3.28","0.84","8.6","22","16","6","0.727","2.46","-1.99","31","31","0","1.000","0.00","3.04","35","33","2","0.943","0.82","-0.56","5","12","37.05","14.75"
"20","Anton Forsberg","OTT","5","294.65","176","161","15","0.915","3.05","1.55","15.94","37","31","6","0.838","1.22","0.75","50","48","2","0.960","0.41","2.91","72","65","7","0.903","1.43","-4.03","14","25","38.76","25.40"
"4","Brian Elliott","T.B","2","119.43333333333","56","51","5","0.911","2.51","0.27","4.8","10","10","0","1.000","0.00","1.82","17","13","4","0.765","2.01","-2.33","28","27","1","0.964","0.50","0.16","3","7","33.46","25.20"
