"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.67","0.67","2","2","0","1.000","0.00","0.36","2","2","0","1.000","0.00","0.21","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.95","2.92","9","8","1","0.889","1.00","0.60","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"32","Linus Ullmark","BOS","27","1567.1","793","744","49","0.938","1.88","26.35","68.9","204","176","28","0.863","1.07","8.24","199","190","9","0.955","0.34","12.38","330","318","12","0.964","0.46","0.88","71","133","38.06","21.78"
"46","Ilya Sorokin","NYI","32","1809.5","934","865","69","0.926","2.29","19.74","95.61","285","242","43","0.849","1.43","7.63","229","213","16","0.930","0.53","8.61","376","366","10","0.973","0.33","4.67","57","187","34.51","21.07"
"31","Connor Hellebuyck","WPG","32","1918.2166666667","1027","950","77","0.925","2.41","20.58","97.28","273","230","43","0.842","1.34","5.49","285","266","19","0.933","0.59","11.62","409","394","15","0.963","0.47","0.96","60","148","36.29","21.25"
"64","Filip Gustavsson","MIN","17","995.31666666667","479","443","36","0.925","2.17","9.51","42.54","112","94","18","0.839","1.09","1.90","142","130","12","0.915","0.72","3.26","198","192","6","0.970","0.36","1.73","43","69","36.30","21.39"
"67","Jake Oettinger","DAL","32","1843.0166666667","917","847","70","0.924","2.28","17.13","89.14","266","226","40","0.850","1.30","7.25","222","200","22","0.901","0.72","1.85","384","376","8","0.979","0.26","6.99","64","131","34.42","18.79"
"79","Samuel Ersson","PHI","5","287.43333333333","144","133","11","0.924","2.30","2.68","15.34","42","39","3","0.929","0.63","4.46","40","34","6","0.850","1.25","-1.70","53","51","2","0.962","0.42","0.07","15","21","34.45","23.91"
"7","Alex Stalock","CHI","13","684.85","378","349","29","0.923","2.54","6.92","34.32","94","77","17","0.819","1.49","-0.30","113","102","11","0.903","0.96","1.14","151","150","1","0.993","0.09","4.89","28","50","35.92","19.28"
"62","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"36","Juuse Saros","NSH","31","1832.7333333333","1032","951","81","0.922","2.65","17.06","101.19","291","250","41","0.859","1.34","10.69","327","294","33","0.899","1.08","2.14","362","355","7","0.981","0.23","7.13","67","149","33.58","20.70"
"1","Craig Anderson","BUF","15","865.28333333333","495","456","39","0.921","2.70","8.03","44.59","138","117","21","0.848","1.46","3.51","139","127","12","0.914","0.83","2.94","195","189","6","0.969","0.42","1.61","31","59","36.67","21.00"
"14","Darcy Kuemper","WSH","27","1550.4833333333","801","736","65","0.919","2.52","11.11","75.91","207","168","39","0.812","1.51","-2.23","205","191","14","0.932","0.54","8.03","344","332","12","0.965","0.46","1.43","63","111","36.64","21.18"
"28","Matt Murray","TOR","17","1017.5333333333","519","477","42","0.919","2.48","7.31","48.44","147","126","21","0.857","1.24","5.11","137","124","13","0.905","0.77","1.72","210","202","8","0.962","0.47","0.20","50","84","34.83","21.21"
"78","Akira Schmid","N.J","9","456.16666666667","209","192","17","0.919","2.24","2.86","20.8","45","38","7","0.844","0.92","0.99","66","59","7","0.894","0.92","0.09","84","81","3","0.964","0.39","0.28","7","31","38.47","19.41"
"37","Tristan Jarry","PIT","25","1461.9","816","749","67","0.918","2.75","10.53","68.15","219","178","41","0.813","1.68","-2.10","212","197","15","0.929","0.62","7.78","338","327","11","0.967","0.45","2.19","41","100","37.08","20.21"
"77","Kevin Lankinen","NSH","10","575.65","329","302","27","0.918","2.81","4.26","29.75","87","77","10","0.885","1.04","5.45","80","68","12","0.850","1.25","-3.40","139","134","5","0.964","0.52","0.42","23","56","36.22","23.56"
"27","Andrei Vasilevskiy","T.B","29","1738.2833333333","882","809","73","0.917","2.52","10.80","83.44","246","211","35","0.858","1.21","8.70","260","230","30","0.885","1.04","-2.06","338","330","8","0.976","0.28","5.19","49","125","34.07","21.60"
"49","Igor Shesterkin","NYR","32","1941.0166666667","953","874","79","0.917","2.44","11.55","89.71","272","232","40","0.853","1.24","8.32","276","252","24","0.913","0.74","5.66","356","341","15","0.958","0.46","-1.11","101","129","34.02","21.82"
"12","Dustin Tokarski","PIT","2","112.18333333333","59","54","5","0.915","2.67","0.61","5.34","18","15","3","0.833","1.60","0.20","13","11","2","0.846","1.07","-0.60","26","26","0","1.000","0.00","1.01","4","10","33.39","13.20"
"43","Vitek Vanecek","N.J","28","1505.6166666667","688","629","59","0.914","2.35","6.37","68.64","179","145","34","0.810","1.35","-2.20","178","161","17","0.904","0.68","2.13","282","274","8","0.972","0.32","3.01","33","107","36.53","18.85"
"54","Ilya Samsonov","TOR","17","1002.6","453","414","39","0.914","2.33","4.04","42.75","128","113","15","0.883","0.90","7.74","126","109","17","0.865","1.02","-3.46","171","164","7","0.959","0.42","-0.33","31","72","35.78","22.77"
"66","Stuart Skinner","EDM","26","1481.9","851","778","73","0.914","2.96","7.86","83.39","234","197","37","0.842","1.50","4.57","257","228","29","0.887","1.17","-1.38","308","301","7","0.977","0.28","5.02","52","113","34.27","22.04"
"72","Logan Thompson","VGK","29","1717.9833333333","879","803","76","0.914","2.65","7.52","75.24","217","183","34","0.843","1.19","4.55","227","203","24","0.894","0.84","0.39","385","368","17","0.956","0.59","-1.97","64","117","36.32","21.42"
"73","Alexandar Georgiev","COL","30","1790.7833333333","953","871","82","0.914","2.75","8.55","85.21","268","225","43","0.840","1.44","4.61","208","185","23","0.889","0.77","-0.65","419","403","16","0.962","0.54","0.35","53","144","36.21","20.46"
"81","Pyotr Kochetkov","CAR","18","1041.4833333333","465","425","40","0.914","2.30","4.18","46.37","158","138","20","0.873","1.15","8.07","113","99","14","0.876","0.81","-1.86","159","153","6","0.962","0.35","0.21","42","63","34.87","21.35"
"9","Semyon Varlamov","NYI","13","762.38333333333","402","367","35","0.913","2.75","3.20","39.09","117","101","16","0.863","1.26","4.78","106","94","12","0.887","0.94","-0.61","153","146","7","0.954","0.55","-1.03","32","62","35.96","21.46"
"5","Thomas Greiss","STL","13","727.53333333333","445","406","39","0.912","3.22","3.28","39.48","119","96","23","0.807","1.90","-1.86","131","121","10","0.924","0.82","4.08","164","158","6","0.963","0.49","0.40","28","60","36.64","18.54"
"61","Charlie Lindgren","WSH","19","1086.6","534","487","47","0.912","2.60","3.74","49.91","142","113","29","0.796","1.60","-3.78","148","136","12","0.919","0.66","3.90","217","211","6","0.972","0.33","2.47","42","51","35.03","18.94"
"18","Scott Wedgewood","DAL","14","750.73333333333","415","378","37","0.911","2.96","2.43","38.91","122","103","19","0.844","1.52","2.67","109","98","11","0.899","0.88","0.71","162","155","7","0.957","0.56","-0.68","27","60","35.82","19.43"
"76","Pavel Francouz","COL","10","593.35","316","288","28","0.911","2.83","2.02","26.81","85","65","20","0.765","2.02","-4.90","82","77","5","0.939","0.51","3.81","133","130","3","0.977","0.30","2.19","17","36","35.65","17.89"
"52","Dan Vladar","CGY","15","865.11666666667","420","382","38","0.910","2.64","1.91","39.83","116","99","17","0.853","1.18","3.61","137","123","14","0.898","0.97","0.72","141","134","7","0.950","0.49","-1.50","23","51","35.06","24.76"
"23","Anton Forsberg","OTT","21","1085.4166666667","602","547","55","0.909","3.04","2.20","58.84","162","132","30","0.815","1.66","-1.22","174","160","14","0.920","0.77","4.70","226","215","11","0.951","0.61","-2.18","47","105","35.31","21.29"
"75","Lukas Dostal","ANA","7","390.6","254","231","23","0.909","3.53","1.13","25.09","71","56","15","0.789","2.30","-2.39","63","62","1","0.984","0.15","5.77","107","100","7","0.935","1.08","-2.82","13","31","35.04","21.70"
"29","Joonas Korpisalo","CBJ","18","971","568","516","52","0.908","3.21","1.97","53.46","152","127","25","0.836","1.54","2.00","161","142","19","0.882","1.17","-1.70","229","221","8","0.965","0.49","0.94","28","90","34.71","20.63"
