"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"377","Connor McDavid","EDM","C","14","313.9","14","15","10","5","29","90.63","57","24.56","6.82","81","69","58","20","4","2","6","3","3","0","0","7","18","10","17","18","7","88","77","53.33"
"322","Leon Draisaitl","EDM","C","14","308.26666666667","9","17","14","3","26","74.29","47","19.15","5.04","70","60","48","17","2","6","6","3","3","0","0","5","21","21","3","21","13","186","145","56.19"
"188","Nikita Kucherov","T.B","R","13","288.15","6","15","10","5","21","80.77","48","12.50","4.89","85","64","50","14","5","6","10","5","5","0","0","8","18","12","16","17","8","0","0","-"
"338","David Pastrnak","BOS","R","13","255.63333333333","8","12","7","5","20","76.92","67","11.94","6.4","124","91","65","20","5","11","8","4","4","0","0","8","21","9","16","21","3","4","5","44.44"
"71","Erik Karlsson","S.J","D","14","349.25","10","9","3","6","19","70.37","45","22.22","2.37","98","58","38","4","9","9","6","3","3","0","0","3","14","10","6","15","11","0","0","-"
"292","Nathan MacKinnon","COL","C","11","241.9","3","16","9","7","19","73.08","55","5.45","4.62","90","75","50","16","4","5","14","7","7","0","0","6","3","6","14","12","5","103","104","49.76"
"422","Artemi Panarin","NYR","L","14","287.41666666667","5","14","8","6","19","90.48","37","13.51","3.06","73","51","28","4","1","6","10","5","5","0","0","5","16","4","3","8","2","0","0","-"
"541","Jason Robertson","DAL","L","13","217.33333333333","9","10","2","8","19","82.61","50","18.00","5.61","79","65","53","22","2","7","4","2","2","0","0","1","12","9","7","12","0","0","0","-"
"485","Jesper Bratt","N.J","L","13","222.13333333333","5","13","10","3","18","85.71","34","14.71","3.29","64","49","42","13","2","8","2","1","1","0","0","2","8","5","3","11","1","0","0","-"
"397","Roope Hintz","DAL","C","13","210.38333333333","5","12","7","5","17","73.91","25","20.00","4.65","49","42","40","22","2","4","4","2","2","0","0","2","6","3","7","19","11","41","41","50.00"
"433","Troy Terry","ANA","R","13","261.81666666667","5","12","6","6","17","85.00","41","12.20","5.31","86","62","63","26","4","10","8","4","4","0","0","7","6","14","5","22","8","0","0","-"
"445","Matthew Tkachuk","FLA","L","12","261.28333333333","5","12","8","4","17","77.27","63","7.94","9.58","112","81","71","36","5","18","30","11","10","0","1","8","12","3","10","14","3","6","7","46.15"
"534","Elias Pettersson","VAN","C","13","263.91666666667","6","11","3","8","17","62.96","42","14.29","5.04","81","62","43","14","1","4","2","1","1","0","0","4","9","12","13","14","16","59","76","43.70"
"547","Martin Necas","CAR","C","12","232.81666666667","7","10","7","3","17","80.95","37","18.92","3.67","71","55","40","18","2","6","8","4","4","0","0","3","7","9","9","16","2","40","38","51.28"
"147","Zach Hyman","EDM","L","14","272.98333333333","6","10","7","3","16","61.54","51","11.76","7.87","78","64","62","42","3","6","6","3","3","0","0","4","4","14","19","34","5","2","2","50.00"
"189","Ryan Nugent-Hopkins","EDM","C","14","269.78333333333","7","9","4","5","16","55.17","36","19.44","4.54","57","46","45","23","1","5","8","4","4","0","0","2","5","10","11","11","9","45","59","43.27"
"193","Mika Zibanejad","NYR","C","14","298.6","7","9","7","2","16","76.19","61","11.48","8.09","102","92","61","19","1","7","2","1","1","0","0","7","14","7","10","10","4","110","111","49.77"
"262","Dominik Kubalik","DET","L","13","212.43333333333","6","10","8","2","16","88.89","34","17.65","3.74","58","43","33","11","1","1","2","1","1","0","0","3","7","2","17","10","6","11","7","61.11"
"300","Bo Horvat","VAN","C","13","267.41666666667","12","4","2","2","16","66.67","47","25.53","5.67","63","54","48","22","2","2","2","1","1","0","0","3","3","12","9","12","5","189","127","59.81"
"384","Mikko Rantanen","COL","R","11","233.5","7","9","6","3","16","66.67","36","19.44","4.22","59","48","32","12","3","7","8","4","4","0","0","3","3","9","10","16","5","27","30","47.37"
"412","Mitchell Marner","TOR","R","14","309.93333333333","3","13","5","8","16","72.73","28","10.71","3.4","72","48","33","10","3","6","8","4","4","0","0","2","14","16","16","23","4","0","0","-"
"489","Tage Thompson","BUF","R","13","228.5","8","8","4","4","16","80.00","51","15.69","5.18","89","70","52","22","3","7","10","5","5","0","0","2","7","6","1","18","3","63","80","44.06"
"592","Brady Tkachuk","OTT","L","12","217.46666666667","6","10","5","5","16","84.21","45","13.33","5.37","67","58","50","27","1","9","23","10","9","1","0","6","5","4","35","16","1","53","45","54.08"
"606","Rasmus Dahlin","BUF","D","12","312.45","7","9","4","5","16","59.26","47","14.89","4.15","73","57","31","10","2","3","18","9","9","0","0","3","9","9","18","21","25","0","0","-"
"93","John Tavares","TOR","C","14","244.1","8","7","5","2","15","83.33","51","15.69","8.09","83","72","63","40","2","12","6","3","3","0","0","2","10","12","18","26","7","131","100","56.71"
"138","Brock Nelson","NYI","C","14","256.6","6","9","6","3","15","65.22","43","13.95","3.79","72","53","40","9","1","4","6","3","3","0","0","3","10","10","8","11","7","92","112","45.10"
"330","Dylan Larkin","DET","C","13","270.9","6","9","1","8","15","62.50","39","15.38","5.08","65","53","37","15","2","3","6","3","3","0","0","8","7","12","9","19","8","124","115","51.88"
"348","Brayden Point","T.B","C","13","276.73333333333","6","9","3","6","15","62.50","37","16.22","5.26","61","50","53","32","2","5","2","1","1","0","0","0","5","12","8","25","6","76","92","45.24"
"378","Jack Eichel","VGK","C","14","255.91666666667","6","9","5","4","15","71.43","49","12.24","4.22","77","60","38","12","1","5","0","0","0","0","0","5","12","3","11","15","8","73","96","43.20"
"387","Sebastian Aho","CAR","C","12","234.76666666667","7","8","8","0","15","71.43","29","24.14","5.47","58","48","44","21","1","2","10","5","5","0","0","6","9","7","11","12","3","108","82","56.84"
"395","Mathew Barzal","NYI","C","14","258.56666666667","0","15","10","5","15","75.00","38","0.00","4.31","61","52","45","19","2","9","6","3","3","0","0","0","12","13","8","11","5","29","60","32.58"
"535","Gabriel Vilardi","L.A","C, R","15","249.06666666667","10","5","4","1","15","88.24","40","25.00","6.76","67","57","58","34","4","9","2","1","1","0","0","10","8","7","7","26","6","13","17","43.33"
"537","Nick Suzuki","MTL","C","13","261.65","8","7","4","3","15","68.18","31","25.81","2.68","43","37","30","10","1","7","4","2","2","0","0","6","8","7","7","14","10","79","85","48.17"
"17","Sidney Crosby","PIT","C","12","242.83333333333","6","8","4","4","14","73.68","38","15.79","4.52","62","48","40","16","2","8","8","4","4","0","0","2","11","11","18","13","5","114","122","48.31"
