"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"519","Jason Robertson","DAL","L","8","151.46666666667","9","6","6","0","15","75.00","41","21.95","4.8","68","53","40","20","0","7","2","1","1","0","0","1","7","6","5","8","1","0","0","-"
"17","Sidney Crosby","PIT","C","8","154.73333333333","5","8","6","2","13","100.00","16","31.25","2.31","44","26","29","13","2","6","4","2","2","0","0","2","4","7","5","14","3","102","78","56.67"
"42","Jamie Benn","DAL","L","8","130.55","6","7","3","4","13","72.22","19","31.58","1.92","29","24","19","10","3","3","10","2","0","2","0","3","2","7","11","5","5","57","32","64.04"
"8","Joe Pavelski","DAL","C","8","143.85","3","8","3","5","11","64.71","20","15.00","3.56","36","32","28","20","2","5","0","0","0","0","0","4","4","2","4","9","9","47","37","55.95"
"257","Pavel Buchnevich","STL","L","8","144.71666666667","5","6","3","3","11","78.57","17","29.41","2.7","32","26","23","15","1","2","4","2","2","0","0","1","3","2","5","9","3","1","5","16.67"
"461","Jordan Kyrou","STL","C","8","134.25","3","8","5","3","11","78.57","27","11.11","2.59","43","31","35","12","0","3","2","1","1","0","0","1","8","11","1","15","4","0","0","-"
"49","Logan Couture","S.J","C","8","148.8","6","4","1","3","10","71.43","21","28.57","2.89","37","29","25","14","3","5","5","1","0","1","0","1","4","5","17","7","8","56","78","41.79"
"63","Steven Stamkos","T.B","C","7","125.61666666667","3","7","4","3","10","58.82","20","15.00","2.75","41","31","27","6","3","5","4","2","2","0","0","3","9","3","5","5","3","44","35","55.70"
"87","John Tavares","TOR","C","8","136.71666666667","4","6","2","4","10","76.92","21","19.05","2.47","33","27","18","13","0","2","8","4","4","0","0","0","8","7","14","8","3","78","58","57.35"
"177","Nikita Kucherov","T.B","R","7","145.86666666667","4","6","3","3","10","100.00","29","13.79","4.77","62","46","41","15","8","8","6","3","3","0","0","6","12","4","6","16","0","0","0","-"
"320","Alex Tuch","BUF","R","7","135.58333333333","3","7","3","4","10","76.92","16","18.75","1.46","28","22","14","5","0","1","2","1","1","0","0","0","3","2","5","4","3","3","3","50.00"
"325","David Pastrnak","BOS","R","7","139.51666666667","5","5","4","1","10","71.43","31","16.13","3.07","60","44","25","8","1","4","8","3","3","0","0","3","10","4","4","15","1","1","1","50.00"
