"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"358","Connor McDavid","EDM","C","8","172.23333333333","7","10","5","5","17","94.44","35","20.00","3.5","54","44","40","13","2","1","2","1","1","0","0","5","10","7","9","13","5","57","53","51.82"
"467","Tage Thompson","BUF","R","8","139.56666666667","10","6","3","3","16","106.67","41","24.39","4.73","72","56","40","21","1","8","2","1","1","0","0","1","2","2","0","10","2","38","49","43.68"
"365","Mikko Rantanen","COL","R","5","104.45","7","7","5","2","14","82.35","18","38.89","2.85","21","19","11","8","2","3","6","3","3","0","0","1","2","5","6","4","3","19","11","63.33"
"280","Nathan MacKinnon","COL","C","5","106.95","1","12","7","5","13","81.25","25","4.00","1.81","41","35","14","5","3","1","6","3","3","0","0","3","1","3","2","5","3","44","50","46.81"
"308","Leon Draisaitl","EDM","C","8","173.98333333333","5","8","7","1","13","72.22","29","17.24","3.05","39","36","28","15","0","6","4","2","2","0","0","1","5","5","5","8","10","105","75","58.33"
"517","Jason Robertson","DAL","L","6","106.56666666667","6","7","3","4","13","81.25","32","18.75","3.08","48","39","28","12","2","6","2","1","1","0","0","0","4","4","4","5","0","0","0","-"
"68","Erik Karlsson","S.J","D","6","162.4","6","6","3","3","12","70.59","29","20.69","1.45","53","36","23","3","7","5","2","1","1","0","0","1","6","6","4","8","4","0","0","-"
"513","Nick Suzuki","MTL","C","7","145.48333333333","7","5","3","2","12","80.00","15","46.67","1.77","22","20","17","7","1","3","2","1","1","0","0","3","4","3","0","8","4","45","63","41.67"
"359","Jack Eichel","VGK","C","7","135.36666666667","6","5","4","1","11","78.57","30","20.00","2.54","46","32","23","6","1","2","0","0","0","0","0","2","8","6","9","9","4","24","40","37.50"
"391","Mitchell Marner","TOR","R","8","172.56666666667","1","10","4","6","11","100.00","19","5.26","1.55","33","29","13","5","0","3","2","1","1","0","0","1","8","8","8","10","6","0","0","-"
