"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.67","0.67","2","2","0","1.000","0.00","0.36","2","2","0","1.000","0.00","0.22","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.95","2.92","9","8","1","0.889","1.00","0.60","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"32","Linus Ullmark","BOS","28","1627.1","814","762","52","0.936","1.92","25.50","71.89","214","185","29","0.864","1.07","9.05","205","195","10","0.951","0.37","12.06","335","322","13","0.961","0.48","0.20","74","138","37.71","22.06"
"46","Ilya Sorokin","NYI","33","1869.5","957","887","70","0.927","2.25","21.11","97.67","292","248","44","0.849","1.41","7.92","237","221","16","0.932","0.51","9.51","382","372","10","0.974","0.32","5.05","60","190","34.46","20.84"
"31","Connor Hellebuyck","WPG","32","1918.2166666667","1027","950","77","0.925","2.41","20.78","97.28","273","230","43","0.842","1.34","5.54","285","266","19","0.933","0.59","11.67","409","394","15","0.963","0.47","1.11","60","148","36.29","21.25"
"64","Filip Gustavsson","MIN","17","995.31666666667","479","443","36","0.925","2.17","9.60","42.54","112","94","18","0.839","1.09","1.91","142","130","12","0.915","0.72","3.28","198","192","6","0.970","0.36","1.80","43","69","36.30","21.39"
"67","Jake Oettinger","DAL","32","1843.0166666667","917","847","70","0.924","2.28","17.30","89.14","266","226","40","0.850","1.30","7.29","222","200","22","0.901","0.72","1.89","384","376","8","0.979","0.26","7.13","64","131","34.42","18.79"
"79","Samuel Ersson","PHI","5","287.43333333333","144","133","11","0.924","2.30","2.71","15.34","42","39","3","0.929","0.63","4.47","40","34","6","0.850","1.25","-1.70","53","51","2","0.962","0.42","0.09","15","21","34.45","23.91"
"62","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"1","Craig Anderson","BUF","15","865.28333333333","495","456","39","0.921","2.70","8.13","44.59","138","117","21","0.848","1.46","3.54","139","127","12","0.914","0.83","2.96","195","189","6","0.969","0.42","1.68","31","59","36.67","21.00"
"36","Juuse Saros","NSH","32","1890.2666666667","1065","979","86","0.919","2.73","15.40","104.46","300","257","43","0.857","1.36","10.34","344","308","36","0.895","1.14","1.02","368","361","7","0.981","0.22","7.50","68","151","33.45","20.66"
"76","Pavel Francouz","COL","11","653.35","345","317","28","0.919","2.57","4.85","29.42","93","73","20","0.785","1.84","-3.47","91","86","5","0.945","0.46","4.79","145","142","3","0.979","0.28","2.71","19","40","35.43","17.89"
"78","Akira Schmid","N.J","9","456.16666666667","209","192","17","0.919","2.24","2.90","20.8","45","38","7","0.844","0.92","1.00","66","59","7","0.894","0.92","0.10","84","81","3","0.964","0.39","0.31","7","31","38.47","19.41"
"7","Alex Stalock","CHI","14","732.68333333333","403","370","33","0.918","2.70","5.37","36.34","98","79","19","0.806","1.56","-1.58","119","108","11","0.908","0.90","1.81","164","161","3","0.982","0.25","3.46","29","53","36.18","20.39"
"14","Darcy Kuemper","WSH","28","1608.7833333333","826","758","68","0.918","2.54","10.64","78.22","213","172","41","0.808","1.53","-3.13","213","198","15","0.930","0.56","7.92","355","343","12","0.966","0.45","1.99","63","115","36.49","20.91"
"37","Tristan Jarry","PIT","25","1461.9","816","749","67","0.918","2.75","10.69","68.15","219","178","41","0.813","1.68","-2.06","212","197","15","0.929","0.62","7.82","338","327","11","0.967","0.45","2.32","41","100","37.08","20.21"
