"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"251","Pavel Buchnevich","STL","L","7","138.26666666667","3","10","6","4","13","92.86","19","15.79","2.36","29","26","23","8","2","3","0","0","0","0","0","1","9","6","7","2","4","18","21","46.15"
"437","Clayton Keller","ARI","R","8","160.05","5","8","5","3","13","81.25","24","20.83","1.94","38","29","24","6","0","2","2","1","1","0","0","1","7","8","1","8","8","2","2","50.00"
"361","Connor McDavid","EDM","C","6","131","5","7","4","3","12","92.31","20","25.00","3.19","36","29","25","10","0","2","6","3","3","0","0","7","4","3","9","8","2","45","39","53.57"
"363","Vince Dunn","SEA","D","8","184","1","11","6","5","12","70.59","13","7.69","0.89","36","24","10","1","0","5","10","5","5","0","0","3","6","4","9","9","4","0","0","-"
"511","Jason Robertson","DAL","L","7","121.91666666667","4","8","7","1","12","70.59","31","12.90","4","44","40","28","11","0","6","2","1","1","0","0","1","4","7","5","11","2","0","0","-"
"515","Miro Heiskanen","DAL","D","7","172.53333333333","3","9","5","4","12","63.16","20","15.00","0.76","41","24","12","0","1","3","4","2","2","0","0","1","5","3","6","9","6","0","0","-"
"390","Mitchell Marner","TOR","R","6","137.66666666667","4","7","4","3","11","84.62","21","19.05","1.4","33","23","16","3","1","1","4","2","2","0","0","5","3","10","1","5","5","0","0","-"
"643","Tim Stützle","OTT","L","7","147.31666666667","5","6","1","5","11","84.62","23","21.74","3.41","41","33","24","10","2","2","2","1","1","0","0","4","4","9","10","21","3","19","14","57.58"
"8","Joe Pavelski","DAL","C","7","113.01666666667","4","6","3","3","10","62.50","20","20.00","3.24","35","28","28","17","0","11","0","0","0","0","0","2","8","2","7","5","3","32","27","54.24"
"39","Jamie Benn","DAL","L","7","107.33333333333","4","6","3","3","10","62.50","13","30.77","1.69","28","21","17","7","1","3","4","2","2","0","0","2","5","8","8","7","2","43","29","59.72"
"171","Nikita Kucherov","T.B","R","8","156.81666666667","3","7","6","1","10","76.92","34","8.82","3.21","61","47","38","14","11","9","2","1","1","0","0","4","9","5","4","9","2","0","0","-"
"275","Nathan MacKinnon","COL","C","7","139.26666666667","7","3","1","2","10","62.50","36","19.44","2.69","57","45","27","7","1","3","2","1","1","0","0","5","5","3","4","8","3","37","48","43.53"
"283","Valeri Nichushkin","COL","R","6","103.2","3","7","2","5","10","83.33","17","17.65","1.44","26","22","16","7","0","3","2","1","1","0","0","0","4","5","7","8","0","0","2","0.00"
"320","Jared McCann","SEA","L","8","147.15","7","3","3","0","10","62.50","31","22.58","2.55","52","39","28","11","2","5","0","0","0","0","0","2","4","8","4","7","5","2","4","33.33"
"332","Brayden Point","T.B","C","8","153.51666666667","7","3","1","2","10","76.92","24","29.17","4.45","43","32","40","19","2","2","0","0","0","0","0","1","6","2","3","7","4","46","27","63.01"
"378","Roope Hintz","DAL","C","7","116.5","7","3","2","1","10","55.56","21","33.33","3.48","36","29","23","15","1","0","10","5","5","0","0","2","4","3","3","6","4","17","19","47.22"
"520","Cale Makar","COL","D","6","144.76666666667","2","8","6","2","10","58.82","15","13.33","1","39","24","14","2","0","3","2","1","1","0","0","3","6","6","1","2","11","0","0","-"
"572","Barrett Hayton","ARI","C","8","150.68333333333","5","5","3","2","10","66.67","23","21.74","3.33","36","29","27","13","0","3","8","4","4","0","0","4","4","1","4","12","2","72","74","49.32"
"640","Dawson Mercer","N.J","C","7","134.56666666667","3","7","3","4","10","90.91","23","13.04","3.86","34","27","26","15","2","7","0","0","0","0","0","0","3","1","5","7","4","0","0","-"
"17","Sidney Crosby","PIT","C","7","143.21666666667","3","6","3","3","9","75.00","32","9.38","3.34","48","41","28","16","3","5","0","0","0","0","0","2","5","7","7","13","5","91","73","55.49"
"270","Artturi Lehkonen","COL","L","7","117.33333333333","3","6","2","4","9","69.23","16","18.75","1.4","23","20","14","10","1","1","4","2","2","0","0","0","4","2","16","17","5","1","1","50.00"
"304","Leon Draisaitl","EDM","C","6","128.41666666667","6","3","1","2","9","69.23","18","33.33","2.44","29","25","19","8","2","4","0","0","0","0","0","0","8","9","6","8","4","49","51","49.00"
"425","Matthew Tkachuk","FLA","L","6","127.53333333333","2","7","5","2","9","81.82","32","6.25","5.13","48","42","31","20","1","7","12","2","1","0","1","0","3","4","5","6","5","0","0","-"
"454","Jordan Kyrou","STL","C","7","125.35","5","4","2","2","9","81.82","31","16.13","3.31","52","44","31","6","0","2","2","1","1","0","0","0","3","4","0","8","3","0","0","-"
"509","Robert Thomas","STL","C","7","129.25","3","6","6","0","9","81.82","10","30.00","1.23","14","12","9","7","3","0","4","2","2","0","0","1","3","3","1","6","2","63","63","50.00"
"11","Evgeni Malkin","PIT","C","7","133.3","0","8","5","3","8","80.00","17","0.00","1.32","29","21","17","5","0","3","8","4","4","0","0","3","7","4","7","12","3","27","30","47.37"
"19","Anze Kopitar","L.A","C","6","126.05","5","3","2","1","8","66.67","16","31.25","1.94","25","23","17","9","5","1","0","0","0","0","0","2","2","3","3","8","6","64","48","57.14"
"33","Claude Giroux","OTT","R","7","129.41666666667","4","4","2","2","8","72.73","17","23.53","1.93","32","23","19","5","1","2","6","3","3","0","0","2","4","7","8","1","0","64","51","55.65"
"38","Alex Killorn","T.B","L","8","143.01666666667","5","3","2","1","8","66.67","23","21.74","3.42","34","29","28","19","2","3","6","3","3","0","0","3","5","2","7","11","4","0","0","-"
"99","Dmitry Orlov","BOS","D","6","124.95","3","5","2","3","8","66.67","10","30.00","0.5","16","11","9","2","0","1","2","1","1","0","0","0","3","3","13","8","7","0","0","-"
"120","Jason Zucker","PIT","L","7","112.38333333333","8","0","0","0","8","100.00","24","33.33","2.86","32","29","22","16","2","2","2","1","1","0","0","3","2","4","12","12","0","0","1","0.00"
"136","Jeff Skinner","BUF","L","8","143.13333333333","4","4","3","1","8","72.73","22","18.18","3.06","38","31","23","14","1","4","2","1","1","0","0","4","5","8","1","8","1","19","20","48.72"
"172","Ryan Nugent-Hopkins","EDM","C","6","112.4","2","6","4","2","8","57.14","16","12.50","1.93","21","19","15","6","3","3","5","1","0","1","0","3","5","3","2","1","1","14","23","37.84"
"177","Mark Scheifele","WPG","C","7","149.08333333333","4","4","3","1","8","66.67","16","25.00","2.24","22","19","18","10","1","0","4","2","2","0","0","3","6","10","9","11","3","65","69","48.51"
"285","Josh Morrissey","WPG","D","6","149.48333333333","4","4","3","1","8","72.73","20","20.00","1.49","35","27","14","3","1","3","4","2","2","0","0","1","3","6","5","10","12","0","0","-"
"321","David Pastrnak","BOS","R","6","116.9","4","4","2","2","8","100.00","24","16.67","3.55","56","39","28","4","0","3","0","0","0","0","0","2","8","2","10","6","3","0","1","0.00"
"427","Auston Matthews","TOR","C","6","127.43333333333","3","5","3","2","8","66.67","31","9.68","2.29","50","36","32","11","0","2","2","1","1","0","0","1","4","4","4","3","7","51","45","53.13"
"461","Mikhail Sergachev","T.B","D","8","198.16666666667","0","8","2","6","8","61.54","18","0.00","0.83","42","25","12","1","2","7","4","2","2","0","0","2","2","4","14","13","12","0","0","-"
"464","Tage Thompson","BUF","C","8","145.53333333333","2","6","4","2","8","72.73","23","8.70","2.59","50","34","21","9","1","4","2","1","1","0","0","3","7","5","9","12","2","31","42","42.47"
"516","Martin Necas","CAR","C","7","122.26666666667","2","6","4","2","8","88.89","21","9.52","1.48","33","27","18","2","0","1","2","1","1","0","0","2","9","1","2","5","4","16","12","57.14"
"578","Rasmus Sandin","WSH","D","4","100.18333333333","1","7","5","2","8","80.00","4","25.00","0.26","12","6","4","1","0","1","2","1","1","0","0","2","2","1","8","9","4","0","0","-"
"5","Brent Burns","CAR","D","7","159.96666666667","0","7","6","1","7","87.50","18","0.00","0.64","46","29","12","0","3","6","2","1","1","0","0","1","6","3","2","3","5","0","0","-"
"52","Evgenii Dadonov","DAL","R","7","101.38333333333","2","5","3","2","7","63.64","11","18.18","1.25","16","12","9","6","2","1","0","0","0","0","0","1","2","0","6","6","4","0","0","-"
