"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"432","Connor McDavid","EDM","C","64","1456.7333333333","52","70","47","23","122","82.99","285","18.25","34.61","423","356","298","133","13","30","26","13","13","0","0","36","65","62","69","95","34","405","375","51.92"
"362","Leon Draisaitl","EDM","C","62","1367.5666666667","41","55","46","9","96","68.57","189","21.69","24.49","320","261","195","79","4","30","22","11","11","0","0","19","74","59","43","112","34","599","516","53.72"
"204","Nikita Kucherov","T.B","R","63","1277.9666666667","23","65","38","27","88","79.28","211","10.90","23.96","426","314","259","91","51","38","32","16","16","0","0","32","79","43","47","85","24","1","0","100.00"
"379","David Pastrnak","BOS","R","62","1224.8666666667","44","40","23","17","84","77.06","292","15.07","29.7","541","392","269","81","18","43","32","15","15","0","0","25","89","42","69","102","26","6","9","40.00"
"565","Tage Thompson","BUF","C, R","61","1145.6","42","40","23","17","82","73.87","235","17.87","23.85","427","321","243","97","14","29","24","12","12","0","0","18","29","36","32","65","22","304","399","43.24"
"511","Matthew Tkachuk","FLA","L","61","1251.2","28","53","28","25","81","70.43","242","11.57","34.83","413","322","282","158","13","53","90","30","25","2","3","33","53","29","42","50","25","11","14","44.00"
"75","Erik Karlsson","S.J","D","63","1611.7833333333","19","61","34","27","80","66.67","161","11.80","10.22","392","224","158","25","45","34","14","7","7","0","0","13","79","62","27","80","67","0","1","0.00"
"632","Jason Robertson","DAL","L","63","1193.1666666667","37","42","27","15","79","75.96","248","14.92","25.99","447","328","246","86","6","45","16","8","8","0","0","6","48","47","39","64","12","0","1","0.00"
"205","Ryan Nugent-Hopkins","EDM","C","64","1277.9833333333","30","48","20","28","78","59.54","153","19.61","21.11","249","200","177","78","6","18","33","14","13","1","0","9","19","43","38","56","24","281","344","44.96"
"625","Elias Pettersson","VAN","C","60","1217.15","29","49","32","17","78","71.56","201","14.43","23.29","385","291","214","79","7","28","10","5","5","0","0","24","37","42","50","67","76","328","424","43.62"
"471","Mitchell Marner","TOR","R","63","1327.7666666667","22","55","30","25","77","75.49","153","14.38","14.82","321","209","157","44","8","27","22","11","11","0","0","11","67","83","48","91","35","0","4","0.00"
"788","Jack Hughes","N.J","C","58","1160.8666666667","36","40","24","16","76","76.77","260","13.85","28.82","417","318","255","91","35","30","4","2","2","0","0","20","61","48","11","84","17","105","191","35.47"
"329","Nathan MacKinnon","COL","C","50","1127.0666666667","25","49","31","18","74","76.29","261","9.58","22.13","438","334","232","65","12","26","24","12","12","0","0","21","31","34","33","54","29","408","480","45.95"
