"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"407","Connor McDavid","EDM","C","31","708.91666666667","27","33","18","15","60","84.51","123","21.95","15.06","183","158","127","49","6","9","16","8","8","0","0","14","39","27","28","41","14","188","177","51.51"
"344","Leon Draisaitl","EDM","C","31","693.11666666667","21","31","27","4","52","67.53","98","21.43","11.39","164","137","105","37","2","16","16","8","8","0","0","14","46","28","15","46","21","310","267","53.73"
"529","Tage Thompson","BUF","C, R","30","566.6","24","22","12","10","46","76.67","137","17.52","14.01","232","181","138","60","7","18","18","9","9","0","0","9","14","16","15","32","9","152","208","42.22"
"194","Nikita Kucherov","T.B","R","29","617.33333333333","11","34","21","13","45","86.54","104","10.58","11.83","200","149","116","36","17","18","20","10","10","0","0","19","46","24","27","43","11","0","0","-"
"590","Jason Robertson","DAL","L","31","559.38333333333","23","20","10","10","43","72.88","126","18.25","13.56","214","162","125","54","3","21","8","4","4","0","0","3","25","26","14","29","4","0","0","-"
"17","Sidney Crosby","PIT","C","30","596.5","17","23","13","10","40","78.43","90","18.89","11.66","164","123","106","46","8","17","16","8","8","0","0","5","20","26","34","36","14","340","305","52.71"
"360","David Pastrnak","BOS","R","29","582.33333333333","19","21","14","7","40","78.43","148","12.84","14.06","271","198","130","42","8","20","16","7","7","0","0","13","44","20","32","53","6","5","6","45.45"
"464","Kirill Kaprizov","MIN","L","30","626.05","18","21","16","5","39","79.59","124","14.52","14.54","227","168","139","50","5","19","17","7","6","1","0","16","15","19","25","49","13","0","2","0.00"
"478","Matthew Tkachuk","FLA","L","28","578.26666666667","14","25","13","12","39","72.22","107","13.08","15.49","191","146","123","66","9","23","45","17","15","1","1","17","25","15","19","30","9","7","11","38.89"
"72","Erik Karlsson","S.J","D","31","776.51666666667","12","26","16","10","38","63.33","92","13.04","5.66","214","125","94","13","22","15","8","4","4","0","0","7","45","24","12","43","32","0","0","-"
"414","Mikko Rantanen","COL","R","28","627.45","20","17","13","4","37","66.07","89","22.47","10.45","150","122","80","32","5","13","20","10","10","0","0","11","11","19","35","32","14","86","116","42.57"
"442","Mitchell Marner","TOR","R","31","664.66666666667","12","25","12","13","37","75.51","79","15.19","8.89","164","111","85","25","5","11","12","6","6","0","0","6","40","35","26","44","22","0","2","0.00"
"10","Alex Ovechkin","WSH","L","32","656.1","20","15","7","8","35","74.47","139","14.39","18.1","283","204","126","42","3","27","16","7","7","0","0","5","17","16","86","18","12","2","3","40.00"
"195","Ryan Nugent-Hopkins","EDM","C","31","608.88333333333","14","21","11","10","35","57.38","76","18.42","11.25","124","101","86","43","3","10","20","9","9","0","0","4","10","16","20","19","13","124","150","45.26"
"427","Roope Hintz","DAL","C","30","518.25","13","22","14","8","35","64.81","69","18.84","10.25","125","98","93","45","4","8","10","5","5","0","0","6","18","9","22","37","23","104","98","51.49"
"454","Artemi Panarin","NYR","L","31","629.41666666667","6","29","17","12","35","81.40","75","8.00","7.27","160","115","74","13","2","15","12","6","6","0","0","6","27","9","8","16","4","0","2","0.00"
"481","Auston Matthews","TOR","C","31","628.56666666667","15","20","14","6","35","61.40","139","10.79","16.71","244","199","170","67","4","23","10","5","5","0","0","14","33","32","48","49","35","218","212","50.70"
"667","Rasmus Dahlin","BUF","D","29","753.38333333333","10","25","14","11","35","50.72","91","10.99","6.98","148","107","61","14","2","5","38","19","19","0","0","5","23","19","43","47","49","0","0","-"
"727","Jack Hughes","N.J","C","30","581.31666666667","16","19","10","9","35","72.92","123","13.01","13.39","197","152","123","41","16","13","2","1","1","0","0","11","27","18","4","41","7","44","93","32.12"
"66","Steven Stamkos","T.B","C","29","567.53333333333","16","18","13","5","34","62.96","100","16.00","13.5","183","140","118","44","19","23","16","8","8","0","0","5","24","12","30","30","25","180","166","52.02"
"130","Mats Zuccarello","MIN","R","30","610.9","13","21","13","8","34","75.56","87","14.94","7.97","147","112","79","30","3","13","14","7","7","0","0","9","15","15","18","24","19","7","10","41.18"
"151","Zach Hyman","EDM","L","30","616.93333333333","14","20","11","9","34","56.67","115","12.17","18.37","167","145","145","92","3","16","10","5","5","0","0","12","8","17","35","62","9","3","2","60.00"
"313","Nathan MacKinnon","COL","C","23","503.5","8","26","15","11","34","69.39","120","6.67","10.95","195","158","109","37","8","11","20","10","10","0","0","16","10","15","20","24","14","196","223","46.78"
"350","Kevin Fiala","L.A","L","33","574.23333333333","9","25","16","9","34","79.07","87","10.34","9.69","148","110","89","37","10","10","22","11","11","0","0","10","17","13","23","51","13","7","5","58.33"
"583","Elias Pettersson","VAN","C","29","575.8","13","21","11","10","34","64.15","93","13.98","10.13","182","134","97","30","3","11","4","2","2","0","0","10","19","25","23","30","31","145","188","43.54"
"199","Mika Zibanejad","NYR","C","31","646.31666666667","15","18","14","4","33","67.35","124","12.10","14.54","198","169","109","39","7","13","8","4","4","0","0","12","23","21","26","24","9","232","276","45.67"
"324","Josh Morrissey","WPG","D","29","679.6","5","28","16","12","33","57.89","46","10.87","3.6","113","77","35","8","2","6","21","9","8","1","0","10","28","12","30","27","43","0","0","-"
