"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","62","3018.1333","18","32","12","17","48","0.387","2834","2884","49.56","2081","2109","49.67","1474","1507","49.45","133","154","46.34","145.37","128.97","52.99","1616","1487","52.08","914","839","52.14","114","141","44.71","12.47","83.19","727","567","56.18","480","387","55.36","74","73","50.34","15.42","81.14","889","920","49.14","434","452","48.98","40","68","37.04","9.22","84.96","1025","1188","46.32","501","587","46.05","19","13","59.38","3.79","97.79","9.02","89.78","0.988"
"2","Nashville Predators","59","2794.6833","30","23","6","27","66","0.559","2706","2824","48.93","1970","2085","48.58","1384","1492","48.12","113","107","51.36","129.04","132.35","49.37","1393","1462","48.79","764","837","47.72","93","94","49.73","12.17","88.77","577","594","49.27","391","413","48.63","65","58","52.85","16.62","85.96","816","868","48.46","373","424","46.80","28","36","43.75","7.51","91.51","1120","1145","49.45","558","569","49.51","20","13","60.61","3.58","97.72","8.16","92.83","1.010"
"3","Tampa Bay Lightning","61","2899.9","37","19","5","35","79","0.648","2818","2678","51.27","2123","2004","51.44","1489","1484","50.08","136","118","53.54","141.91","127.78","52.62","1619","1389","53.82","913","814","52.87","115","99","53.74","12.60","87.84","723","569","55.96","479","422","53.16","87","58","60.00","18.16","86.26","896","820","52.21","434","392","52.54","28","41","40.58","6.45","89.54","1047","1117","48.38","524","610","46.21","20","19","51.28","3.82","96.89","9.13","92.05","1.012"
"4","New York Rangers","62","3015.2667","35","18","9","32","79","0.637","2813","2706","50.97","2086","1990","51.18","1491","1428","51.08","131","119","52.40","129.04","128.92","50.02","1426","1422","50.07","769","797","49.11","108","95","53.20","14.04","88.08","583","608","48.95","392","415","48.57","70","64","52.24","17.86","84.58","843","814","50.88","377","382","49.67","38","31","55.07","10.08","91.88","1181","1069","52.49","660","563","53.97","23","24","48.94","3.48","95.74","8.79","91.67","1.005"
"5","Vegas Golden Knights","62","3112.3833","37","19","6","33","80","0.645","2976","3069","49.23","2176","2157","50.22","1586","1526","50.96","135","123","52.33","137.79","125.92","52.25","1473","1484","49.81","871","797","52.22","119","103","53.60","13.66","87.08","641","544","54.09","461","375","55.14","73","61","54.48","15.84","83.73","832","940","46.95","410","422","49.28","46","42","52.27","11.22","90.05","1222","1333","47.83","622","651","48.86","16","19","45.71","2.57","97.08","8.51","91.94","1.005"
"6","Los Angeles Kings","63","3003.1667","35","20","8","29","78","0.619","2922","2724","51.75","2185","1922","53.20","1569","1327","54.18","130","134","49.24","133.21","122.12","52.17","1518","1388","52.24","880","747","54.09","115","110","51.11","13.07","85.27","637","564","53.04","445","376","54.20","69","72","48.94","15.51","80.85","881","824","51.67","435","371","53.97","46","38","54.76","10.57","89.76","1200","1092","52.36","632","500","55.83","15","24","38.46","2.37","95.20","8.29","89.90","0.982"
"7","Boston Bruins","61","2882.1333","48","8","5","46","101","0.828","2717","2657","50.56","2054","1934","51.50","1523","1397","52.16","149","85","63.68","131.27","115.46","53.20","1480","1342","52.45","884","735","54.60","129","72","64.18","14.59","90.20","617","530","53.79","453","376","54.64","83","41","66.94","18.32","89.10","863","812","51.52","431","359","54.56","46","31","59.74","10.67","91.36","1099","1111","49.73","575","567","50.35","20","13","60.61","3.48","97.71","9.78","93.92","1.037"
"8","Washington Capitals","63","3056.7333","30","27","6","29","66","0.524","3011","2894","50.99","2197","2128","50.80","1568","1493","51.23","126","132","48.84","138.61","131.75","51.27","1489","1436","50.91","853","805","51.45","114","108","51.35","13.36","86.58","622","582","51.66","434","391","52.61","73","70","51.05","16.82","82.10","867","854","50.38","419","414","50.30","41","38","51.90","9.79","90.82","1244","1219","50.51","604","608","49.83","12","24","33.33","1.99","96.05","8.04","91.16","0.992"
"9","Columbus Blue Jackets","62","3031.45","20","36","6","19","46","0.371","2724","3251","45.59","1997","2396","45.46","1408","1725","44.94","109","154","41.44","119.29","144.61","45.20","1290","1571","45.09","748","887","45.75","88","130","40.37","11.76","85.34","493","634","43.74","341","437","43.83","49","79","38.28","14.37","81.92","797","937","45.96","407","450","47.49","39","51","43.33","9.58","88.67","1185","1431","45.30","587","761","43.55","21","24","46.67","3.58","96.85","7.74","91.07","0.988"
"10","Carolina Hurricanes","60","2857.1333","40","12","8","37","88","0.733","3211","2130","60.12","2411","1629","59.68","1632","1174","58.16","133","95","58.33","153.88","100.55","60.48","1588","1036","60.52","887","628","58.55","117","81","59.09","13.19","87.10","722","492","59.47","495","341","59.21","79","51","60.77","15.96","85.04","866","544","61.42","392","287","57.73","38","30","55.88","9.69","89.55","1360","857","61.34","691","445","60.83","16","14","53.33","2.32","96.85","8.15","91.91","1.001"
