"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.94","2.92","9","8","1","0.889","1.00","0.60","9","9","0","1.000","0.00","0.96","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"72","Akira Schmid","N.J","4","193.71666666667","85","81","4","0.953","1.24","4.06","7.99","18","15","3","0.833","0.93","0.21","26","26","0","1.000","0.00","2.78","37","36","1","0.973","0.31","0.46","1","10","35.56","13.50"
"24","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.94","2.94","12","10","2","0.833","2.00","0.14","6","6","0","1.000","0.00","0.64","13","13","0","1.000","0.00","0.51","3","5","28.45","12.50"
"31","Linus Ullmark","BOS","16","902.15","461","431","30","0.935","2.00","13.71","38.87","119","102","17","0.857","1.13","4.20","113","106","7","0.938","0.47","5.07","188","182","6","0.968","0.40","1.43","23","63","38.88","21.27"
"32","Aaron Dell","S.J","1","57.95","31","29","2","0.935","2.07","0.94","3.18","15","13","2","0.867","2.07","0.67","3","3","0","1.000","0.00","0.32","12","12","0","1.000","0.00","0.47","2","8","32.26","16.00"
"43","Ilya Sorokin","NYI","17","964.03333333333","525","490","35","0.933","2.18","14.78","54.87","167","144","23","0.862","1.43","6.75","138","130","8","0.942","0.50","6.74","198","194","4","0.980","0.25","3.83","31","106","33.18","20.29"
"30","Connor Hellebuyck","WPG","17","1022.9333333333","563","524","39","0.931","2.29","14.38","54.63","161","137","24","0.851","1.41","4.68","150","144","6","0.960","0.35","10.03","223","214","9","0.960","0.53","-0.19","26","90","35.56","21.82"
"27","Matt Murray","TOR","7","418.86666666667","234","217","17","0.927","2.44","5.19","21.23","62","52","10","0.839","1.43","1.05","76","69","7","0.908","1.00","1.12","87","87","0","1.000","0.00","3.44","27","47","33.35","16.47"
"69","Alexandar Georgiev","COL","14","845.68333333333","474","439","35","0.926","2.48","9.94","41.88","134","117","17","0.873","1.21","6.87","108","99","9","0.917","0.64","2.54","205","196","9","0.956","0.64","-0.90","24","75","34.99","20.69"
"50","Sam Montembeault","MTL","8","484.73333333333","262","242","20","0.924","2.48","4.84","26.05","75","64","11","0.853","1.36","2.36","79","75","4","0.949","0.50","4.44","102","97","5","0.951","0.62","-0.97","9","47","31.54","22.95"
"51","Ilya Samsonov","TOR","9","516.4","238","220","18","0.924","2.09","4.57","23.24","72","63","9","0.875","1.05","3.83","63","55","8","0.873","0.93","-1.27","90","89","1","0.989","0.12","2.56","21","39","35.76","18.94"
"41","Vitek Vanecek","N.J","15","822.51666666667","377","348","29","0.923","2.12","6.75","35.29","93","77","16","0.828","1.17","0.57","96","89","7","0.927","0.51","3.26","158","152","6","0.962","0.44","0.24","18","50","37.49","20.93"
"59","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"71","Kevin Lankinen","NSH","6","335.61666666667","180","166","14","0.922","2.50","3.07","17.74","50","44","6","0.880","1.07","2.91","42","39","3","0.929","0.54","1.49","75","70","5","0.933","0.89","-2.04","13","31","36.88","25.21"
"68","Logan Thompson","VGK","16","959.55","493","454","39","0.921","2.44","7.74","43.38","117","96","21","0.821","1.31","-0.16","129","118","11","0.915","0.69","2.78","214","208","6","0.972","0.38","2.46","39","74","37.90","22.26"
"14","Cam Talbot","OTT","11","559.63333333333","294","270","24","0.918","2.57","3.88","26.78","80","65","15","0.813","1.61","-0.75","80","73","7","0.913","0.75","1.55","107","105","2","0.981","0.21","2.23","26","44","38.65","21.25"
"13","Darcy Kuemper","WSH","18","1029.8666666667","519","476","43","0.917","2.51","6.21","50.78","137","111","26","0.810","1.51","-1.59","119","109","10","0.916","0.58","2.71","232","225","7","0.970","0.41","2.17","46","80","37.19","20.67"
"60","Carter Hart","PHI","16","945.1","519","476","43","0.917","2.73","6.21","54","152","135","17","0.888","1.08","10.08","141","124","17","0.879","1.08","-1.94","197","188","9","0.954","0.57","-1.21","39","102","34.50","21.95"
"64","Jake Oettinger","DAL","15","833.15","424","389","35","0.917","2.52","5.20","41.11","129","108","21","0.837","1.51","1.98","99","89","10","0.899","0.72","0.58","176","172","4","0.977","0.29","2.96","29","52","33.81","18.51"
"74","Pyotr Kochetkov","CAR","7","422.78333333333","192","176","16","0.917","2.27","2.20","19.99","75","66","9","0.880","1.28","4.36","41","36","5","0.878","0.71","-0.62","69","67","2","0.971","0.28","0.73","10","28","31.10","20.81"
"1","Craig Anderson","BUF","10","565.36666666667","321","294","27","0.916","2.87","3.44","29.51","91","78","13","0.857","1.38","3.21","92","81","11","0.880","1.17","-1.17","122","119","3","0.975","0.32","1.82","22","44","36.72","21.41"
"9","Semyon Varlamov","NYI","8","464.2","261","239","22","0.916","2.84","2.75","26.06","83","70","13","0.843","1.68","1.79","62","57","5","0.919","0.65","1.62","96","92","4","0.958","0.52","-0.21","19","38","36.11","18.00"
"53","Karel Vejmelka","ARI","14","829.05","488","447","41","0.916","2.97","5.27","49.93","146","118","28","0.808","2.03","-1.99","136","127","9","0.934","0.65","5.53","184","180","4","0.978","0.29","3.27","21","67","33.73","21.15"
"7","Alex Stalock","CHI","7","328.2","187","171","16","0.914","2.93","1.73","17.23","45","36","9","0.800","1.65","-0.98","55","48","7","0.873","1.28","-1.12","73","73","0","1.000","0.00","2.88","17","27","36.70","18.88"
"36","Tristan Jarry","PIT","14","846.68333333333","479","438","41","0.914","2.91","4.42","38.48","125","97","28","0.776","1.98","-5.73","119","112","7","0.941","0.50","5.71","208","202","6","0.971","0.43","2.22","26","51","36.75","19.29"
