"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"96","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.10","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"87","Ivan Prosvetov","ARI","3","179.5","105","100","5","0.952","1.67","5.03","11.25","26","24","2","0.923","0.67","2.64","30","27","3","0.900","1.00","0.20","47","47","0","1.000","0.00","1.83","8","22","34.99","19.40"
"23","Keith Kinkaid","BOS, COL","2","87.85","40","38","2","0.950","1.37","1.82","4.17","12","10","2","0.833","1.37","0.14","10","10","0","1.000","0.00","1.07","16","16","0","1.000","0.00","0.62","1","7","36.30","10.00"
"85","Joel Hofer","STL","1","60","34","32","2","0.941","2.00","1.25","3.46","9","8","1","0.889","1.00","0.61","9","8","1","0.889","1.00","-0.04","16","16","0","1.000","0.00","0.62","4","5","31.50","19.50"
"65","Joseph Woll","TOR","3","176.51666666667","96","90","6","0.938","2.04","3.17","8.99","26","21","5","0.808","1.70","-0.36","33","32","1","0.970","0.34","2.52","32","32","0","1.000","0.00","1.24","4","13","30.95","14.50"
"24","Laurent Brossoit","VGK","3","190.7","110","103","7","0.936","2.20","3.51","9.39","37","32","5","0.865","1.57","1.60","40","38","2","0.950","0.63","2.26","31","31","0","1.000","0.00","1.20","8","9","30.93","14.71"
"34","Linus Ullmark","BOS","42","2468.8833333333","1252","1171","81","0.935","1.97","38.63","111.88","349","301","48","0.862","1.17","14.27","329","312","17","0.948","0.41","18.08","486","470","16","0.967","0.39","2.89","111","197","36.71","20.19"
"68","Filip Gustavsson","MIN","32","1878.5666666667","919","854","65","0.929","2.08","22.81","82.01","227","192","35","0.846","1.12","5.50","266","244","22","0.917","0.70","6.36","380","372","8","0.979","0.26","6.77","76","127","35.62","19.80"
"84","Kevin Lankinen","NSH","15","879.53333333333","478","442","36","0.925","2.46","9.68","45.59","131","116","15","0.885","1.02","8.37","128","113","15","0.883","1.02","-1.35","191","185","6","0.969","0.41","1.42","33","80","34.61","23.17"
"48","Ilya Sorokin","NYI","52","3014.2833333333","1572","1453","119","0.924","2.37","31.21","158.41","487","413","74","0.848","1.47","12.89","399","369","30","0.925","0.60","12.54","610","595","15","0.975","0.30","8.71","106","314","34.21","20.47"
"88","Akira Schmid","N.J","16","847.06666666667","381","352","29","0.924","2.05","7.41","36.63","94","79","15","0.840","1.06","1.77","109","98","11","0.899","0.78","0.62","160","157","3","0.981","0.21","3.22","19","57","36.11","18.00"
"66","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
"7","Alex Stalock","CHI","20","1059.5166666667","594","546","48","0.919","2.72","8.76","52.36","150","124","26","0.827","1.47","0.76","174","162","12","0.931","0.68","6.55","241","231","10","0.959","0.57","-0.63","36","81","35.26","22.15"
"83","Pavel Francouz","COL","15","900.28333333333","470","432","38","0.919","2.53","6.91","40.63","125","99","26","0.792","1.73","-3.70","125","119","6","0.952","0.40","7.33","193","187","6","0.969","0.40","1.50","24","65","35.93","19.87"
"33","Connor Hellebuyck","WPG","53","3120.5","1664","1528","136","0.918","2.61","23.00","161.07","462","382","80","0.827","1.54","2.43","487","449","38","0.922","0.73","13.93","625","607","18","0.971","0.35","6.29","103","231","35.22","19.08"
"71","Jake Oettinger","DAL","53","3124.75","1559","1431","128","0.918","2.46","20.97","144.17","420","350","70","0.833","1.34","4.93","413","371","42","0.898","0.81","2.04","636","620","16","0.975","0.31","8.72","91","216","35.66","19.34"
"79","Alexandar Georgiev","COL","50","2978.05","1554","1426","128","0.918","2.58","20.49","141.36","441","374","67","0.848","1.35","11.68","353","316","37","0.895","0.75","0.64","675","651","24","0.964","0.48","2.23","86","229","35.63","20.81"
"38","Juuse Saros","NSH","52","3089.4666666667","1704","1563","141","0.917","2.74","21.83","167.1","487","406","81","0.834","1.57","5.89","559","511","48","0.914","0.93","11.60","578","566","12","0.979","0.23","10.46","129","248","32.72","18.72"
"56","Ilya Samsonov","TOR","35","2066.1666666667","980","899","81","0.917","2.35","12.64","94.97","266","236","30","0.887","0.87","17.46","271","233","38","0.860","1.10","-9.10","392","379","13","0.967","0.38","2.23","56","161","34.82","21.64"
"77","Jeremy Swayman","BOS","29","1576.4166666667","726","666","60","0.917","2.28","9.37","68.47","203","177","26","0.872","0.99","10.22","201","176","25","0.876","0.95","-3.57","276","267","9","0.967","0.34","1.73","50","101","35.33","22.70"
"82","Kevin Mandolese","OTT","3","182.2","119","109","10","0.916","3.29","1.37","12.28","37","32","5","0.865","1.65","1.60","43","39","4","0.907","1.32","0.58","36","35","1","0.972","0.33","0.40","9","18","32.06","21.30"
"29","Andrei Vasilevskiy","T.B","52","3122.7833333333","1622","1483","139","0.914","2.67","15.99","154.33","467","393","74","0.842","1.42","9.32","456","408","48","0.895","0.92","0.62","634","617","17","0.973","0.33","7.64","98","224","33.62","20.55"
"57","Adin Hill","VGK","27","1490.9","722","660","62","0.914","2.50","6.99","66.02","174","144","30","0.828","1.21","1.04","202","177","25","0.876","1.01","-3.46","306","299","7","0.977","0.28","4.89","49","105","35.47","18.53"
"78","Logan Thompson","VGK","36","2119.55","1093","999","94","0.914","2.66","10.44","93.24","264","223","41","0.845","1.16","6.10","297","265","32","0.892","0.91","-0.33","475","455","20","0.958","0.57","-1.54","91","149","36.22","22.45"
"1","Craig Anderson","BUF","24","1392.8666666667","770","703","67","0.913","2.89","6.58","71.06","226","192","34","0.850","1.46","6.32","207","186","21","0.899","0.90","1.07","299","287","12","0.960","0.52","-0.38","44","104","35.64","21.21"
"19","Scott Wedgewood","DAL","18","987.8","551","503","48","0.913","2.92","4.65","50.86","155","130","25","0.839","1.52","2.65","144","131","13","0.910","0.79","2.35","223","213","10","0.955","0.61","-1.33","39","77","36.34","20.29"
"35","Aaron Dell","S.J","4","199.28333333333","103","94","9","0.913","2.71","0.84","11.58","39","35","4","0.897","1.20","2.96","27","22","5","0.815","1.51","-2.12","34","34","0","1.000","0.00","1.32","7","20","29.11","18.89"
"31","Joonas Korpisalo","CBJ, L.A","32","1816.25","1028","938","90","0.912","2.97","8.23","97.21","286","245","41","0.857","1.35","10.03","299","266","33","0.890","1.09","-1.12","395","379","16","0.959","0.53","-0.65","48","157","34.33","21.24"
"51","Igor Shesterkin","NYR","50","3008.2666666667","1471","1342","129","0.912","2.57","11.56","142.53","441","373","68","0.846","1.36","10.68","411","370","41","0.900","0.82","2.82","543","523","20","0.963","0.40","1.10","144","215","33.93","20.47"
"70","Stuart Skinner","EDM","42","2418.5833333333","1318","1201","117","0.911","2.90","8.94","126.14","359","299","60","0.833","1.49","4.05","390","345","45","0.885","1.12","-3.42","488","476","12","0.975","0.30","6.97","68","169","34.73","21.26"
"97","Jaxson Stauber","CHI","6","363.5","191","174","17","0.911","2.81","1.25","18.42","60","54","6","0.900","0.99","4.70","50","41","9","0.820","1.49","-3.67","70","68","2","0.971","0.33","0.72","8","31","33.31","21.29"
