"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"361","Connor McDavid","EDM","C","7","164.96666666667","8","9","5","4","17","85.00","27","29.63","3.25","43","38","31","11","2","5","4","2","2","0","0","3","3","6","2","9","1","37","41","47.44"
"459","Tage Thompson","BUF","C, R","6","113.56666666667","8","6","3","3","14","82.35","27","29.63","2.59","45","34","27","13","0","5","2","1","1","0","0","3","2","1","7","5","2","31","42","42.47"
"310","Leon Draisaitl","EDM","C","7","158.63333333333","7","6","6","0","13","68.42","19","36.84","2.69","40","32","28","9","0","4","2","1","1","0","0","5","14","3","4","12","2","46","31","59.74"
"12","Blake Wheeler","WPG","R","7","130.9","4","8","5","3","12","80.00","21","19.05","2.64","37","28","26","10","1","4","2","1","1","0","0","2","2","4","2","4","7","2","3","40.00"
"454","Pierre-Luc Dubois","WPG","L","7","123.73333333333","5","7","4","3","12","80.00","18","27.78","2.73","34","23","21","11","3","1","6","3","3","0","0","4","2","4","2","10","4","52","45","53.61"
"611","Dylan Cozens","BUF","C","6","102.38333333333","5","7","3","4","12","75.00","19","26.32","2.07","27","23","18","6","1","0","6","3","3","0","0","2","0","2","2","5","3","43","49","46.74"
"64","Steven Stamkos","T.B","C","7","140.21666666667","4","7","4","3","11","64.71","14","28.57","1.82","28","24","17","2","0","4","0","0","0","0","0","0","5","1","8","6","6","48","36","57.14"
"357","Kyle Connor","WPG","L","7","130.33333333333","5","6","4","2","11","68.75","21","23.81","2.27","34","28","24","7","0","3","0","0","0","0","0","0","1","2","3","1","4","0","0","-"
"409","Kirill Kaprizov","MIN","L","6","130.16666666667","6","5","4","1","11","84.62","30","20.00","2.72","51","38","34","12","0","6","2","1","1","0","0","3","2","2","4","12","1","0","0","-"
"139","Jeff Skinner","BUF","L","6","103.5","3","7","5","2","10","66.67","22","13.64","2.89","38","30","26","14","1","5","0","0","0","0","0","0","6","1","1","7","2","12","13","48.00"
"160","Johnny Gaudreau","CBJ","L","6","121.51666666667","2","8","5","3","10","90.91","16","12.50","3.04","28","24","17","5","0","1","2","1","1","0","0","1","1","2","1","3","2","0","0","-"
