"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"355","Connor McDavid","EDM","C","17","68.016666666667","7","8","5","3","15","83.33","25","28.00","3.44","34","28","25","9","1","0","2","1","1","0","0","0","6","1","1","4","1","3","2","60.00"
"304","Leon Draisaitl","EDM","C","17","68","6","8","6","2","14","73.68","22","27.27","2.87","32","28","21","7","0","4","2","1","1","0","0","0","3","2","0","7","0","47","27","63.51"
"362","Mikko Rantanen","COL","R","14","55.333333333333","2","10","9","1","12","80.00","8","25.00","1.14","12","12","4","1","1","3","0","0","0","0","0","0","1","0","0","4","0","8","16","33.33"
"396","Artemi Panarin","NYR","L","17","78.4","1","11","7","4","12","92.31","13","7.69","1.34","29","19","10","0","0","4","4","2","2","0","0","1","5","0","1","0","0","0","0","-"
"182","Mika Zibanejad","NYR","C","17","78.4","6","5","4","1","11","78.57","32","18.75","4.11","50","43","23","6","0","3","0","0","0","0","0","1","4","0","0","2","0","2","6","25.00"
"86","John Tavares","TOR","C","17","59.983333333333","5","5","2","3","10","76.92","20","25.00","4.46","30","27","28","21","0","6","0","0","0","0","0","0","2","0","0","4","0","37","24","60.66"
"177","Nikita Kucherov","T.B","R","16","82.433333333333","2","8","3","5","10","90.91","19","10.53","2.04","33","27","16","3","2","1","2","1","1","0","0","1","11","2","3","2","1","0","0","-"
"187","J.T. Miller","VAN","C","17","72.583333333333","5","5","5","0","10","66.67","16","31.25","1.55","34","25","15","3","0","2","4","2","2","0","0","0","2","0","2","1","0","0","1","0.00"
"319","David Pastrnak","BOS","R","16","70.516666666667","2","8","4","4","10","76.92","28","7.14","2.27","49","36","15","3","0","4","2","1","1","0","0","0","6","1","1","3","0","1","0","100.00"
"499","Jason Robertson","DAL","L","16","38.283333333333","4","6","2","4","10","76.92","23","17.39","2.84","33","27","18","7","1","4","4","2","2","0","0","0","1","0","0","2","0","0","0","-"
"512","Cale Makar","COL","D","14","52.666666666667","1","9","5","4","10","71.43","6","16.67","0.81","17","11","9","0","0","2","2","1","1","0","0","0","1","0","2","1","2","0","0","-"
"39","Jamie Benn","DAL","L","16","34","2","7","5","2","9","75.00","10","20.00","1.65","13","11","10","6","0","0","2","1","1","0","0","0","4","0","1","1","0","16","18","47.06"
"61","Steven Stamkos","T.B","C","16","79.833333333333","5","4","4","0","9","75.00","28","17.86","3.18","52","36","28","6","7","3","4","2","2","0","0","0","2","0","0","5","0","21","18","53.85"
"117","Mats Zuccarello","MIN","R","16","70.166666666667","4","5","3","2","9","75.00","17","23.53","1.34","31","24","11","1","0","3","0","0","0","0","0","1","2","1","1","2","0","0","0","-"
"178","Ryan Nugent-Hopkins","EDM","C","17","66.983333333333","1","8","3","5","9","50.00","12","8.33","2.1","20","17","16","8","0","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0.00"
"246","Dominik Kubalik","DET","L","16","64.216666666667","3","6","5","1","9","81.82","15","20.00","1.89","32","20","16","2","0","1","0","0","0","0","0","0","1","0","0","1","1","4","5","44.44"
"285","Bo Horvat","VAN","C","17","69.166666666667","6","3","2","1","9","64.29","25","24.00","3.31","34","29","31","10","0","1","0","0","0","0","0","0","0","0","1","1","0","58","29","66.67"
"404","Kirill Kaprizov","MIN","L","16","69.633333333333","5","4","3","1","9","75.00","27","18.52","3.85","44","34","28","9","0","5","0","0","0","0","0","2","0","0","0","2","1","0","0","-"
"418","Auston Matthews","TOR","C","17","64.283333333333","5","4","3","1","9","69.23","24","20.83","3.71","39","34","28","11","0","3","2","1","1","0","0","0","4","2","2","3","0","2","3","40.00"
"456","Tage Thompson","BUF","R","17","64.65","5","4","1","3","9","81.82","26","19.23","2.25","36","31","19","4","2","1","0","0","0","0","0","0","4","0","0","3","0","8","9","47.06"
"563","Rasmus Dahlin","BUF","D","16","75.15","4","5","4","1","9","69.23","16","25.00","1.09","25","19","7","0","0","0","2","1","1","0","0","0","1","0","0","1","1","0","0","-"
"10","Alex Ovechkin","WSH","L","18","110.38333333333","5","3","2","1","8","66.67","29","17.24","2.72","72","44","24","1","0","4","0","0","0","0","0","0","2","4","3","3","0","0","0","-"
"272","Artturi Lehkonen","COL","L","14","53.683333333333","3","5","0","5","8","53.33","11","27.27","1.69","16","15","13","7","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","-"
"452","Jesper Bratt","N.J","L","16","52.783333333333","1","7","4","3","8","100.00","11","9.09","1.45","19","16","13","2","1","1","2","1","1","0","0","0","2","0","0","2","0","0","0","-"
"5","Brent Burns","CAR","D","16","63.483333333333","1","6","2","4","7","70.00","17","5.88","1.75","34","24","9","1","1","1","0","0","0","0","0","0","2","1","0","0","1","0","0","-"
"26","Brad Marchand","BOS","L","8","30.783333333333","4","3","1","2","7","87.50","8","50.00","0.89","14","10","8","1","0","2","0","0","0","0","0","1","0","1","0","0","0","1","0","100.00"
"51","Patrick Kane","CHI","R","16","58.75","0","7","0","7","7","87.50","13","0.00","0.8","20","15","8","1","0","1","0","0","0","0","0","0","3","1","0","0","0","0","0","-"
"92","Nazem Kadri","CGY","C","15","49.483333333333","3","4","1","3","7","70.00","11","27.27","2.38","21","17","16","9","0","7","2","1","1","0","0","0","3","0","1","1","0","22","15","59.46"
"95","Chris Kreider","NYR","L","17","78.633333333333","4","3","1","2","7","50.00","25","16.00","5.38","35","33","33","31","0","4","0","0","0","0","0","0","5","0","3","4","1","0","0","-"
"99","Tyson Barrie","EDM","D","17","56.6","2","5","1","4","7","53.85","7","28.57","0.61","15","10","4","1","0","1","2","1","1","0","0","1","1","4","1","1","1","0","0","-"
"184","Dougie Hamilton","N.J","D","16","58.933333333333","2","5","3","2","7","77.78","13","15.38","0.94","31","17","14","2","1","5","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"264","Andre Burakovsky","SEA","L","16","46.916666666667","2","5","2","3","7","77.78","11","18.18","0.92","22","15","8","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","-"
"277","Nathan MacKinnon","COL","C","14","53.466666666667","2","5","1","4","7","46.67","19","10.53","1.97","30","27","13","2","0","0","4","2","2","0","0","0","0","0","2","3","0","18","24","42.86"
"307","William Nylander","TOR","R","17","63.966666666667","3","4","4","0","7","50.00","13","23.08","2.69","26","22","20","9","0","2","0","0","0","0","0","0","0","0","0","2","1","0","2","0.00"
"368","Travis Konecny","PHI","R","16","55.15","2","5","4","1","7","77.78","10","20.00","1.77","25","18","14","4","0","3","0","0","0","0","0","0","1","0","0","7","0","1","0","100.00"
"369","Dylan Strome","WSH","C","18","80.483333333333","2","5","2","3","7","63.64","8","25.00","1.48","12","11","10","8","0","2","2","1","1","0","0","0","2","1","1","1","0","28","30","48.28"
