"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.66","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.21","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"86","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.09","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.92","2.92","9","8","1","0.889","1.00","0.58","9","9","0","1.000","0.00","0.96","11","11","0","1.000","0.00","0.42","0","5","37.65","8.00"
"87","Jaxson Stauber","CHI","2","120","67","63","4","0.940","2.00","2.32","6.24","23","21","2","0.913","1.00","2.05","15","13","2","0.867","1.00","-0.41","26","26","0","1.000","0.00","1.00","3","9","32.21","20.75"
"32","Linus Ullmark","BOS","33","1921.85","962","901","61","0.937","1.90","29.74","86.09","259","224","35","0.865","1.09","10.55","250","238","12","0.952","0.37","14.58","388","374","14","0.964","0.44","0.94","95","155","37.06","22.00"
"46","Ilya Sorokin","NYI","39","2230.9166666667","1156","1070","86","0.926","2.31","23.04","118.6","358","303","55","0.846","1.48","7.97","292","271","21","0.928","0.56","10.04","448","438","10","0.978","0.27","7.25","79","229","34.42","19.99"
"68","Jake Oettinger","DAL","40","2329.15","1155","1069","86","0.926","2.22","22.94","109.66","321","275","46","0.857","1.18","10.46","286","257","29","0.899","0.75","1.41","489","478","11","0.978","0.28","7.83","79","162","35.01","19.81"
"79","Kevin Lankinen","NSH","11","635.65","369","341","28","0.924","2.64","6.81","34.62","97","86","11","0.887","1.04","6.06","101","89","12","0.881","1.13","-1.26","146","141","5","0.966","0.47","0.62","25","64","35.58","23.07"
"31","Connor Hellebuyck","WPG","40","2378","1261","1164","97","0.923","2.45","21.94","121.1","342","290","52","0.848","1.31","8.15","357","328","29","0.919","0.73","8.95","487","471","16","0.967","0.40","2.75","73","181","36.27","20.70"
"63","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.70","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
