"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"291","Valeri Nichushkin","COL","R","7","143.21666666667","7","5","2","3","12","75.00","26","26.92","2.53","42","30","22","13","2","0","0","0","0","0","0","1","1","1","12","6","5","0","1","0.00"
"311","Leon Draisaitl","EDM","C","7","157.13333333333","3","9","7","2","12","70.59","24","12.50","2.47","37","31","25","6","1","4","6","3","3","0","0","4","16","16","1","11","5","88","73","54.66"
"326","David Pastrnak","BOS","R","7","141.08333333333","5","7","5","2","12","85.71","40","12.50","4.09","69","52","39","13","5","6","4","2","2","0","0","6","16","5","6","10","2","2","2","50.00"
"404","Artemi Panarin","NYR","L","8","166.03333333333","4","8","3","5","12","92.31","25","16.00","2.58","49","37","22","4","1","4","4","2","2","0","0","4","9","2","3","5","2","0","0","-"
"463","Jesper Bratt","N.J","L","7","121.81666666667","3","9","7","2","12","92.31","21","14.29","1.95","43","32","27","6","2","6","2","1","1","0","0","1","4","2","0","7","1","0","0","-"
"16","Sidney Crosby","PIT","C","7","133.96666666667","4","7","3","4","11","91.67","24","16.67","2.59","36","29","23","9","1","6","4","2","2","0","0","1","7","8","11","7","3","53","64","45.30"
"182","Nikita Kucherov","T.B","R","8","181.9","2","9","6","3","11","78.57","23","8.70","2.46","46","34","27","8","2","6","4","2","2","0","0","6","7","7","5","5","5","0","0","-"
"365","Connor McDavid","EDM","C","7","160.93333333333","5","6","5","1","11","84.62","25","20.00","3.86","34","31","22","9","2","1","4","2","2","0","0","2","9","3","10","8","2","41","34","54.67"
"124","Mats Zuccarello","MIN","R","6","125.31666666667","4","6","4","2","10","83.33","22","18.18","1.7","38","30","18","5","1","4","2","1","1","0","0","2","7","1","4","0","3","3","4","42.86"
"253","Dominik Kubalik","DET","L","6","92.233333333333","4","6","4","2","10","90.91","16","25.00","1.27","22","17","13","3","0","1","0","0","0","0","0","1","7","2","7","2","1","2","2","50.00"
"283","Nathan MacKinnon","COL","C","7","153.41666666667","3","7","4","3","10","62.50","34","8.82","2.89","56","46","34","12","2","3","8","4","4","0","0","5","3","6","12","9","3","79","68","53.74"
"560","Brady Tkachuk","OTT","L","6","104.55","5","5","2","3","10","100.00","25","20.00","2.61","34","30","26","13","0","3","6","3","3","0","0","0","3","1","18","4","1","22","22","50.00"
"64","Steven Stamkos","T.B","C","8","168.18333333333","7","2","1","1","9","69.23","36","19.44","4.62","66","49","45","17","8","4","8","4","4","0","0","1","4","1","8","11","7","47","59","44.34"
"97","Nazem Kadri","CGY","C","6","101.86666666667","4","5","3","2","9","69.23","21","19.05","3.36","41","31","25","14","1","7","2","1","1","0","0","4","2","8","6","6","4","40","50","44.44"
"372","Mikko Rantanen","COL","R","7","147.43333333333","3","6","5","1","9","64.29","23","13.04","2.2","42","33","22","5","2","4","4","2","2","0","0","3","2","6","7","12","2","10","20","33.33"
"374","Sebastian Aho","CAR","C","6","111.25","4","5","5","0","9","81.82","16","25.00","2.58","28","24","23","12","1","2","4","2","2","0","0","3","3","3","6","4","3","56","43","56.57"
"415","Troy Terry","ANA","R","7","130.01666666667","4","5","3","2","9","81.82","20","20.00","2.45","42","28","30","12","2","5","6","3","3","0","0","3","3","6","4","12","2","0","0","-"
"427","Matthew Tkachuk","FLA","L","7","146","4","5","3","2","9","90.00","32","12.50","4.66","55","40","36","17","4","6","18","9","9","0","0","7","7","0","4","7","3","6","5","54.55"
"507","Gabriel Vilardi","L.A","C","8","124.73333333333","5","4","3","1","9","90.00","19","26.32","3.03","35","27","27","15","1","6","2","1","1","0","0","6","2","2","4","12","3","5","11","31.25"
"539","Drake Batherson","OTT","R","6","109.6","3","6","5","1","9","81.82","19","15.79","2.5","31","26","24","9","3","5","2","1","1","0","0","1","4","5","10","9","0","2","3","40.00"
"570","Andrei Svechnikov","CAR","R","6","110.4","7","2","2","0","9","81.82","23","30.43","1.98","36","30","17","2","0","3","2","1","1","0","0","5","2","2","9","11","2","0","0","-"
"573","Rasmus Dahlin","BUF","D","6","148.31666666667","5","4","1","3","9","64.29","19","26.32","1.98","29","23","12","3","1","0","6","3","3","0","0","1","7","4","11","11","13","0","0","-"
"13","David Krejci","BOS","C","7","126.86666666667","2","6","3","3","8","80.00","10","20.00","1.64","21","17","13","9","0","0","4","2","2","0","0","2","5","0","5","11","5","46","34","57.50"
"91","John Tavares","TOR","C","7","124.96666666667","3","5","4","1","8","100.00","27","11.11","3.87","42","35","31","18","0","6","0","0","0","0","0","2","5","8","10","15","3","74","53","58.27"
"138","Kevin Hayes","PHI","C","6","110.93333333333","1","7","6","1","8","72.73","13","7.69","0.99","21","17","10","3","0","2","0","0","0","0","0","2","5","2","1","7","0","40","56","41.67"
"144","Zach Hyman","EDM","L","7","139.06666666667","3","5","3","2","8","61.54","21","14.29","3.88","36","27","27","18","0","2","4","2","2","0","0","2","2","5","10","15","3","1","2","33.33"
"165","Johnny Gaudreau","CBJ","L","8","164.26666666667","5","3","2","1","8","88.89","27","18.52","3.3","41","34","24","11","3","6","0","0","0","0","0","4","6","7","0","5","0","0","0","-"
"183","Ryan Nugent-Hopkins","EDM","C","7","135.06666666667","4","4","1","3","8","66.67","21","19.05","2.56","30","24","25","14","0","4","6","3","3","0","0","0","4","5","7","6","5","34","39","46.58"
"187","Mika Zibanejad","NYR","C","8","170.83333333333","4","4","3","1","8","80.00","42","9.52","5.49","66","61","38","11","1","2","0","0","0","0","0","4","9","4","5","4","3","69","63","52.27"
"225","Shayne Gostisbehere","ARI","D","6","139.56666666667","4","4","4","0","8","80.00","23","17.39","1.43","39","29","11","3","1","4","4","2","2","0","0","3","5","5","3","7","11","0","0","-"
"319","Dylan Larkin","DET","C","6","123.78333333333","4","4","1","3","8","57.14","21","19.05","2.32","31","25","18","9","1","1","0","0","0","0","0","2","3","2","5","9","4","60","58","50.85"
"413","Kirill Kaprizov","MIN","L","6","132.53333333333","4","4","4","0","8","61.54","23","17.39","2.66","44","29","21","5","1","5","6","3","3","0","0","5","5","3","8","6","1","0","1","0.00"
