"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"25","Connor Hellebuyck","WPG","1","60","32","31","1","0.969","1.00","2.03","3.69","6","5","1","0.833","1.00","0.03","13","13","0","1.000","0.00","1.39","12","12","0","1.000","0.00","0.50","0","9","31.53","5.00"
"43","Ilya Samsonov","TOR","2","119.26666666667","59","57","2","0.966","1.01","3.58","3.91","11","10","1","0.909","0.50","0.89","11","10","1","0.909","0.50","0.17","30","30","0","1.000","0.00","1.25","2","6","47.31","19.50"
"46","Connor Ingram","ARI","3","177.36666666667","114","110","4","0.965","1.35","6.78","10.94","31","28","3","0.903","1.01","2.34","37","36","1","0.973","0.34","2.95","39","39","0","1.000","0.00","1.62","24","14","36.10","15.50"
"56","Jeremy Swayman","BOS","2","118.08333333333","51","49","2","0.961","1.02","2.82","5.36","12","11","1","0.917","0.51","1.07","19","18","1","0.947","0.51","1.03","17","17","0","1.000","0.00","0.71","5","6","33.80","22.50"
"32","Pheonix Copley","L.A","3","159.28333333333","71","68","3","0.958","1.13","3.71","8.12","20","18","2","0.900","0.75","1.44","12","12","0","1.000","0.00","1.28","35","34","1","0.971","0.38","0.46","4","9","37.17","29.00"
"57","Logan Thompson","VGK","1","41.316666666667","24","23","1","0.958","1.45","1.27","2.3","6","5","1","0.833","1.45","0.03","7","7","0","1.000","0.00","0.75","11","11","0","1.000","0.00","0.46","3","7","34.71","5.00"
"61","Kevin Mandolese","OTT","1","65","48","46","2","0.958","1.85","2.54","4.22","15","15","0","1.000","0.00","2.58","17","16","1","0.941","0.92","0.82","15","14","1","0.933","0.92","-0.38","1","7","32.50","42.00"
"23","Joonas Korpisalo","CBJ","3","179.41666666667","108","103","5","0.954","1.67","5.21","10.8","27","25","2","0.926","0.67","2.65","34","32","2","0.941","0.67","1.63","40","39","1","0.975","0.33","0.66","4","19","36.37","20.20"
"54","Jake Oettinger","DAL","4","253.4","142","135","7","0.951","1.66","6.43","10.84","28","24","4","0.857","0.95","0.82","40","38","2","0.950","0.47","2.27","63","62","1","0.984","0.24","1.62","2","21","39.81","17.86"
"64","Justus Annunen","COL","1","59.633333333333","20","19","1","0.950","1.01","0.89","1.71","6","6","0","1.000","0.00","1.03","4","3","1","0.750","1.01","-0.57","9","9","0","1.000","0.00","0.37","0","0","36.10","18.00"
"51","Filip Gustavsson","MIN","5","272.05","137","130","7","0.949","1.54","5.96","12.24","33","28","5","0.848","1.10","0.68","40","39","1","0.975","0.22","3.27","59","58","1","0.983","0.22","1.45","14","16","35.11","15.00"
"62","Pavel Francouz","COL","1","63.45","38","36","2","0.947","1.89","1.59","3.52","9","7","2","0.778","1.89","-0.45","14","14","0","1.000","0.00","1.50","11","11","0","1.000","0.00","0.46","3","5","39.58","14.50"
"20","Magnus Hellberg","DET","1","59.933333333333","35","33","2","0.943","2.00","1.31","4.05","9","8","1","0.889","1.00","0.55","17","16","1","0.941","1.00","0.82","9","9","0","1.000","0.00","0.37","1","6","30.14","19.50"
"27","Aaron Dell","S.J","2","82.383333333333","35","33","2","0.943","1.46","1.31","4.22","14","12","2","0.857","1.46","0.41","8","8","0","1.000","0.00","0.85","12","12","0","1.000","0.00","0.50","2","8","26.03","10.50"
"26","Linus Ullmark","BOS","2","123.63333333333","59","55","4","0.932","1.94","1.58","4.54","14","12","2","0.857","0.97","0.41","20","18","2","0.900","0.97","0.14","19","19","0","1.000","0.00","0.79","2","7","38.00","14.00"
"24","Anthony Stolarz","ANA","1","62.25","29","27","2","0.931","1.93","0.74","2.57","7","5","2","0.714","1.93","-0.79","7","7","0","1.000","0.00","0.75","15","15","0","1.000","0.00","0.62","3","2","30.17","12.50"
