"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"58","Dylan Ferguson","OTT","1","60","49","48","1","0.980","1.00","4.15","4.14","11","10","1","0.909","1.00","1.17","19","19","0","1.000","0.00","2.10","17","17","0","1.000","0.00","0.75","2","9","36.08","12.00"
"31","Pheonix Copley","L.A","3","184.75","78","74","4","0.949","1.30","4.20","7.93","15","13","2","0.867","0.65","0.96","26","24","2","0.923","0.65","0.88","31","31","0","1.000","0.00","1.36","5","12","37.90","23.50"
"39","Igor Shesterkin","NYR","6","359.85","198","188","10","0.949","1.67","10.82","16.87","52","48","4","0.923","0.67","6.26","50","46","4","0.920","0.67","1.53","84","82","2","0.976","0.33","1.69","14","33","37.58","21.40"
"59","Jeremy Swayman","BOS","4","237.6","118","112","6","0.949","1.52","6.41","13.02","32","28","4","0.875","1.01","2.31","37","35","2","0.946","0.51","2.09","42","42","0","1.000","0.00","1.85","7","17","36.69","15.17"
"60","Logan Thompson","VGK","1","53.883333333333","39","37","2","0.949","2.23","2.10","3.76","14","12","2","0.857","2.23","0.76","9","9","0","1.000","0.00","1.00","13","13","0","1.000","0.00","0.57","0","9","32.97","20.00"
"3","Jaroslav Halak","NYR","2","121.63333333333","57","54","3","0.947","1.48","2.99","5.8","20","20","0","1.000","0.00","3.95","13","11","2","0.846","0.99","-0.56","22","21","1","0.955","0.49","-0.03","2","15","31.02","45.33"
"62","Collin Delia","VAN","1","59.466666666667","18","17","1","0.944","1.01","0.89","2.28","6","5","1","0.833","1.01","0.18","5","5","0","1.000","0.00","0.55","7","7","0","1.000","0.00","0.31","0","5","27.61","9.00"
"66","Joel Hofer","STL","4","241.9","125","118","7","0.944","1.74","6.14","10.91","28","24","4","0.857","0.99","1.53","32","30","2","0.938","0.50","1.54","59","58","1","0.983","0.25","1.59","7","13","36.42","23.57"
"67","Ivan Prosvetov","ARI","2","119.53333333333","65","61","4","0.938","2.01","2.84","6.71","15","14","1","0.933","0.50","1.96","16","13","3","0.813","1.51","-1.23","32","32","0","1.000","0.00","1.41","4","14","36.25","23.00"
"19","Petr Mrazek","CHI","3","148.73333333333","95","89","6","0.937","2.42","3.99","8.59","31","28","3","0.903","1.21","3.12","27","24","3","0.889","1.21","-0.01","33","33","0","1.000","0.00","1.45","9","10","31.59","18.33"
