"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.93","2.92","9","8","1","0.889","1.00","0.62","9","9","0","1.000","0.00","0.94","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"59","Carter Hart","PHI","10","605.71666666667","349","327","22","0.937","2.18","10.96","35.98","100","95","5","0.950","0.50","12.96","101","90","11","0.891","1.09","-0.42","131","125","6","0.954","0.59","-0.91","31","71","34.23","24.00"
"31","Linus Ullmark","BOS","12","675.53333333333","342","320","22","0.936","1.95","10.30","28.15","80","67","13","0.838","1.15","1.37","91","85","6","0.934","0.53","3.54","137","134","3","0.978","0.27","2.32","14","44","39.69","20.68"
"24","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.93","2.94","12","10","2","0.833","2.00","0.16","6","6","0","1.000","0.00","0.63","13","13","0","1.000","0.00","0.50","3","5","28.45","12.50"
"30","Connor Hellebuyck","WPG","11","663.96666666667","356","333","23","0.935","2.08","10.62","34.89","98","82","16","0.837","1.45","1.60","104","101","3","0.971","0.27","7.90","137","133","4","0.971","0.36","1.32","19","61","35.30","18.30"
"42","Ilya Sorokin","NYI","12","664.36666666667","355","331","24","0.932","2.17","9.53","37.05","117","102","15","0.872","1.35","6.02","95","89","6","0.937","0.54","3.96","130","127","3","0.977","0.27","2.05","26","70","32.44","20.58"
"62","Stuart Skinner","EDM","7","403.78333333333","250","233","17","0.932","2.53","6.61","24.05","67","60","7","0.896","1.04","5.04","82","73","9","0.890","1.34","-0.41","86","85","1","0.988","0.15","2.34","17","34","34.50","22.53"
"63","Jake Oettinger","DAL","8","441.03333333333","204","190","14","0.931","1.90","5.27","19.12","52","45","7","0.865","0.95","2.34","48","45","3","0.938","0.41","2.03","97","93","4","0.959","0.54","-0.23","11","21","34.61","21.93"
"73","Arvid Soderblom","CHI","5","276.61666666667","173","161","12","0.931","2.60","4.34","15.09","47","41","6","0.872","1.30","2.44","46","42","4","0.913","0.87","0.82","66","64","2","0.970","0.43","0.56","9","28","37.70","21.42"
"49","Sam Montembeault","MTL","5","302.56666666667","171","159","12","0.930","2.38","4.15","16.89","49","42","7","0.857","1.39","1.80","52","50","2","0.962","0.40","3.45","64","61","3","0.953","0.59","-0.51","7","29","32.15","21.75"
"14","Cam Talbot","OTT","4","204.36666666667","106","98","8","0.925","2.35","2.01","9.29","31","25","6","0.806","1.76","-0.43","31","30","1","0.968","0.29","2.25","32","31","1","0.969","0.29","0.24","6","17","39.75","20.00"
"66","Logan Thompson","VGK","10","596.16666666667","307","284","23","0.925","2.31","6.00","27.99","81","67","14","0.827","1.41","0.55","73","68","5","0.932","0.50","2.65","134","131","3","0.978","0.30","2.20","21","45","37.16","21.87"
"67","Alexandar Georgiev","COL","9","542.13333333333","314","290","24","0.924","2.66","5.66","28.84","86","75","11","0.872","1.22","4.45","77","71","6","0.922","0.66","2.07","137","130","7","0.949","0.77","-1.68","18","54","34.52","21.38"
"58","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.72","3","2","1","0.667","3.00","-0.69","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
