"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"34","Tristan Jarry","PIT","1","15.5","8","8","0","1.000","0.00","0.77","0.48","2","2","0","1.000","0.00","0.36","1","1","0","1.000","0.00","0.10","5","5","0","1.000","0.00","0.21","0","1","41.88","-"
"59","Jeremy Swayman","BOS","3","179.93333333333","87","84","3","0.966","1.00","5.36","7.87","23","22","1","0.957","0.33","3.14","19","18","1","0.947","0.33","0.97","38","37","1","0.974","0.33","0.63","4","13","37.98","26.00"
"5","Thomas Greiss","STL","2","119.33333333333","74","71","3","0.959","1.51","4.11","6.08","14","12","2","0.857","1.01","0.52","20","19","1","0.950","0.50","1.07","35","35","0","1.000","0.00","1.50","4","9","37.01","20.00"
"66","Samuel Ersson","PHI","3","152.41666666667","70","67","3","0.957","1.18","3.73","7.97","23","23","0","1.000","0.00","4.14","24","22","2","0.917","0.79","0.48","20","19","1","0.950","0.39","-0.14","4","11","29.91","33.33"
"3","Jaroslav Halak","NYR","2","119.76666666667","43","41","2","0.953","1.00","2.13","5.07","16","15","1","0.938","0.50","1.88","9","8","1","0.889","0.50","-0.07","16","16","0","1.000","0.00","0.69","4","8","31.63","22.50"
"57","Jake Oettinger","DAL","5","303.71666666667","149","142","7","0.953","1.38","7.32","14.96","46","41","5","0.891","0.99","3.29","38","36","2","0.947","0.40","1.93","59","59","0","1.000","0.00","2.53","13","25","33.52","15.43"
"54","Filip Gustavsson","MIN","3","174.31666666667","78","74","4","0.949","1.38","3.50","7.05","12","10","2","0.833","0.69","0.16","26","25","1","0.962","0.34","1.69","37","36","1","0.973","0.34","0.58","9","11","39.91","26.00"
"21","Frederik Andersen","CAR","2","120","58","55","3","0.948","1.50","2.57","5.2","14","12","2","0.857","1.00","0.52","18","17","1","0.944","0.50","0.86","18","18","0","1.000","0.00","0.77","1","6","40.33","16.67"
"50","Connor Ingram","ARI","2","118.16666666667","58","55","3","0.948","1.52","2.57","5.41","14","12","2","0.857","1.02","0.52","10","9","1","0.900","0.51","0.03","32","32","0","1.000","0.00","1.37","1","4","37.81","20.67"
"44","Mackenzie Blackwood","N.J","1","60","37","35","2","0.946","2.00","1.56","3.56","13","11","2","0.846","2.00","0.34","8","8","0","1.000","0.00","0.83","13","13","0","1.000","0.00","0.56","4","7","37.86","8.50"
"33","Juuse Saros","NSH","6","356.26666666667","239","225","14","0.941","2.36","8.97","20.74","62","55","7","0.887","1.18","4.17","78","71","7","0.910","1.18","1.07","86","86","0","1.000","0.00","3.68","15","28","34.49","19.00"
"48","Adin Hill","VGK","3","137.68333333333","83","78","5","0.940","2.18","2.98","8.04","21","19","2","0.905","0.87","1.78","20","17","3","0.850","1.31","-0.93","40","40","0","1.000","0.00","1.71","6","18","33.54","14.40"
"64","Kevin Lankinen","NSH","1","60","32","30","2","0.938","2.00","1.08","2.02","5","4","1","0.800","1.00","-0.10","7","6","1","0.857","1.00","-0.28","17","17","0","1.000","0.00","0.73","2","6","41.09","14.50"
"63","Pavel Francouz","COL","3","177.78333333333","88","82","6","0.932","2.02","2.46","7.63","23","20","3","0.870","1.01","1.14","24","22","2","0.917","0.67","0.48","37","36","1","0.973","0.34","0.58","4","9","36.10","21.33"
"29","Anthony Stolarz","ANA","2","81.1","57","53","4","0.930","2.96","1.48","7.2","31","27","4","0.871","2.96","1.58","11","11","0","1.000","0.00","1.14","13","13","0","1.000","0.00","0.56","5","15","25.07","11.00"
"31","Linus Ullmark","BOS","4","236.25","108","100","8","0.926","2.03","2.38","10.22","32","28","4","0.875","1.02","1.76","28","26","2","0.929","0.51","0.90","41","39","2","0.951","0.51","-0.24","9","25","34.32","24.75"
"38","Vitek Vanecek","N.J","5","306.86666666667","160","148","12","0.925","2.35","3.38","18.07","42","33","9","0.786","1.76","-1.43","51","49","2","0.961","0.39","3.28","62","61","1","0.984","0.20","1.66","10","28","33.02","15.58"
"13","Martin Jones","SEA","6","359.68333333333","157","145","12","0.924","2.00","3.09","15.36","38","31","7","0.816","1.17","-0.15","34","31","3","0.912","0.50","0.52","74","72","2","0.973","0.33","1.17","10","25","37.90","18.92"
"40","Ilya Sorokin","NYI","6","365.9","183","169","14","0.923","2.30","3.59","19.21","64","56","8","0.875","1.31","3.53","51","46","5","0.902","0.82","0.28","55","54","1","0.982","0.16","1.36","21","33","33.15","17.86"
"19","Philipp Grubauer","SEA","2","119.65","64","59","5","0.922","2.51","1.15","6.7","20","16","4","0.800","2.01","-0.40","14","14","0","1.000","0.00","1.45","30","29","1","0.967","0.50","0.28","5","12","31.31","18.00"
"46","Sam Montembeault","MTL","5","296.95","193","178","15","0.922","3.03","3.55","19.48","51","44","7","0.863","1.41","2.19","52","48","4","0.923","0.81","1.38","84","80","4","0.952","0.81","-0.40","10","44","33.95","24.93"
"16","Sergei Bobrovsky","FLA","5","298.88333333333","161","148","13","0.919","2.61","2.47","14.6","34","29","5","0.853","1.00","1.13","49","47","2","0.959","0.40","3.07","68","62","6","0.912","1.20","-3.09","8","25","36.38","23.62"
"7","Alex Stalock","CHI","4","227.65","122","112","10","0.918","2.64","1.73","11.01","34","27","7","0.794","1.84","-0.87","29","28","1","0.966","0.26","2.00","54","52","2","0.963","0.53","0.31","8","15","34.70","18.10"
"55","David Rittich","WPG","2","119.7","61","56","5","0.918","2.51","0.86","5.13","16","12","4","0.750","2.01","-1.12","15","15","0","1.000","0.00","1.55","29","28","1","0.966","0.50","0.24","2","4","34.98","19.60"
"43","Igor Shesterkin","NYR","5","303.56666666667","154","141","13","0.916","2.57","1.80","14.54","46","42","4","0.913","0.79","4.29","48","43","5","0.896","0.99","-0.03","54","50","4","0.926","0.79","-1.69","23","25","32.62","25.69"
"12","Dustin Tokarski","PIT","2","112.18333333333","59","54","5","0.915","2.67","0.67","5.34","18","15","3","0.833","1.60","0.24","13","11","2","0.846","1.07","-0.65","26","26","0","1.000","0.00","1.11","4","10","33.39","13.20"
"17","Jack Campbell","EDM","6","297.73333333333","117","107","10","0.915","2.02","1.24","10.75","28","24","4","0.857","0.81","1.04","29","26","3","0.897","0.60","0.00","54","51","3","0.944","0.60","-0.69","10","18","35.06","19.90"
"4","Brian Elliott","T.B","2","118.78333333333","58","53","5","0.914","2.53","0.57","4.61","14","12","2","0.857","1.01","0.52","14","13","1","0.929","0.51","0.45","26","24","2","0.923","1.01","-0.89","4","8","37.90","22.60"
"30","Connor Hellebuyck","WPG","5","297.4","147","134","13","0.912","2.62","1.13","14.74","33","28","5","0.848","1.01","0.95","47","41","6","0.872","1.21","-1.14","56","54","2","0.964","0.40","0.40","14","25","38.08","22.08"
"14","Darcy Kuemper","WSH","6","364.06666666667","184","167","17","0.908","2.80","0.68","16.69","57","48","9","0.842","1.48","1.27","49","47","2","0.959","0.33","3.07","71","65","6","0.915","0.99","-2.96","5","25","33.85","24.76"
"2","Marc-Andre Fleury","MIN","4","190.83333333333","108","98","10","0.907","3.14","0.38","9.92","25","22","3","0.880","0.94","1.50","31","26","5","0.839","1.57","-1.79","47","45","2","0.957","0.63","0.01","5","19","33.78","27.60"
"27","Matt Murray","TOR","4","238.8","129","117","12","0.907","3.02","0.40","11.08","39","35","4","0.897","1.01","3.03","28","22","6","0.786","1.51","-3.10","52","50","2","0.962","0.50","0.23","12","13","38.52","27.83"
"61","Alexandar Georgiev","COL","4","236.66666666667","138","125","13","0.906","3.30","0.26","15.02","51","40","11","0.784","2.79","-1.81","27","25","2","0.926","0.51","0.79","51","51","0","1.000","0.00","2.18","7","24","34.20","12.46"
"45","Dan Vladar","CGY","3","160.48333333333","74","67","7","0.905","2.62","0.11","6.09","16","13","3","0.813","1.12","-0.12","23","20","3","0.870","1.12","-0.62","24","23","1","0.958","0.37","0.03","4","8","39.69","24.00"
"37","Pheonix Copley","L.A","5","298.93333333333","132","119","13","0.902","2.61","-0.31","14.15","33","25","8","0.758","1.61","-2.05","43","42","1","0.977","0.20","3.45","49","45","4","0.918","0.80","-1.90","14","26","34.17","21.85"
"26","Andrei Vasilevskiy","T.B","5","298.33333333333","131","118","13","0.901","2.61","-0.41","13.65","36","31","5","0.861","1.01","1.49","38","32","6","0.842","1.21","-2.07","52","50","2","0.962","0.40","0.23","15","21","34.98","27.00"
"60","Logan Thompson","VGK","4","213.81666666667","120","108","12","0.900","3.37","-0.47","10.16","27","23","4","0.852","1.12","0.86","38","34","4","0.895","1.12","-0.07","52","48","4","0.923","1.12","-1.77","5","14","34.42","28.58"
"67","Spencer Knight","FLA","2","119.11666666667","69","62","7","0.899","3.53","-0.37","6.21","22","18","4","0.818","2.01","-0.04","15","13","2","0.867","1.01","-0.45","27","26","1","0.963","0.50","0.16","4","14","38.45","20.00"
"58","Ukko-Pekka Luukkonen","BUF","5","305.46666666667","176","158","18","0.898","3.54","-1.08","13.83","44","35","9","0.795","1.77","-1.07","49","45","4","0.918","0.79","1.07","74","69","5","0.932","0.98","-1.83","6","20","35.27","23.22"
"8","James Reimer","S.J","3","181.01666666667","107","96","11","0.897","3.65","-0.72","8.8","29","25","4","0.862","1.33","1.22","40","34","6","0.850","1.99","-1.86","33","32","1","0.970","0.33","0.41","10","15","33.40","22.55"
