"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Craig Anderson","BUF","2","120","66","64","2","0.970","1.00","4.38","5.41","15","15","0","1.000","0.00","2.85","19","17","2","0.895","1.00","-0.08","28","28","0","1.000","0.00","1.10","3","6","35.64","25.50"
"58","Jake Oettinger","DAL","4","240","121","116","5","0.959","1.25","6.70","10.54","28","26","2","0.929","0.50","3.31","24","22","2","0.917","0.50","0.43","64","63","1","0.984","0.25","1.52","5","10","36.71","27.40"
"54","Carter Hart","PHI","4","240","137","130","7","0.949","1.75","6.25","13.87","43","43","0","1.000","0.00","8.16","36","32","4","0.889","1.00","-0.36","53","50","3","0.943","0.75","-0.91","17","30","33.85","32.14"
"57","Stuart Skinner","EDM","2","106.8","54","51","3","0.944","1.69","2.22","6.08","14","12","2","0.857","1.12","0.66","20","19","1","0.950","0.56","1.02","17","17","0","1.000","0.00","0.67","5","6","35.11","25.67"
"21","Jordan Binnington","STL","3","182.16666666667","83","78","5","0.940","1.65","3.03","7.45","17","16","1","0.941","0.33","2.22","31","28","3","0.903","0.99","0.13","33","32","1","0.970","0.33","0.30","3","17","35.13","24.20"
"40","Ville Husso","DET","3","180.13333333333","98","92","6","0.939","2.00","3.48","8.55","22","19","3","0.864","1.00","1.17","20","17","3","0.850","1.00","-0.98","46","46","0","1.000","0.00","1.81","11","13","38.80","16.17"
"7","Alex Stalock","CHI","3","140.5","81","76","5","0.938","2.14","2.83","7.78","19","17","2","0.895","0.85","1.60","26","23","3","0.885","1.28","-0.37","31","31","0","1.000","0.00","1.22","9","13","33.42","23.60"
"22","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","1.00","2.94","12","10","2","0.833","2.00","0.28","6","6","0","1.000","0.00","0.61","13","13","0","1.000","0.00","0.51","3","5","28.45","12.50"
"48","Adin Hill","VGK","2","119.86666666667","61","57","4","0.934","2.00","1.90","3.79","9","6","3","0.667","1.50","-1.29","22","21","1","0.955","0.50","1.22","27","27","0","1.000","0.00","1.06","3","4","38.66","19.50"
"8","James Reimer","S.J","5","297.65","164","153","11","0.933","2.22","4.86","15.93","49","44","5","0.898","1.01","4.29","40","36","4","0.900","0.81","0.04","65","63","2","0.969","0.40","0.56","10","36","36.30","19.91"
