"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.92","2.92","9","8","1","0.889","1.00","0.61","9","9","0","1.000","0.00","0.95","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"72","Pyotr Kochetkov","CAR","2","119.95","49","47","2","0.959","1.00","2.61","5.95","23","21","2","0.913","1.00","2.10","6","6","0","1.000","0.00","0.63","18","18","0","1.000","0.00","0.70","2","8","33.45","11.00"
"31","Linus Ullmark","BOS","13","735.53333333333","373","349","24","0.936","1.96","11.11","30.78","90","76","14","0.844","1.14","2.05","97","91","6","0.938","0.49","4.19","152","148","4","0.974","0.33","1.93","15","48","39.16","20.92"
"24","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.92","2.94","12","10","2","0.833","2.00","0.14","6","6","0","1.000","0.00","0.63","13","13","0","1.000","0.00","0.51","3","5","28.45","12.50"
"30","Connor Hellebuyck","WPG","11","663.96666666667","356","333","23","0.935","2.08","10.51","34.89","98","82","16","0.837","1.45","1.48","104","101","3","0.971","0.27","7.93","137","133","4","0.971","0.36","1.34","19","61","35.30","18.30"
"42","Ilya Sorokin","NYI","12","664.36666666667","355","331","24","0.932","2.17","9.41","37.05","117","102","15","0.872","1.35","5.87","95","89","6","0.937","0.54","3.98","130","127","3","0.977","0.27","2.07","26","70","32.44","20.58"
"62","Stuart Skinner","EDM","8","462","281","262","19","0.932","2.47","7.45","26.26","75","68","7","0.907","0.91","6.38","92","82","10","0.891","1.30","-0.33","97","95","2","0.979","0.26","1.78","23","35","34.60","23.37"
"49","Sam Montembeault","MTL","5","302.56666666667","171","159","12","0.930","2.38","4.10","16.89","49","42","7","0.857","1.39","1.74","52","50","2","0.962","0.40","3.46","64","61","3","0.953","0.59","-0.50","7","29","32.15","21.75"
"59","Carter Hart","PHI","11","668.95","382","355","27","0.929","2.42","8.96","39.22","111","103","8","0.928","0.72","11.80","113","100","13","0.885","1.17","-1.13","140","134","6","0.957","0.54","-0.54","33","78","33.76","22.00"
"63","Jake Oettinger","DAL","10","564.75","280","260","20","0.929","2.12","6.36","27.22","81","71","10","0.877","1.06","4.45","64","58","6","0.906","0.64","0.72","126","122","4","0.968","0.42","0.91","17","31","33.32","20.75"
"67","Alexandar Georgiev","COL","10","600.95","353","326","27","0.924","2.70","6.23","31.69","100","87","13","0.870","1.30","4.83","83","77","6","0.928","0.60","2.72","152","144","8","0.947","0.80","-2.07","19","57","34.77","20.85"
"58","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.22","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
"66","Logan Thompson","VGK","11","654.75","334","308","26","0.922","2.38","5.44","29.49","83","68","15","0.819","1.37","-0.20","80","73","7","0.913","0.64","1.41","149","146","3","0.980","0.27","2.81","26","49","38.12","21.38"
"71","Spencer Knight","FLA","7","415.85","205","189","16","0.922","2.31","3.30","17.95","56","51","5","0.911","0.72","4.99","54","48","6","0.889","0.87","-0.33","83","78","5","0.940","0.72","-1.76","9","27","34.80","26.56"
"14","Cam Talbot","OTT","5","262.9","140","129","11","0.921","2.51","2.18","11.41","36","29","7","0.806","1.60","-0.58","40","38","2","0.950","0.46","2.20","50","48","2","0.960","0.46","-0.05","8","22","40.49","25.09"
"50","Ilya Samsonov","TOR","8","457.08333333333","214","197","17","0.921","2.23","3.14","20.73","64","56","8","0.875","1.05","3.41","56","48","8","0.857","1.05","-2.12","84","83","1","0.988","0.13","2.28","16","38","35.12","19.53"
"69","Kevin Lankinen","NSH","5","277.43333333333","152","140","12","0.921","2.60","2.31","14.89","41","35","6","0.854","1.30","1.31","39","36","3","0.923","0.65","1.10","62","59","3","0.952","0.65","-0.58","13","27","36.65","22.25"
"9","Semyon Varlamov","NYI","6","346.78333333333","199","183","16","0.920","2.77","2.73","19.51","61","52","9","0.852","1.56","1.88","48","45","3","0.938","0.52","2.04","77","73","4","0.948","0.69","-1.00","15","26","35.76","17.56"
"51","Adin Hill","VGK","6","362.36666666667","175","161","14","0.920","2.32","2.47","13.33","38","32","6","0.842","0.99","0.78","56","48","8","0.857","1.32","-2.12","70","70","0","1.000","0.00","2.73","13","18","39.03","20.00"
"70","Akira Schmid","N.J","2","73.833333333333","25","23","2","0.920","1.63","0.35","2.4","3","2","1","0.667","0.81","-0.46","10","10","0","1.000","0.00","1.05","12","11","1","0.917","0.81","-0.53","1","0","29.84","11.00"
"43","Ville Husso","DET","10","608.46666666667","316","290","26","0.918","2.56","3.74","27.85","72","61","11","0.847","1.08","1.84","91","80","11","0.879","1.08","-1.44","129","125","4","0.969","0.39","1.03","17","53","36.88","22.35"
"73","Arvid Soderblom","CHI","6","336.6","208","191","17","0.918","3.03","2.58","18.65","60","51","9","0.850","1.60","1.70","57","51","6","0.895","1.07","-0.01","75","73","2","0.973","0.36","0.92","9","36","36.50","20.82"
"40","Vitek Vanecek","N.J","10","524.16666666667","224","205","19","0.915","2.17","2.08","20.79","57","46","11","0.807","1.26","-0.83","54","50","4","0.926","0.46","1.67","89","85","4","0.955","0.46","-0.53","11","31","39.54","22.58"
"45","Igor Shesterkin","NYR","12","724.71666666667","341","312","29","0.915","2.40","3.10","32.03","98","84","14","0.857","1.16","3.48","94","81","13","0.862","1.08","-3.12","131","129","2","0.985","0.17","3.11","23","48","35.09","20.93"
"57","Charlie Lindgren","WSH","5","281.58333333333","165","151","14","0.915","2.98","1.53","15.99","44","32","12","0.727","2.56","-4.15","56","54","2","0.964","0.43","3.88","58","58","0","1.000","0.00","2.26","14","18","32.96","13.21"
