"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"370","Connor McDavid","EDM","C","8","179.1","9","11","3","8","20","83.33","32","28.13","3.5","50","43","32","11","2","5","4","2","2","0","0","3","9","10","4","10","3","40","54","42.55"
"316","Leon Draisaitl","EDM","C","8","172.78333333333","8","10","10","0","18","75.00","22","36.36","2.6","42","33","31","9","0","4","2","1","1","0","0","6","11","2","2","17","3","51","39","56.67"
"470","Tage Thompson","BUF","C","7","137.58333333333","9","7","4","3","16","84.21","34","26.47","3.27","59","44","30","12","1","3","4","2","2","0","0","6","3","1","7","6","3","27","49","35.53"
"622","Dylan Cozens","BUF","C","7","123.45","4","10","4","6","14","77.78","22","18.18","2.26","37","27","25","6","2","2","8","4","4","0","0","3","1","2","2","5","3","54","57","48.65"
"10","Alex Ovechkin","WSH","L","8","151.86666666667","9","4","1","3","13","72.22","41","21.95","7.31","79","58","35","14","1","8","0","0","0","0","0","2","3","3","15","1","5","0","0","-"
"141","Zach Hyman","EDM","L","7","144.11666666667","4","7","2","5","11","47.83","33","12.12","5.34","42","39","42","24","0","3","0","0","0","0","0","4","1","1","7","4","1","0","0","-"
"181","Ryan Nugent-Hopkins","EDM","C","8","153.26666666667","5","6","5","1","11","61.11","22","22.73","2.94","31","25","18","6","1","1","10","4","4","0","0","0","2","2","2","4","1","53","62","46.09"
"186","Mark Scheifele","WPG","C","8","161.3","7","4","2","2","11","64.71","20","35.00","3.42","34","33","31","15","0","2","10","1","0","0","1","1","3","7","1","3","5","63","66","48.84"
"466","Pierre-Luc Dubois","WPG","L","8","143.15","4","7","4","3","11","73.33","14","28.57","2.37","28","20","22","12","1","1","6","3","3","0","0","3","5","4","2","4","4","68","54","55.74"
"12","Blake Wheeler","WPG","R","8","152.05","5","5","2","3","10","66.67","31","16.13","3.93","48","39","37","16","3","4","6","3","3","0","0","1","2","6","3","7","5","3","7","30.00"
"19","Anze Kopitar","L.A","C","8","158.21666666667","6","4","1","3","10","62.50","19","31.58","2.61","37","29","24","10","0","4","2","1","1","0","0","1","8","4","10","6","9","92","58","61.33"
"140","Jeff Skinner","BUF","L","5","87.65","3","7","5","2","10","66.67","18","16.67","2.43","34","25","24","13","1","4","7","2","1","1","0","1","2","2","2","8","1","10","10","50.00"
"265","Jake Guentzel","PIT","L","7","140.16666666667","3","7","7","0","10","90.91","23","13.04","3.2","43","35","35","15","0","3","8","4","4","0","0","7","8","5","5","11","2","0","0","-"
"321","Kevin Fiala","L.A","L","8","144.96666666667","2","8","5","3","10","71.43","20","10.00","2.67","43","30","24","11","2","3","6","3","3","0","0","1","4","2","7","13","3","1","2","33.33"
"366","Kyle Connor","WPG","L","8","155.35","3","7","5","2","10","62.50","24","12.50","2","43","31","27","6","1","5","0","0","0","0","0","0","1","3","5","4","4","0","0","-"
"388","Roope Hintz","DAL","C","7","127.96666666667","5","5","4","1","10","76.92","22","22.73","2.79","36","28","25","12","2","2","0","0","0","0","0","3","5","0","4","9","4","26","24","52.00"
"408","Artemi Panarin","NYR","L","7","137.15","0","10","7","3","10","90.91","16","0.00","1.82","39","27","20","5","1","5","0","0","0","0","0","0","6","1","3","3","1","0","2","0.00"
"428","Matthew Tkachuk","FLA","L","8","153.9","4","6","2","4","10","76.92","18","22.22","2.02","38","30","24","13","2","2","8","4","4","0","0","3","2","3","3","7","2","1","3","25.00"
"11","Evgeni Malkin","PIT","C","7","126.71666666667","1","8","5","3","9","81.82","22","4.55","2.67","37","29","22","9","1","4","2","1","1","0","0","3","9","6","2","14","1","35","25","58.33"
"17","Sidney Crosby","PIT","C","7","142.51666666667","6","3","0","3","9","69.23","27","22.22","3.25","44","36","27","12","2","1","2","1","1","0","0","0","5","6","7","5","4","83","75","52.53"
"121","Mats Zuccarello","MIN","R","7","139.51666666667","2","7","5","2","9","75.00","22","9.09","1.81","32","27","20","9","0","3","6","3","3","0","0","4","2","4","5","5","6","1","3","25.00"
"143","Taylor Hall","BOS","L","7","111.9","5","4","3","1","9","81.82","27","18.52","3.45","40","33","28","18","7","4","2","1","1","0","0","3","3","3","0","16","5","1","0","100.00"
"163","Johnny Gaudreau","CBJ","L","7","141.86666666667","2","7","5","2","9","90.00","18","11.11","3.1","33","26","20","5","0","0","0","0","0","0","0","2","2","2","1","3","1","0","0","-"
"185","Mika Zibanejad","NYR","C","7","142.05","4","5","3","2","9","64.29","26","15.38","2.3","36","30","14","7","5","2","2","1","1","0","0","2","4","6","9","10","2","52","79","39.69"
"215","Tomas Hertl","S.J","C","7","135.16666666667","5","4","1","3","9","90.00","30","16.67","4.63","42","36","29","16","1","3","4","2","2","0","0","2","3","2","6","9","3","59","53","52.68"
"296","Josh Morrissey","WPG","D","8","189.36666666667","1","8","7","1","9","56.25","8","12.50","0.68","27","18","7","1","0","2","4","2","2","0","0","4","10","4","6","4","15","0","0","-"
"399","Mitchell Marner","TOR","R","6","126.53333333333","5","4","2","2","9","90.00","20","25.00","3.2","41","26","26","7","1","3","4","2","2","0","0","0","5","11","5","12","3","0","2","0.00"
"431","Auston Matthews","TOR","C","6","119.7","4","5","3","2","9","60.00","31","12.90","3.59","46","39","38","16","0","5","0","0","0","0","0","4","3","6","4","10","7","38","39","49.35"
"442","Patrik Laine","CBJ","L","7","139.7","6","3","2","1","9","81.82","30","20.00","2.83","54","42","28","9","0","7","4","2","2","0","0","1","6","1","3","3","1","4","3","57.14"
"582","Rasmus Dahlin","BUF","D","7","176.05","1","8","5","3","9","45.00","16","6.25","1.28","29","19","12","1","0","2","6","3","3","0","0","2","6","1","6","15","5","0","0","-"
"63","Steven Stamkos","T.B","C","7","134.6","4","4","3","1","8","80.00","20","20.00","2.3","37","31","24","7","1","9","2","1","1","0","0","1","8","2","10","10","9","43","33","56.58"
"102","Tyson Barrie","EDM","D","8","166.81666666667","0","8","3","5","8","47.06","16","0.00","0.66","23","16","3","0","1","0","6","3","3","0","0","2","4","1","3","13","12","0","0","-"
"132","Brock Nelson","NYI","C","7","133.46666666667","3","5","1","4","8","80.00","22","13.64","2.27","33","26","23","12","4","3","2","1","1","0","0","2","4","5","9","8","4","45","53","45.92"
