"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"7","Alex Stalock","CHI","1","2.9333333333333","2","2","0","1.000","0.00","0.19","0.12","0","0","0","-","0.00","0.00","2","2","0","1.000","0.00","0.23","0","0","0","-","0.00","0.00","0","0","15.00","-"
"62","Jeremy Swayman","BOS","1","14.1","4","4","0","1.000","0.00","0.37","0.37","1","1","0","1.000","0.00","0.17","0","0","0","-","0.00","0.00","2","2","0","1.000","0.00","0.08","1","0","43.50","-"
"20","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.90","2.92","9","8","1","0.889","1.00","0.55","9","9","0","1.000","0.00","1.03","11","11","0","1.000","0.00","0.42","0","5","37.65","8.00"
"65","Pavel Francouz","COL","1","59.916666666667","25","24","1","0.960","1.00","1.34","2.3","6","5","1","0.833","1.00","0.03","6","6","0","1.000","0.00","0.69","13","13","0","1.000","0.00","0.49","1","5","35.00","12.00"
"69","Pyotr Kochetkov","CAR","2","119.95","49","47","2","0.959","1.00","2.59","5.95","23","21","2","0.913","1.00","1.96","6","6","0","1.000","0.00","0.69","18","18","0","1.000","0.00","0.68","2","8","33.45","11.00"
"58","Filip Gustavsson","MIN","2","124.66666666667","69","66","3","0.957","1.44","3.46","6.21","19","18","1","0.947","0.48","2.28","21","20","1","0.952","0.48","1.41","24","23","1","0.958","0.48","-0.09","10","8","33.74","27.67"
"12","Martin Jones","SEA","5","298.71666666667","135","128","7","0.948","1.41","5.64","14.47","32","29","3","0.906","0.60","2.52","43","40","3","0.930","0.60","1.93","48","47","1","0.979","0.20","0.82","8","24","38.60","22.86"
"25","Matt Murray","TOR","1","60","37","35","2","0.946","2.00","1.46","3.37","9","8","1","0.889","1.00","0.55","15","14","1","0.933","1.00","0.72","12","12","0","1.000","0.00","0.46","3","12","31.43","17.00"
"28","Connor Hellebuyck","WPG","4","239.96666666667","109","103","6","0.945","1.50","4.20","9.23","24","18","6","0.750","1.50","-1.86","30","30","0","1.000","0.00","3.44","44","44","0","1.000","0.00","1.67","8","14","40.06","12.00"
"2","Marc-Andre Fleury","MIN","5","295.9","141","133","8","0.943","1.62","5.20","11.58","30","26","4","0.867","0.81","1.17","39","36","3","0.923","0.61","1.47","65","64","1","0.985","0.20","1.47","13","11","35.94","17.88"
"70","Arvid Soderblom","CHI","4","216.21666666667","128","120","8","0.938","2.22","3.98","10.46","31","27","4","0.871","1.11","1.34","35","32","3","0.914","0.83","1.01","50","49","1","0.980","0.28","0.90","9","13","39.80","21.75"
"68","Spencer Knight","FLA","4","236.13333333333","126","118","8","0.937","2.03","3.80","11.01","37","36","1","0.973","0.25","5.38","33","29","4","0.879","1.02","-0.22","52","49","3","0.942","0.76","-1.02","6","19","32.64","30.25"
"50","Karel Vejmelka","ARI","6","346.88333333333","187","175","12","0.936","2.08","5.51","18.31","45","39","6","0.867","1.04","1.76","46","42","4","0.913","0.69","1.27","85","83","2","0.976","0.35","1.23","6","30","36.68","23.58"
"9","Semyon Varlamov","NYI","3","168.3","102","95","7","0.931","2.50","2.55","10.59","27","24","3","0.889","1.07","1.65","23","22","1","0.957","0.36","1.64","45","42","3","0.933","1.07","-1.29","7","13","35.41","17.00"
"40","Ilya Sorokin","NYI","6","311.78333333333","160","149","11","0.931","2.12","3.98","14.36","51","44","7","0.863","1.35","1.79","40","38","2","0.950","0.38","2.58","62","60","2","0.968","0.38","0.36","7","24","32.14","21.09"
"64","Alexandar Georgiev","COL","4","238.16666666667","145","135","10","0.931","2.52","3.58","11.77","39","34","5","0.872","1.26","1.72","32","31","1","0.969","0.25","2.67","67","63","4","0.940","1.01","-1.46","9","21","34.86","21.40"
"47","Sam Montembeault","MTL","2","121.46666666667","69","64","5","0.928","2.47","1.46","6.58","18","16","2","0.889","0.99","1.10","22","20","2","0.909","0.99","0.52","26","25","1","0.962","0.49","-0.01","2","9","33.00","26.00"
"18","Petr Mrazek","CHI","2","124.96666666667","67","62","5","0.925","2.40","1.27","5.93","16","16","0","1.000","0.00","2.76","17","13","4","0.765","1.92","-2.05","34","33","1","0.971","0.48","0.29","4","12","33.30","28.60"
