"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"25","Joonas Korpisalo","CBJ","1","20","12","12","0","1.000","0.00","1.09","0.94","3","3","0","1.000","0.00","0.50","3","3","0","1.000","0.00","0.31","6","6","0","1.000","0.00","0.22","0","1","32.25","-"
"67","Pyotr Kochetkov","CAR","5","299.98333333333","123","118","5","0.959","1.00","6.16","11.63","36","34","2","0.944","0.40","4.02","34","31","3","0.912","0.60","0.52","44","44","0","1.000","0.00","1.64","21","14","37.80","21.60"
"58","Eetu Makiniemi","S.J","1","59.916666666667","24","23","1","0.958","1.00","1.18","1.61","6","6","0","1.000","0.00","1.00","7","6","1","0.857","1.00","-0.28","9","9","0","1.000","0.00","0.33","2","1","35.29","37.00"
"23","Andrei Vasilevskiy","T.B","4","239.06666666667","124","118","6","0.952","1.51","5.25","11.95","35","34","1","0.971","0.25","4.85","32","28","4","0.875","1.00","-0.69","54","53","1","0.981","0.25","1.01","3","19","34.70","24.00"
"61","Alexandar Georgiev","COL","5","308.18333333333","121","115","6","0.950","1.17","4.97","9.34","30","26","4","0.867","0.78","1.02","23","22","1","0.957","0.19","1.38","61","60","1","0.984","0.19","1.27","10","18","38.60","17.67"
"53","David Rittich","WPG","3","178.51666666667","93","88","5","0.946","1.68","3.44","7.67","19","17","2","0.895","0.67","1.18","21","18","3","0.857","1.01","-0.83","51","51","0","1.000","0.00","1.90","5","11","35.47","19.60"
"1","Craig Anderson","BUF","3","180.96666666667","104","98","6","0.942","1.99","3.43","8.96","28","25","3","0.893","0.99","1.68","33","32","1","0.970","0.33","2.42","41","39","2","0.951","0.66","-0.48","8","7","35.79","26.00"
"20","Jordan Binnington","STL","4","257.41666666667","117","110","7","0.940","1.63","3.61","13.62","43","38","5","0.884","1.17","2.19","32","30","2","0.938","0.47","1.31","36","36","0","1.000","0.00","1.34","10","18","31.53","14.43"
"49","Casey DeSmith","PIT","2","117.35","67","63","4","0.940","2.05","2.08","5.68","17","15","2","0.882","1.02","0.84","18","17","1","0.944","0.51","0.86","27","26","1","0.963","0.51","0.00","3","6","37.16","27.25"
"56","Ukko-Pekka Luukkonen","BUF","3","178.38333333333","115","108","7","0.939","2.35","3.43","12.42","40","36","4","0.900","1.35","2.69","39","37","2","0.949","0.67","2.04","34","33","1","0.971","0.34","0.26","5","23","31.50","21.14"
"2","Marc-Andre Fleury","MIN","4","237.38333333333","110","103","7","0.936","1.77","2.98","9.26","32","26","6","0.813","1.52","-0.65","26","25","1","0.962","0.25","1.69","48","48","0","1.000","0.00","1.78","3","12","34.93","13.57"
"52","Filip Gustavsson","MIN","4","237.88333333333","104","97","7","0.933","1.77","2.43","10.94","30","25","5","0.833","1.26","0.02","32","31","1","0.969","0.25","2.31","39","38","1","0.974","0.25","0.45","7","24","31.70","12.86"
"63","Pavel Francouz","COL","2","119.31666666667","60","56","4","0.933","2.01","1.44","3.54","9","6","3","0.667","1.51","-1.50","16","16","0","1.000","0.00","1.66","31","30","1","0.968","0.50","0.15","5","4","40.05","14.25"
"41","Mackenzie Blackwood","N.J","2","80","43","40","3","0.930","2.25","0.90","5.34","17","16","1","0.941","0.75","1.84","12","11","1","0.917","0.75","0.24","14","13","1","0.929","0.75","-0.48","3","17","27.47","15.00"
"28","Linus Ullmark","BOS","4","249.28333333333","126","117","9","0.929","2.17","2.43","12.12","35","31","4","0.886","0.96","1.85","34","33","1","0.971","0.24","2.52","51","47","4","0.922","0.96","-2.10","19","23","37.17","23.56"
"44","Sam Montembeault","MTL","2","119.48333333333","70","65","5","0.929","2.51","1.35","7.77","28","25","3","0.893","1.51","1.68","20","18","2","0.900","1.00","0.07","22","22","0","1.000","0.00","0.82","1","11","27.06","16.00"
"40","Igor Shesterkin","NYR","6","364.85","166","154","12","0.928","1.97","3.06","14.95","44","38","6","0.864","0.99","1.36","48","45","3","0.938","0.49","1.97","67","64","3","0.955","0.49","-0.51","19","14","34.55","23.67"
"48","Connor Ingram","ARI","1","58.983333333333","41","38","3","0.927","3.05","0.72","4.21","10","9","1","0.900","1.02","0.67","17","15","2","0.882","2.03","-0.24","13","13","0","1.000","0.00","0.48","1","7","34.32","18.00"
"55","Jake Oettinger","DAL","6","368.23333333333","189","175","14","0.926","2.28","3.14","16.45","40","33","7","0.825","1.14","-0.31","49","44","5","0.898","0.81","0.07","91","89","2","0.978","0.33","1.38","6","27","35.23","21.50"
"31","Tristan Jarry","PIT","5","301.65","156","144","12","0.923","2.39","2.15","12.88","42","35","7","0.833","1.39","0.02","43","40","3","0.930","0.60","1.45","62","60","2","0.968","0.40","0.30","7","20","37.03","20.17"
"45","Ilya Samsonov","TOR","4","238.61666666667","104","96","8","0.923","2.01","1.43","8.71","25","23","2","0.920","0.50","2.18","26","23","3","0.885","0.75","-0.31","44","41","3","0.932","0.75","-1.36","8","16","38.19","25.13"
"30","Juuse Saros","NSH","7","424.36666666667","232","214","18","0.922","2.54","3.04","22.96","59","50","9","0.847","1.27","0.86","75","68","7","0.907","0.99","0.76","87","85","2","0.977","0.28","1.23","20","33","34.05","23.17"
"50","Charlie Lindgren","WSH","6","361.8","167","154","13","0.922","2.16","2.15","15.47","43","36","7","0.837","1.16","0.19","46","43","3","0.935","0.50","1.76","68","65","3","0.956","0.50","-0.47","11","15","36.74","22.69"
