"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"411","Connor McDavid","EDM","C","73","291.63333333333","21","42","25","17","63","81.82","96","21.88","14.13","151","120","109","37","1","8","2","1","1","0","0","4","23","5","4","20","1","18","11","62.07"
"347","Leon Draisaitl","EDM","C","71","286.08333333333","28","27","19","8","55","71.43","94","29.79","14.94","149","128","89","34","0","14","6","3","3","0","0","1","13","5","2","14","1","182","125","59.28"
"196","Ryan Nugent-Hopkins","EDM","C","73","286.86666666667","13","32","11","21","45","58.44","53","24.53","7.47","83","65","61","22","0","5","2","1","1","0","0","1","7","1","4","6","2","6","10","37.50"
"195","Nikita Kucherov","T.B","R","74","301.68333333333","8","36","22","14","44","86.27","69","11.59","7.81","144","102","79","16","9","6","8","4","4","0","0","3","22","5","7","14","2","0","0","-"
"97","John Tavares","TOR","C","72","248.16666666667","15","20","14","6","35","72.92","93","16.13","19.02","134","123","119","89","1","25","4","2","2","0","0","0","8","0","4","12","0","159","103","60.69"
"448","Mitchell Marner","TOR","R","73","262.38333333333","8","26","7","19","34","68.00","41","19.51","4.23","88","52","39","5","0","8","2","1","1","0","0","1","19","4","2","11","1","0","0","-"
"11","Evgeni Malkin","PIT","C","73","289.85","10","23","13","10","33","78.57","59","16.95","8.49","123","85","78","19","2","11","4","2","2","0","0","2","27","4","3","9","2","24","18","57.14"
"364","David Pastrnak","BOS","R","73","279.55","17","16","10","6","33","73.33","114","14.91","12.32","216","156","95","24","0","15","6","3","3","0","0","3","21","4","2","18","3","1","0","100.00"
"420","Mikko Rantanen","COL","R","72","296.55","11","21","17","4","32","62.75","64","17.19","8.85","113","92","63","18","2","5","2","1","1","0","0","1","7","3","3","16","0","41","59","41.00"
"484","Matthew Tkachuk","FLA","L","70","308.05","13","19","7","12","32","71.11","93","13.98","18.3","138","122","103","75","3","26","0","0","0","0","0","0","14","2","0","12","0","2","7","22.22"
