"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Semyon Varlamov","NYI","1","60","23","23","0","1.000","0.00","2.26","2.24","6","6","0","1.000","0.00","1.12","4","4","0","1.000","0.00","0.43","11","11","0","1.000","0.00","0.40","0","1","39.48","-"
"68","Pyotr Kochetkov","CAR","1","59.75","19","19","0","1.000","0.00","1.87","1.74","2","2","0","1.000","0.00","0.37","7","7","0","1.000","0.00","0.75","8","8","0","1.000","0.00","0.29","0","5","45.74","-"
"54","Filip Gustavsson","MIN","4","250.73333333333","121","118","3","0.975","0.72","8.89","10.07","32","29","3","0.906","0.72","2.95","36","36","0","1.000","0.00","3.88","45","45","0","1.000","0.00","1.65","6","14","36.17","10.00"
"64","Ivan Prosvetov","ARI","1","59.966666666667","40","39","1","0.975","1.00","2.93","4.55","11","10","1","0.909","1.00","1.04","14","14","0","1.000","0.00","1.51","15","15","0","1.000","0.00","0.55","4","8","32.95","5.00"
"62","Kevin Lankinen","NSH","1","60","31","30","1","0.968","1.00","2.05","3.78","15","14","1","0.933","1.00","1.79","5","5","0","1.000","0.00","0.54","11","11","0","1.000","0.00","0.40","1","7","25.23","9.00"
"43","Felix Sandstrom","PHI","1","57.883333333333","29","28","1","0.966","1.04","1.85","2.86","5","5","0","1.000","0.00","0.93","9","8","1","0.889","1.04","-0.03","13","13","0","1.000","0.00","0.48","1","5","43.62","24.00"
"52","Joseph Woll","TOR","1","60","26","25","1","0.962","1.00","1.55","3.27","11","10","1","0.909","1.00","1.04","8","8","0","1.000","0.00","0.86","7","7","0","1.000","0.00","0.26","1","5","23.73","13.00"
"2","Marc-Andre Fleury","MIN","4","243.9","124","119","5","0.960","1.23","7.18","12.78","48","45","3","0.938","0.74","5.92","24","22","2","0.917","0.49","0.59","44","44","0","1.000","0.00","1.61","7","27","32.15","13.80"
"31","Antti Raanta","CAR","3","139.93333333333","60","57","3","0.950","1.29","2.89","6.82","17","15","2","0.882","0.86","1.16","14","13","1","0.929","0.43","0.51","23","23","0","1.000","0.00","0.84","5","13","38.68","17.00"
"30","Linus Ullmark","BOS","3","184.3","110","104","6","0.945","1.95","4.81","10.21","31","28","3","0.903","0.98","2.76","33","31","2","0.939","0.65","1.56","38","37","1","0.974","0.33","0.39","5","15","34.58","21.50"
