"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"358","Connor McDavid","EDM","C","7","153.23333333333","6","8","3","5","14","93.33","34","17.65","3.35","50","42","37","12","1","1","2","1","1","0","0","4","8","4","9","9","4","50","44","53.19"
"467","Tage Thompson","BUF","R","7","125.3","8","5","3","2","13","108.33","33","24.24","3.85","58","47","31","16","1","5","2","1","1","0","0","1","2","2","0","9","1","36","44","45.00"
"518","Jason Robertson","DAL","L","6","102.38333333333","6","7","4","3","13","76.47","33","18.18","2.91","45","37","27","12","1","6","0","0","0","0","0","0","4","3","6","6","0","0","0","-"
"308","Leon Draisaitl","EDM","C","7","152","5","7","7","0","12","70.59","27","18.52","2.88","36","33","25","14","0","5","4","2","2","0","0","1","4","3","4","5","9","90","63","58.82"
"365","Mikko Rantanen","COL","R","4","80.85","6","6","4","2","12","92.31","16","37.50","2.67","18","17","9","6","2","2","4","2","2","0","0","1","2","3","6","2","3","15","10","60.00"
"41","Jamie Benn","DAL","L","6","85.9","6","5","4","1","11","84.62","20","30.00","2.57","32","23","21","13","2","1","5","1","0","1","0","3","1","3","7","5","1","35","23","60.34"
"67","Erik Karlsson","S.J","D","6","172.05","4","7","4","3","11","68.75","26","15.38","1","49","34","19","2","6","4","2","1","1","0","0","2","8","6","4","10","6","0","0","-"
"180","Nikita Kucherov","T.B","R","6","121.96666666667","4","7","4","3","11","91.67","27","14.81","3.11","45","35","27","8","5","1","8","4","4","0","0","4","12","5","10","15","2","0","0","-"
"282","Nathan MacKinnon","COL","C","4","81.916666666667","1","10","6","4","11","84.62","21","4.76","1.39","33","28","11","3","2","1","4","2","2","0","0","3","1","3","2","5","2","30","42","41.67"
"359","Jack Eichel","VGK","C","7","135.36666666667","6","5","4","1","11","78.57","30","20.00","2.54","46","32","23","6","1","2","0","0","0","0","0","2","8","6","9","9","4","24","40","37.50"
"428","Adam Fox","NYR","D","8","206.11666666667","3","8","3","5","11","78.57","15","20.00","1.15","34","20","21","5","1","1","4","2","2","0","0","1","8","9","3","12","14","0","0","-"
"206","Hampus Lindholm","BOS","D","7","176","2","8","4","4","10","71.43","18","11.11","1.52","30","20","11","2","2","3","4","2","2","0","0","1","5","5","6","19","9","0","0","-"
"378","Roope Hintz","DAL","C","6","98.783333333333","3","7","2","5","10","62.50","14","21.43","1.31","19","18","15","5","0","0","4","2","2","0","0","0","3","3","7","7","3","14","19","42.42"
"391","Mitchell Marner","TOR","R","7","147.81666666667","1","9","4","5","10","100.00","15","6.67","1.13","22","18","9","4","0","2","2","1","1","0","0","1","8","8","6","8","6","0","0","-"
"412","Troy Terry","ANA","R","7","148.63333333333","2","8","4","4","10","90.91","25","8.00","3.65","50","42","36","18","2","4","0","0","0","0","0","6","4","10","1","13","7","0","0","-"
"438","Clayton Keller","ARI","R","8","155.96666666667","4","6","4","2","10","100.00","16","25.00","2.38","26","21","16","5","1","1","2","1","1","0","0","1","3","4","4","8","3","2","7","22.22"
"506","Nico Hischier","N.J","C","7","139.48333333333","5","5","2","3","10","66.67","23","21.74","2.77","46","35","30","14","3","6","0","0","0","0","0","2","4","11","1","13","4","86","75","53.42"
"8","Joe Pavelski","DAL","C","6","91.15","4","5","3","2","9","52.94","11","36.36","2.03","19","16","14","10","0","2","2","1","1","0","0","2","5","0","8","6","3","32","21","60.38"
"35","Claude Giroux","OTT","R","6","113.35","5","4","2","2","9","75.00","17","29.41","1.41","30","23","13","6","0","1","2","1","1","0","0","2","1","2","6","6","2","40","24","62.50"
"101","Tomas Tatar","N.J","L","7","102.01666666667","2","7","4","3","9","69.23","12","16.67","1.91","22","15","18","7","1","1","2","1","1","0","0","2","2","3","5","8","5","1","2","33.33"
"289","Bo Horvat","VAN","C","7","152.4","7","2","1","1","9","69.23","29","24.14","3.59","43","37","34","16","0","0","0","0","0","0","0","2","1","3","5","7","2","98","73","57.31"
"362","Timo Meier","S.J","R","6","123.28333333333","6","3","3","0","9","64.29","34","17.65","3.12","50","43","35","14","5","5","2","1","1","0","0","2","4","11","14","9","1","1","6","14.29"
"401","Artemi Panarin","NYR","L","8","159.61666666667","1","8","6","2","9","90.00","17","5.88","0.91","35","21","15","0","0","3","4","2","2","0","0","1","8","1","0","4","1","0","0","-"
"511","Elias Pettersson","VAN","C","7","144.85","2","7","3","4","9","56.25","27","7.41","2.89","48","36","23","10","0","5","0","0","0","0","0","2","5","8","7","8","8","25","41","37.88"
"514","Nick Suzuki","MTL","C","6","127.76666666667","6","3","1","2","9","75.00","14","42.86","1.54","18","17","14","6","1","2","0","0","0","0","0","1","4","2","0","7","4","36","56","39.13"
"565","Quinn Hughes","VAN","D","7","167.16666666667","0","9","5","4","9","64.29","11","0.00","0.47","27","15","5","0","0","1","4","2","2","0","0","1","5","1","0","6","5","0","0","-"
"618","Kirby Dach","MTL","C","6","104.46666666667","3","6","5","1","9","69.23","10","30.00","0.93","17","12","10","1","0","0","0","0","0","0","0","0","4","1","4","16","1","0","1","0.00"
"629","Jack Hughes","N.J","C","7","133.5","2","7","3","4","9","75.00","31","6.45","4.43","51","42","30","7","5","3","2","1","1","0","0","4","6","4","1","9","1","15","23","39.47"
"11","Evgeni Malkin","PIT","C","6","108.31666666667","3","5","3","2","8","80.00","13","23.08","1.94","29","22","20","6","3","1","8","4","4","0","0","3","7","10","5","11","1","31","32","49.21"
"27","Brad Marchand","BOS","L","7","133.38333333333","3","5","3","2","8","72.73","18","16.67","1.06","32","21","16","2","1","2","0","0","0","0","0","4","8","2","13","11","4","1","2","33.33"
"98","Chris Kreider","NYR","L","8","150.81666666667","4","4","3","1","8","66.67","31","12.90","4.29","45","38","38","24","5","4","2","1","1","0","0","3","4","4","16","4","2","5","6","45.45"
"102","Tyson Barrie","EDM","D","7","132.66666666667","2","6","3","3","8","53.33","8","25.00","0.7","22","16","7","1","0","0","6","3","3","0","0","0","2","0","3","11","7","0","0","-"
"126","Evgeny Kuznetsov","WSH","C","8","154.78333333333","2","6","4","2","8","80.00","22","9.09","2.17","36","27","17","7","1","2","6","3","3","0","0","5","6","4","6","4","3","65","63","50.78"
"132","Brock Nelson","NYI","C","7","133.71666666667","5","3","3","0","8","88.89","31","16.13","2.93","51","37","31","9","0","5","2","1","1","0","0","2","4","4","6","6","1","45","49","47.87"
"185","Mika Zibanejad","NYR","C","8","165.78333333333","4","4","3","1","8","72.73","26","15.38","3.31","48","41","27","11","0","2","4","2","2","0","0","3","4","3","7","8","0","54","64","45.76"
"190","J.T. Miller","VAN","C","7","150.75","4","4","4","0","8","72.73","17","23.53","1.95","35","26","19","7","0","2","2","1","1","0","0","5","5","2","13","6","6","19","15","55.88"
"216","Tomas Hertl","S.J","C","6","122.61666666667","3","5","2","3","8","57.14","10","30.00","1.48","25","14","19","8","0","4","0","0","0","0","0","0","3","4","5","9","6","59","60","49.58"
"219","Filip Forsberg","NSH","L","6","110.11666666667","3","5","1","4","8","72.73","21","14.29","1.95","46","31","22","6","1","4","2","1","1","0","0","1","6","4","12","6","4","0","0","-"
"225","Chandler Stephenson","VGK","C","7","139.51666666667","2","6","3","3","8","57.14","13","15.38","1.84","20","17","15","8","1","2","2","1","1","0","0","0","1","6","9","10","4","53","27","66.25"
"264","Miles Wood","N.J","L","7","98.133333333333","5","3","1","2","8","88.89","27","18.52","3","38","34","26","17","4","8","23","6","4","1","1","7","2","3","9","9","0","0","1","0.00"
"321","David Pastrnak","BOS","R","7","138.21666666667","2","6","4","2","8","57.14","34","5.88","3.36","63","47","23","8","0","5","6","3","3","0","0","4","9","3","8","11","0","1","4","20.00"
"331","Brayden Point","T.B","C","6","114.25","2","6","2","4","8","66.67","17","11.76","2.19","26","21","22","13","2","2","2","1","1","0","0","1","1","9","3","14","5","35","35","50.00"
"354","Kyle Connor","WPG","L","6","126.4","1","7","4","3","8","80.00","18","5.56","2.48","39","26","29","10","2","4","2","1","1","0","0","1","2","5","3","7","1","0","0","-"
"372","Travis Konecny","PHI","R","7","141.3","2","6","5","1","8","100.00","24","8.33","1.69","42","31","21","8","3","3","25","7","5","1","1","7","3","5","10","14","4","5","4","55.56"
"425","Auston Matthews","TOR","C","7","142.56666666667","5","3","3","0","8","80.00","29","17.24","4.28","56","46","38","24","3","4","4","2","2","0","0","3","10","9","13","17","4","55","51","51.89"
"524","Martin Necas","CAR","C","7","134.15","2","6","4","2","8","80.00","24","8.33","2.08","37","31","22","8","0","2","4","2","2","0","0","2","6","5","7","8","2","22","25","46.81"
"530","Cale Makar","COL","D","4","102.9","3","5","3","2","8","57.14","14","21.43","0.79","30","19","12","2","0","2","2","1","1","0","0","1","1","4","4","0","9","0","0","-"
"566","Brady Tkachuk","OTT","L","6","119.91666666667","0","8","5","3","8","80.00","23","0.00","3.14","38","35","27","14","3","5","10","5","5","0","0","4","2","3","16","12","0","25","25","50.00"
"577","Andrei Svechnikov","CAR","R","7","135.3","4","4","1","3","8","72.73","17","23.53","2.99","50","35","28","10","0","4","4","2","2","0","0","3","5","3","14","14","0","0","0","-"
"621","Trevor Zegras","ANA","C","7","144.8","3","5","4","1","8","72.73","19","15.79","1.23","35","23","12","2","1","0","16","4","3","0","1","4","8","5","5","6","4","32","33","49.23"
"10","Alex Ovechkin","WSH","L","8","168.1","4","3","1","2","7","70.00","25","16.00","2.43","69","44","29","5","1","5","8","3","3","0","0","2","3","6","20","6","2","1","1","50.00"
"63","Alex Pietrangelo","VGK","D","7","166.13333333333","1","6","1","5","7","58.33","16","6.25","0.65","33","23","5","1","2","2","4","2","2","0","0","1","10","5","9","15","19","0","0","-"
"124","Jason Zucker","PIT","L","6","88.916666666667","3","4","2","2","7","87.50","20","15.00","2.1","30","28","19","10","0","1","0","0","0","0","0","0","1","2","16","10","1","0","0","-"
"140","Jeff Skinner","BUF","L","7","119.95","2","5","3","2","7","70.00","22","9.09","2.4","33","27","24","10","0","4","0","0","0","0","0","2","3","4","7","3","0","19","18","51.35"
"203","Yanni Gourde","SEA","C","6","102.95","2","5","4","1","7","100.00","16","12.50","1.91","23","18","17","11","4","5","2","1","1","0","0","1","2","8","10","10","3","25","26","49.02"
"251","Dominik Kubalik","DET","L","7","121.03333333333","3","4","4","0","7","77.78","17","17.65","1.96","35","25","16","5","0","0","0","0","0","0","0","2","0","0","7","8","3","7","4","63.64"
"260","Jake Guentzel","PIT","L","6","122.08333333333","4","3","1","2","7","87.50","16","25.00","3.62","28","23","20","11","0","0","4","2","2","0","0","1","2","1","8","8","0","0","1","0.00"
"262","Carter Verhaeghe","FLA","C","6","119","4","3","2","1","7","87.50","25","16.00","2.32","39","31","22","12","0","5","6","3","3","0","0","1","4","3","2","8","3","1","2","33.33"
"285","Elias Lindholm","CGY","C","7","139.16666666667","3","4","2","2","7","87.50","15","20.00","1.75","22","20","14","6","0","0","2","1","1","0","0","2","3","1","13","4","7","82","67","55.03"
"291","Josh Morrissey","WPG","D","6","142.5","1","6","3","3","7","63.64","13","7.69","1.08","30","21","11","2","1","1","2","1","1","0","0","2","6","3","10","10","7","0","0","-"
"311","William Nylander","TOR","R","7","116.56666666667","2","5","4","1","7","63.64","18","11.11","1.82","36","26","17","8","2","2","4","2","2","0","0","1","2","4","3","10","3","6","7","46.15"
"313","Kevin Fiala","L.A","L","7","120.55","3","4","3","1","7","87.50","22","13.64","2.36","36","27","25","8","2","2","4","2","2","0","0","2","0","3","4","16","1","4","2","66.67"
"314","Dylan Larkin","DET","C","7","147.76666666667","3","4","1","3","7","58.33","19","15.79","2.65","35","26","19","6","2","2","6","3","3","0","0","4","3","9","5","6","4","68","57","54.40"
"327","Brandon Montour","FLA","D","6","161","1","6","2","4","7","63.64","21","4.76","1.29","41","33","15","2","1","6","6","3","3","0","0","1","6","5","10","5","9","0","0","-"
"368","Sebastian Aho","CAR","C","7","142.7","3","4","3","1","7","58.33","20","15.00","3.5","34","28","23","13","0","5","6","3","3","0","0","3","5","3","5","14","1","59","48","55.14"
"464","Mikhail Sergachev","T.B","D","6","150.31666666667","3","4","3","1","7","63.64","15","20.00","0.6","30","18","12","3","2","2","6","3","3","0","0","0","5","5","8","10","12","0","0","-"
"522","Miro Heiskanen","DAL","D","6","135.78333333333","0","7","3","4","7","46.67","12","0.00","0.45","28","18","7","0","0","5","2","1","1","0","0","1","1","4","2","16","9","0","0","-"
"581","Rasmus Dahlin","BUF","D","6","164.8","2","5","2","3","7","53.85","29","6.90","1.75","44","32","17","4","1","1","12","6","6","0","0","2","1","4","5","10","12","0","0","-"
"642","Matias Maccelli","ARI","L","8","127.63333333333","1","6","5","1","7","87.50","11","9.09","0.74","16","13","11","2","0","0","8","4","4","0","0","2","5","5","5","4","2","0","0","-"
