"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"24","Andrei Vasilevskiy","T.B","4","243.9","133","128","5","0.962","1.23","7.45","12.22","40","40","0","1.000","0.00","6.85","37","34","3","0.919","0.74","0.93","53","51","2","0.962","0.49","-0.05","7","16","33.44","36.40"
"6","Jonathan Quick","L.A","1","64.916666666667","24","23","1","0.958","0.92","1.25","2.47","5","5","0","1.000","0.00","0.86","11","10","1","0.909","0.92","0.17","8","8","0","1.000","0.00","0.29","3","4","31.04","12.00"
"63","Pyotr Kochetkov","CAR","2","119.98333333333","63","60","3","0.952","1.50","2.90","7.1","21","20","1","0.952","0.50","2.60","19","17","2","0.895","1.00","0.02","18","18","0","1.000","0.00","0.66","10","8","34.46","19.00"
"2","Marc-Andre Fleury","MIN","3","179.15","94","89","5","0.947","1.67","3.80","7.67","21","17","4","0.810","1.34","-0.40","26","25","1","0.962","0.33","1.76","44","44","0","1.000","0.00","1.62","6","16","36.87","16.60"
"9","Semyon Varlamov","NYI","1","53.633333333333","37","35","2","0.946","2.24","1.46","2.49","6","5","1","0.833","1.12","0.03","9","8","1","0.889","1.12","-0.04","19","19","0","1.000","0.00","0.70","1","5","43.57","22.00"
"26","Joonas Korpisalo","CBJ","2","113.78333333333","54","51","3","0.944","1.58","2.06","5.22","16","14","2","0.875","1.05","0.74","15","14","1","0.933","0.53","0.59","19","19","0","1.000","0.00","0.70","5","10","35.76","15.33"
"13","Darcy Kuemper","WSH","3","183.03333333333","102","96","6","0.941","1.97","3.55","9.41","25","21","4","0.840","1.31","0.28","32","30","2","0.938","0.66","1.40","39","39","0","1.000","0.00","1.44","7","9","35.50","22.00"
"28","Linus Ullmark","BOS","3","179.63333333333","110","103","7","0.936","2.34","3.30","10.75","30","25","5","0.833","1.67","0.14","28","28","0","1.000","0.00","2.98","47","45","2","0.957","0.67","-0.27","22","28","35.45","19.00"
"1","Craig Anderson","BUF","1","59.65","31","29","2","0.935","2.01","0.90","3.08","10","9","1","0.900","1.01","0.71","11","11","0","1.000","0.00","1.17","10","9","1","0.900","1.01","-0.63","3","3","30.29","35.50"
"55","Jeremy Swayman","BOS","3","183.6","92","86","6","0.935","1.96","2.61","9.96","37","33","4","0.892","1.31","2.34","24","24","0","1.000","0.00","2.55","27","25","2","0.926","0.65","-1.01","4","15","31.67","21.83"
"30","Juuse Saros","NSH","6","364.73333333333","207","193","14","0.932","2.30","5.38","21.77","58","52","6","0.897","0.99","3.93","71","65","6","0.915","0.99","1.55","68","66","2","0.971","0.33","0.50","13","29","32.64","23.71"
"53","Ukko-Pekka Luukkonen","BUF","2","119.65","74","69","5","0.932","2.51","1.93","7.72","24","22","2","0.917","1.00","2.11","21","19","2","0.905","1.00","0.23","28","27","1","0.964","0.50","0.03","3","13","32.84","24.20"
"35","Ilya Sorokin","NYI","7","367.66666666667","174","162","12","0.931","1.96","4.29","16.64","44","38","6","0.864","0.98","1.54","34","31","3","0.912","0.49","0.62","89","86","3","0.966","0.49","0.28","9","37","36.81","24.67"
"7","Alex Stalock","CHI","2","118.68333333333","57","53","4","0.930","2.02","1.34","5.25","12","11","1","0.917","0.51","1.06","22","20","2","0.909","1.01","0.34","21","20","1","0.952","0.51","-0.23","2","9","37.65","28.75"
"58","Collin Delia","VAN","2","119.55","71","66","5","0.930","2.51","1.65","8.25","31","26","5","0.839","2.51","0.31","10","10","0","1.000","0.00","1.06","27","27","0","1.000","0.00","0.99","3","14","32.70","16.20"
"50","David Rittich","WPG","3","176.56666666667","96","89","7","0.927","2.38","1.99","8.72","23","21","2","0.913","0.68","1.94","27","23","4","0.852","1.36","-1.13","42","41","1","0.976","0.34","0.55","6","14","32.84","21.57"
"47","Charlie Lindgren","WSH","3","184.23333333333","81","75","6","0.926","1.95","1.58","8.24","22","19","3","0.864","0.98","0.77","24","22","2","0.917","0.65","0.55","32","31","1","0.969","0.33","0.18","4","7","34.72","22.50"
"59","Lukas Dostal","ANA","4","241.4","176","163","13","0.926","3.23","3.48","18.21","47","39","8","0.830","1.99","0.05","49","48","1","0.980","0.25","4.21","69","65","4","0.942","0.99","-1.46","6","20","34.42","25.92"
"57","Alexandar Georgiev","COL","6","372.98333333333","170","157","13","0.924","2.09","2.92","15.49","48","42","6","0.875","0.97","2.22","41","36","5","0.878","0.80","-0.64","73","71","2","0.973","0.32","0.69","11","28","34.23","21.62"
"38","Igor Shesterkin","NYR","5","300.7","141","130","11","0.922","2.19","2.20","12.49","38","32","6","0.842","1.20","0.51","46","44","2","0.957","0.40","2.89","52","49","3","0.942","0.60","-1.09","15","19","33.41","19.91"
"5","Thomas Greiss","STL","2","119.81666666667","75","69","6","0.920","3.00","1.02","6.72","20","16","4","0.800","2.00","-0.57","27","25","2","0.926","1.00","0.87","24","24","0","1.000","0.00","0.88","4","11","37.00","12.67"
"52","Jake Oettinger","DAL","5","299.4","137","126","11","0.920","2.20","1.83","11.78","32","27","5","0.844","1.00","0.48","36","32","4","0.889","0.80","-0.17","62","60","2","0.968","0.40","0.28","8","15","36.94","19.82"
"27","Connor Hellebuyck","WPG","4","237.28333333333","111","102","9","0.919","2.28","1.39","10.64","26","21","5","0.808","1.26","-0.55","31","27","4","0.871","1.01","-0.70","48","48","0","1.000","0.00","1.77","5","12","37.87","16.00"
"15","Sergei Bobrovsky","FLA","4","237.11666666667","133","122","11","0.917","2.78","1.45","12.01","38","32","6","0.842","1.52","0.51","30","29","1","0.967","0.25","2.19","57","53","4","0.930","1.01","-1.90","12","22","37.20","27.45"
"45","Connor Ingram","ARI","2","118.98333333333","72","66","6","0.917","3.03","0.74","6.92","18","16","2","0.889","1.01","1.08","29","26","3","0.897","1.51","0.08","23","22","1","0.957","0.50","-0.15","4","12","34.01","22.17"
"49","Filip Gustavsson","MIN","3","178.3","84","77","7","0.917","2.36","0.86","7.81","23","18","5","0.783","1.68","-1.06","21","20","1","0.952","0.34","1.23","35","34","1","0.971","0.34","0.29","6","15","35.42","13.00"
"23","John Gibson","ANA","2","124.91666666667","94","86","8","0.915","3.84","0.80","8.63","25","20","5","0.800","2.40","-0.72","31","29","2","0.935","0.96","1.30","33","32","1","0.970","0.48","0.22","6","10","32.05","19.88"
"21","Jordan Binnington","STL","4","259.55","125","114","11","0.912","2.54","0.70","12.97","48","41","7","0.854","1.62","1.22","34","32","2","0.941","0.46","1.62","34","32","2","0.941","0.46","-0.75","6","19","33.52","15.73"
"51","Stuart Skinner","EDM","5","296.1","158","144","14","0.911","2.84","0.79","14.85","34","28","6","0.824","1.22","-0.18","45","39","6","0.867","1.22","-1.22","67","65","2","0.970","0.41","0.47","10","18","37.04","28.50"
"33","Pheonix Copley","L.A","5","313.38333333333","132","120","12","0.909","2.30","0.36","13.31","34","26","8","0.765","1.53","-2.18","41","39","2","0.951","0.38","2.36","48","46","2","0.958","0.38","-0.23","14","27","33.83","19.58"
"29","Antti Raanta","CAR","5","302.63333333333","131","119","12","0.908","2.38","0.26","12.67","44","35","9","0.795","1.78","-1.46","33","31","2","0.939","0.40","1.51","44","43","1","0.977","0.20","0.62","5","19","34.54","19.75"
"19","Petr Mrazek","CHI","3","178.15","107","97","10","0.907","3.37","0.02","9.96","32","25","7","0.781","2.36","-1.52","27","25","2","0.926","0.67","0.87","46","45","1","0.978","0.34","0.69","3","21","31.89","13.60"
"3","Jaroslav Halak","NYR","1","60","32","29","3","0.906","3.00","0.00","2.42","11","9","2","0.818","2.00","-0.12","8","8","0","1.000","0.00","0.85","12","11","1","0.917","1.00","-0.56","3","3","33.22","20.67"
"14","Cam Talbot","OTT","5","307.65","170","154","16","0.906","3.12","-0.08","14.97","30","22","8","0.733","1.56","-2.86","61","56","5","0.918","0.98","1.49","71","68","3","0.958","0.59","-0.39","7","27","35.85","23.06"
"22","Magnus Hellberg","DET","2","100.93333333333","53","48","5","0.906","2.97","-0.04","5.22","17","13","4","0.765","2.38","-1.09","13","12","1","0.923","0.59","0.38","21","21","0","1.000","0.00","0.77","3","7","35.23","15.20"
"40","Dan Vladar","CGY","2","123.13333333333","63","57","6","0.905","2.92","-0.10","6.69","23","18","5","0.783","2.44","-1.06","19","18","1","0.947","0.49","1.02","16","16","0","1.000","0.00","0.59","4","9","33.62","11.17"
"56","Logan Thompson","VGK","5","294.31666666667","122","110","12","0.902","2.45","-0.58","10.44","29","24","5","0.828","1.02","-0.03","32","26","6","0.813","1.22","-2.60","55","54","1","0.982","0.20","1.03","10","12","35.38","17.25"
"34","Vitek Vanecek","N.J","4","176.21666666667","71","64","7","0.901","2.38","-0.35","9.4","23","19","4","0.826","1.36","-0.06","17","14","3","0.824","1.02","-1.19","26","26","0","1.000","0.00","0.96","4","18","36.00","16.14"
"54","Daniil Tarasov","CBJ","4","197.95","130","117","13","0.900","3.94","-0.83","11.4","41","34","7","0.829","2.12","0.02","30","25","5","0.833","1.52","-1.81","56","55","1","0.982","0.30","1.06","7","33","35.20","19.92"
"11","Jake Allen","MTL","4","240.38333333333","136","122","14","0.897","3.49","-1.27","14.56","48","37","11","0.771","2.75","-2.78","40","37","3","0.925","0.75","1.25","44","44","0","1.000","0.00","1.62","18","28","30.56","13.50"
"31","Tristan Jarry","PIT","4","239.05","133","119","14","0.895","3.51","-1.55","13.49","42","34","8","0.810","2.01","-0.81","39","36","3","0.923","0.75","1.15","49","46","3","0.939","0.75","-1.20","10","25","36.04","21.79"
"44","Karel Vejmelka","ARI","5","305.41666666667","153","137","16","0.895","3.14","-1.68","15.74","52","44","8","0.846","1.57","0.91","36","32","4","0.889","0.79","-0.17","61","57","4","0.934","0.79","-1.75","12","25","33.91","25.31"
"46","Casey DeSmith","PIT","2","119.83333333333","75","67","8","0.893","4.01","-0.98","7.06","22","17","5","0.773","2.50","-1.23","22","20","2","0.909","1.00","0.34","29","28","1","0.966","0.50","0.07","1","9","33.35","20.88"
