"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"407","Connor McDavid","EDM","C","68","271.56666666667","18","41","24","17","59","81.94","86","20.93","12.48","136","107","97","33","1","8","2","1","1","0","0","4","22","5","4","20","1","15","11","57.69"
"345","Leon Draisaitl","EDM","C","66","265.16666666667","27","23","17","6","50","69.44","85","31.76","13.66","134","115","82","33","0","13","6","3","3","0","0","1","11","5","2","14","1","162","116","58.27"
"194","Ryan Nugent-Hopkins","EDM","C","68","266.56666666667","12","32","11","21","44","61.11","48","25.00","6.72","77","60","57","20","0","5","2","1","1","0","0","1","5","1","4","6","2","6","10","37.50"
"193","Nikita Kucherov","T.B","R","68","278.01666666667","8","33","21","12","41","87.23","67","11.94","7.66","139","99","77","16","9","6","8","4","4","0","0","3","21","4","6","12","2","0","0","-"
"11","Evgeni Malkin","PIT","C","67","269","10","22","12","10","32","80.00","58","17.24","8.13","119","81","75","19","2","11","2","1","1","0","0","2","25","4","2","9","1","24","18","57.14"
"444","Mitchell Marner","TOR","R","67","243.15","7","25","6","19","32","71.11","40","17.50","4.14","84","51","37","5","0","8","2","1","1","0","0","0","16","4","2","11","1","0","0","-"
"466","Kirill Kaprizov","MIN","L","65","249.16666666667","16","15","13","2","31","73.81","82","19.51","13.13","138","109","95","40","1","13","0","0","0","0","0","4","9","1","3","7","1","0","0","-"
"528","Tage Thompson","BUF","C, R","67","223.2","18","13","6","7","31","72.09","74","24.32","6.7","119","92","54","13","3","4","0","0","0","0","0","1","8","2","2","9","0","12","13","48.00"
"96","John Tavares","TOR","C","66","230.98333333333","13","17","12","5","30","69.77","86","15.12","16.82","122","113","107","80","1","21","4","2","2","0","0","0","8","0","4","12","0","148","98","60.16"
"198","Mika Zibanejad","NYR","C","67","247.73333333333","19","11","6","5","30","81.08","88","21.59","11.95","159","130","72","21","1","9","2","1","1","0","0","1","9","1","2","2","0","42","25","62.69"
"362","David Pastrnak","BOS","R","66","250.38333333333","14","16","10","6","30","75.00","101","13.86","10.66","190","138","80","20","0","15","6","3","3","0","0","2","20","4","1","15","2","1","0","100.00"
"587","Jason Robertson","DAL","L","68","220.31666666667","10","20","13","7","30","73.17","87","11.49","10.1","147","109","73","20","1","16","6","3","3","0","0","1","6","2","0","6","1","0","0","-"
"416","Mikko Rantanen","COL","R","66","274.95","10","19","16","3","29","64.44","59","16.95","7.91","102","83","53","15","2","5","2","1","1","0","0","1","7","3","3","16","0","39","54","41.94"
"480","Matthew Tkachuk","FLA","L","64","278.36666666667","12","17","7","10","29","72.50","85","14.12","17.37","128","112","98","74","3","24","0","0","0","0","0","0","13","1","0","12","0","1","7","12.50"
"111","Tyson Barrie","EDM, NSH","D","68","204.53333333333","4","24","11","13","28","54.90","30","13.33","2.66","70","42","15","2","0","7","6","3","3","0","0","1","3","6","2","2","2","0","0","-"
"455","Artemi Panarin","NYR","L","67","250.21666666667","3","25","12","13","28","70.00","51","5.88","6.77","121","85","61","8","0","12","6","3","3","0","0","1","11","1","2","3","1","0","0","-"
"646","Quinn Hughes","VAN","D","62","254.36666666667","2","26","11","15","28","82.35","40","5.00","2.69","87","53","21","3","1","6","4","2","2","0","0","0","8","4","0","5","2","0","0","-"
"662","Rasmus Dahlin","BUF","D","63","230.83333333333","5","23","14","9","28","65.12","38","13.16","3.19","72","49","22","3","2","3","8","4","4","0","0","2","8","1","6","5","1","0","0","-"
"66","Steven Stamkos","T.B","C","67","271.53333333333","11","16","10","6","27","55.10","82","13.41","10.43","155","117","90","16","10","10","6","3","3","0","0","0","14","1","4","11","0","91","74","55.15"
"130","Mats Zuccarello","MIN","R","66","251.41666666667","9","18","8","10","27","62.79","48","18.75","4.54","94","66","37","9","0","9","4","2","2","0","0","2","8","2","3","3","1","0","0","-"
"374","Brayden Point","T.B","C","68","262.53333333333","17","10","4","6","27","60.00","57","29.82","11.22","96","83","93","53","6","7","0","0","0","0","0","1","6","6","2","9","0","48","39","55.17"
"42","Jamie Benn","DAL","L","68","194.18333333333","12","14","7","7","26","65.00","49","24.49","10.08","71","65","59","35","0","4","4","2","2","0","0","0","10","5","5","7","0","95","76","55.56"
"314","Nathan MacKinnon","COL","C","55","224.95","8","18","7","11","26","65.00","87","9.20","8.58","139","113","64","12","1","9","4","2","2","0","0","1","6","2","2","10","0","30","51","37.04"
"325","Josh Morrissey","WPG","D","66","240.98333333333","2","24","14","10","26","70.27","21","9.52","2.99","71","43","19","4","1","1","2","1","1","0","0","0","5","2","2","1","5","0","0","-"
"353","Dylan Larkin","DET","C","66","235.23333333333","14","12","4","8","26","66.67","62","22.58","9.98","106","82","88","38","1","11","2","1","1","0","0","3","6","3","0","4","1","140","100","58.33"
"403","Kyle Connor","WPG","L","68","242.56666666667","7","19","11","8","26","63.41","75","9.33","8.34","142","105","74","14","2","15","2","1","1","0","0","1","9","1","0","6","0","0","0","-"
"492","Alex DeBrincat","OTT","R","67","275.16666666667","9","17","11","6","26","61.90","69","13.04","8.95","121","86","78","11","1","14","4","2","2","0","0","2","6","6","4","10","1","0","0","-"
"600","Cale Makar","COL","D","53","216.35","5","21","14","7","26","74.29","37","13.51","3.53","85","57","30","2","0","7","4","2","2","0","0","0","7","3","4","3","3","0","0","-"
"200","Dougie Hamilton","N.J","D","67","205.7","8","17","9","8","25","78.13","40","20.00","3.66","97","57","40","4","4","9","2","1","1","0","0","0","6","1","1","2","4","0","0","-"
"315","Aleksander Barkov","FLA","C","53","219","7","18","11","7","25","69.44","42","16.67","4.42","77","57","40","9","1","7","2","1","1","0","0","1","7","4","1","10","1","123","76","61.81"
"348","William Nylander","TOR","R","67","242.58333333333","8","17","13","4","25","54.35","56","14.29","9.23","95","78","63","25","1","11","2","1","1","0","0","0","5","0","0","12","2","1","3","25.00"
"591","Miro Heiskanen","DAL","D","65","205.25","1","24","15","9","25","62.50","35","2.86","2.59","89","46","32","3","1","14","0","0","0","0","0","0","3","7","0","1","5","0","0","-"
"75","Roman Josi","NSH","D","65","222.8","8","16","5","11","24","82.76","72","11.11","5.29","124","87","35","5","0","14","2","1","1","0","0","1","3","1","4","2","6","0","0","-"
"203","J.T. Miller","VAN","C","65","261.85","9","15","13","2","24","60.00","67","13.43","7.68","129","99","70","23","2","12","6","3","3","0","0","0","11","3","3","6","0","42","20","67.74"
"618","Drake Batherson","OTT","R","67","256.01666666667","12","12","7","5","24","60.00","56","21.43","12.46","100","82","87","48","1","14","4","2","2","0","0","0","9","3","5","12","2","0","2","0.00"
"17","Sidney Crosby","PIT","C","67","256.5","8","15","9","6","23","60.53","53","15.09","8.25","87","64","63","32","1","10","2","1","1","0","0","2","8","4","1","6","1","145","120","54.72"
"27","Brad Marchand","BOS","L","58","198.21666666667","7","16","11","5","23","63.89","38","18.42","5.06","70","52","44","9","0","5","8","4","4","0","0","2","16","1","2","7","0","8","5","61.54"
"65","Drew Doughty","L.A","D","67","215.26666666667","3","20","6","14","23","74.19","41","7.32","4.03","77","55","28","5","6","6","8","4","4","0","0","0","2","0","9","4","2","0","0","-"
"351","Kevin Fiala","L.A","L","66","201.95","7","16","12","4","23","82.14","50","14.00","7.87","99","69","67","25","4","6","12","6","6","0","0","1","5","0","3","8","1","0","0","-"
"369","Brandon Montour","FLA","D","65","273.51666666667","3","20","9","11","23","54.76","46","6.52","4.08","90","66","31","6","0","4","12","6","6","0","0","2","1","2","1","2","5","0","0","-"
"445","Joel Eriksson Ek","MIN","C","68","240.85","12","11","5","6","23","53.49","64","18.75","14.24","88","85","83","65","0","18","14","7","7","0","0","4","2","3","10","12","0","148","120","55.22"
"486","Adam Fox","NYR","D","67","248.23333333333","1","22","10","12","23","58.97","37","2.70","3.27","87","55","36","4","1","5","4","2","2","0","0","1","8","7","0","5","6","0","0","-"
"593","Martin Necas","CAR","C","66","203.65","8","15","10","5","23","71.88","38","21.05","4.44","83","62","33","4","1","6","4","2","2","0","0","2","13","1","1","7","0","27","24","52.94"
"647","Brady Tkachuk","OTT","L","67","280.05","7","16","10","6","23","52.27","79","8.86","17.96","120","110","106","83","0","17","18","6","4","2","0","7","9","0","6","6","2","129","133","49.24"
"726","Matt Boldy","MIN","L","68","259.68333333333","7","16","9","7","23","51.11","66","10.61","9.17","120","96","68","20","1","12","0","0","0","0","0","1","5","1","0","10","1","8","7","53.33"
"727","Jack Hughes","N.J","C","63","199.93333333333","6","17","8","9","23","76.67","66","9.09","7.86","108","80","63","10","3","5","0","0","0","0","0","4","17","0","1","15","0","6","6","50.00"
"771","Tim Stützle","OTT","L","63","246.53333333333","8","15","6","9","23","71.88","47","17.02","5.92","95","69","49","9","0","10","2","1","1","0","0","1","10","2","3","16","1","1","4","20.00"
"150","Zach Hyman","EDM","L","66","231.15","13","9","4","5","22","36.67","52","25.00","11.93","76","70","75","62","1","11","6","3","3","0","0","2","7","0","2","9","0","0","0","-"
"483","Auston Matthews","TOR","C","60","219.3","12","10","5","5","22","55.00","67","17.91","9.52","122","96","81","27","0","8","4","2","2","0","0","0","10","4","7","7","1","8","12","40.00"
"516","Jordan Kyrou","STL","C","64","193.63333333333","10","12","8","4","22","75.86","50","20.00","5.22","89","66","64","8","0","4","2","1","1","0","0","0","5","1","0","8","0","0","0","-"
"5","Brent Burns","CAR","D","66","205.03333333333","2","19","10","9","21","75.00","41","4.88","3.52","89","59","23","2","2","2","4","2","2","0","0","0","8","6","0","3","6","0","0","-"
"8","Joe Pavelski","DAL","C","68","204.8","9","12","2","10","21","52.50","55","16.36","10.37","85","76","71","49","1","14","4","2","2","0","0","2","4","1","2","2","2","47","35","57.32"
"10","Alex Ovechkin","WSH","L","63","303.61666666667","11","10","5","5","21","53.85","88","12.50","9.01","184","127","60","7","0","10","6","3","3","0","0","1","5","7","5","5","0","0","0","-"
