"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"401","Artemi Panarin","NYR","L","6","121.98333333333","4","8","3","5","12","92.31","16","25.00","1.72","28","21","14","3","1","3","4","2","2","0","0","2","6","2","3","3","1","0","0","-"
"16","Sidney Crosby","PIT","C","6","113.46666666667","4","7","3","4","11","91.67","21","19.05","2.34","32","26","22","9","1","5","4","2","2","0","0","1","7","7","10","6","3","46","49","48.42"
"289","Valeri Nichushkin","COL","R","6","122.1","6","5","2","3","11","73.33","21","28.57","2.27","34","25","18","11","2","0","0","0","0","0","0","1","1","1","9","4","5","0","1","0.00"
"308","Leon Draisaitl","EDM","C","6","132.5","3","8","6","2","11","68.75","21","14.29","2.01","30","25","20","5","1","3","6","3","3","0","0","3","16","12","1","9","5","77","64","54.61"
"124","Mats Zuccarello","MIN","R","5","107.66666666667","4","6","4","2","10","83.33","22","18.18","1.62","36","29","17","5","1","4","2","1","1","0","0","2","6","1","4","0","3","3","4","42.86"
"323","David Pastrnak","BOS","R","6","121.28333333333","4","6","4","2","10","83.33","37","10.81","3.91","66","49","37","12","5","6","4","2","2","0","0","5","12","4","4","7","1","2","2","50.00"
"362","Connor McDavid","EDM","C","6","139.76666666667","5","5","4","1","10","83.33","21","23.81","3.48","30","27","20","8","2","1","4","2","2","0","0","2","9","3","10","8","2","40","34","54.05"
"554","Brady Tkachuk","OTT","L","6","104.55","5","5","2","3","10","100.00","25","20.00","2.61","34","30","26","13","0","3","6","3","3","0","0","0","3","1","18","4","1","22","22","50.00"
"64","Steven Stamkos","T.B","C","6","125.61666666667","7","2","1","1","9","90.00","25","28.00","2.7","45","33","31","10","7","2","6","3","3","0","0","0","3","0","6","9","7","40","40","50.00"
"281","Nathan MacKinnon","COL","C","6","129.06666666667","3","6","4","2","9","60.00","29","10.34","2.34","46","39","30","9","2","3","6","3","3","0","0","5","3","6","11","8","3","68","56","54.84"
