"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"95","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.10","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"86","Ivan Prosvetov","ARI","2","119.61666666667","71","68","3","0.958","1.50","3.77","8.84","21","19","2","0.905","1.00","1.74","22","21","1","0.955","0.50","1.34","28","28","0","1.000","0.00","1.09","4","17","31.66","10.33"
"23","Keith Kinkaid","BOS, COL","2","87.85","40","38","2","0.950","1.37","1.81","4.17","12","10","2","0.833","1.37","0.14","10","10","0","1.000","0.00","1.06","16","16","0","1.000","0.00","0.62","1","7","36.30","10.00"
"65","Joseph Woll","TOR","3","176.51666666667","96","90","6","0.938","2.04","3.15","8.99","26","21","5","0.808","1.70","-0.37","33","32","1","0.970","0.34","2.51","32","32","0","1.000","0.00","1.24","4","13","30.95","14.50"
"24","Laurent Brossoit","VGK","3","190.7","110","103","7","0.936","2.20","3.49","9.39","37","32","5","0.865","1.57","1.59","40","38","2","0.950","0.63","2.25","31","31","0","1.000","0.00","1.20","8","9","30.93","14.71"
"34","Linus Ullmark","BOS","41","2408.8833333333","1221","1142","79","0.935","1.97","37.42","108.63","338","292","46","0.864","1.15","14.16","320","303","17","0.947","0.42","17.02","477","461","16","0.966","0.40","2.52","109","191","36.73","20.48"
"68","Filip Gustavsson","MIN","31","1820.15","882","821","61","0.931","2.01","23.10","79.38","221","187","34","0.846","1.12","5.33","253","234","19","0.925","0.63","7.89","364","356","8","0.978","0.26","6.13","74","126","35.49","19.30"
"84","Kevin Lankinen","NSH","15","879.53333333333","478","442","36","0.925","2.46","9.58","45.59","131","116","15","0.885","1.02","8.31","128","113","15","0.883","1.02","-1.39","191","185","6","0.969","0.41","1.41","33","80","34.61","23.17"
"87","Akira Schmid","N.J","15","788.88333333333","341","315","26","0.924","1.98","6.51","32.91","83","71","12","0.855","0.91","2.77","98","87","11","0.888","0.84","-0.58","142","139","3","0.979","0.23","2.51","16","52","36.72","19.12"
"48","Ilya Sorokin","NYI","51","2954.2833333333","1542","1424","118","0.923","2.40","29.03","156.61","480","406","74","0.846","1.50","11.43","388","359","29","0.925","0.59","12.24","600","585","15","0.975","0.30","8.29","101","309","34.17","20.39"
"66","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
"7","Alex Stalock","CHI","19","1001.5","574","529","45","0.922","2.70","9.73","50.26","143","119","24","0.832","1.44","1.45","169","157","12","0.929","0.72","5.96","234","225","9","0.962","0.54","0.08","36","78","35.36","22.53"
"71","Jake Oettinger","DAL","52","3059.9666666667","1521","1398","123","0.919","2.41","22.03","140.73","412","345","67","0.837","1.31","6.33","402","361","41","0.898","0.80","1.73","624","609","15","0.976","0.29","9.22","88","209","35.34","19.39"
"83","Pavel Francouz","COL","15","900.28333333333","470","432","38","0.919","2.53","6.81","40.63","125","99","26","0.792","1.73","-3.75","125","119","6","0.952","0.40","7.29","193","187","6","0.969","0.40","1.49","24","65","35.93","19.87"
"33","Connor Hellebuyck","WPG","52","3059.5833333333","1644","1510","134","0.918","2.63","22.76","159.86","459","381","78","0.830","1.53","3.69","477","439","38","0.920","0.75","12.70","618","600","18","0.971","0.35","5.99","100","231","35.19","19.24"
"1","Craig Anderson","BUF","23","1332.8666666667","748","686","62","0.917","2.79","9.32","68.95","221","190","31","0.860","1.40","8.33","198","178","20","0.899","0.90","1.05","291","280","11","0.962","0.50","0.30","44","100","35.85","21.45"
"38","Juuse Saros","NSH","51","3028.55","1670","1532","138","0.917","2.73","21.24","164.02","479","400","79","0.835","1.57","6.25","550","503","47","0.915","0.93","11.46","562","550","12","0.979","0.24","9.82","127","244","32.76","18.81"
"77","Jeremy Swayman","BOS","29","1576.4166666667","726","666","60","0.917","2.28","9.22","68.47","203","177","26","0.872","0.99","10.13","201","176","25","0.876","0.95","-3.63","276","267","9","0.967","0.34","1.71","50","101","35.33","22.70"
"56","Ilya Samsonov","TOR","34","2006.1666666667","946","867","79","0.916","2.36","11.20","91.08","257","227","30","0.883","0.90","15.74","262","224","38","0.855","1.14","-10.15","376","365","11","0.971","0.33","3.60","54","154","35.05","21.41"
"79","Alexandar Georgiev","COL","49","2918.05","1520","1393","127","0.916","2.61","17.93","138.66","433","366","67","0.845","1.38","10.06","345","309","36","0.896","0.74","0.67","657","633","24","0.963","0.49","1.51","85","227","35.70","20.73"
"82","Kevin Mandolese","OTT","3","182.2","119","109","10","0.916","3.29","1.35","12.28","37","32","5","0.865","1.65","1.59","43","39","4","0.907","1.32","0.57","36","35","1","0.972","0.33","0.40","9","18","32.06","21.30"
"91","Pyotr Kochetkov","CAR","21","1226.2333333333","539","493","46","0.915","2.25","5.39","54.54","180","156","24","0.867","1.17","8.04","138","122","16","0.884","0.78","-1.33","180","174","6","0.967","0.29","0.99","51","80","35.01","20.43"
"29","Andrei Vasilevskiy","T.B","52","3122.7833333333","1622","1483","139","0.914","2.67","15.66","154.33","467","393","74","0.842","1.42","9.11","456","408","48","0.895","0.92","0.47","634","617","17","0.973","0.33","7.61","98","224","33.62","20.55"
"57","Adin Hill","VGK","27","1490.9","722","660","62","0.914","2.50","6.84","66.02","174","144","30","0.828","1.21","0.97","202","177","25","0.876","1.01","-3.53","306","299","7","0.977","0.28","4.88","49","105","35.47","18.53"
"78","Logan Thompson","VGK","36","2119.55","1093","999","94","0.914","2.66","10.22","93.24","264","223","41","0.845","1.16","5.99","297","265","32","0.892","0.91","-0.43","475","455","20","0.958","0.57","-1.56","91","149","36.22","22.45"
"19","Scott Wedgewood","DAL","18","987.8","551","503","48","0.913","2.92","4.54","50.86","155","130","25","0.839","1.52","2.59","144","131","13","0.910","0.79","2.31","223","213","10","0.955","0.61","-1.34","39","77","36.34","20.29"
"31","Joonas Korpisalo","CBJ, L.A","31","1751.25","1011","923","88","0.913","3.01","8.40","95.63","282","241","41","0.855","1.40","9.19","292","260","32","0.890","1.10","-0.96","389","374","15","0.961","0.51","0.10","47","156","34.41","20.82"
"35","Aaron Dell","S.J","4","199.28333333333","103","94","9","0.913","2.71","0.82","11.58","39","35","4","0.897","1.20","2.94","27","22","5","0.815","1.51","-2.13","34","34","0","1.000","0.00","1.32","7","20","29.11","18.89"
