"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Alex Stalock","CHI","1","58.233333333333","37","36","1","0.973","1.03","2.62","3.73","9","9","0","1.000","0.00","1.66","10","9","1","0.900","1.03","0.06","15","15","0","1.000","0.00","0.59","3","7","33.22","31.00"
"1","Craig Anderson","BUF","1","60","36","35","1","0.972","1.00","2.52","2.43","10","10","0","1.000","0.00","1.84","6","5","1","0.833","1.00","-0.36","19","19","0","1.000","0.00","0.75","2","1","35.64","29.00"
"56","Jake Oettinger","DAL","3","180","87","84","3","0.966","1.00","5.50","8","18","17","1","0.944","0.33","2.32","18","16","2","0.889","0.67","-0.09","47","47","0","1.000","0.00","1.86","2","7","36.25","23.67"
"30","Tristan Jarry","PIT","3","179.18333333333","104","99","5","0.952","1.67","5.16","8.88","28","24","4","0.857","1.34","1.16","33","33","0","1.000","0.00","3.51","39","38","1","0.974","0.33","0.55","11","16","35.01","19.60"
"34","Alex Nedeljkovic","DET","1","59.516666666667","39","37","2","0.949","2.02","1.81","4.36","11","10","1","0.909","1.01","1.03","11","11","0","1.000","0.00","1.17","13","12","1","0.923","1.01","-0.48","10","9","39.18","32.00"
"27","Antti Raanta","CAR","1","60","19","18","1","0.947","1.00","0.86","1.7","7","7","0","1.000","0.00","1.29","4","3","1","0.750","1.00","-0.58","6","6","0","1.000","0.00","0.24","3","4","36.16","30.00"
"55","Stuart Skinner","EDM","2","106.8","54","51","3","0.944","1.69","2.28","6.08","14","12","2","0.857","1.12","0.58","20","19","1","0.950","0.56","1.12","17","17","0","1.000","0.00","0.67","5","6","35.11","25.67"
"52","Carter Hart","PHI","3","180","105","99","6","0.943","2.00","4.26","10.83","34","34","0","1.000","0.00","6.27","29","25","4","0.862","1.33","-0.92","37","35","2","0.946","0.67","-0.53","15","24","33.91","32.67"
"10","Jake Allen","MTL","3","178.3","97","91","6","0.938","2.02","3.48","9.11","31","26","5","0.839","1.68","0.72","25","25","0","1.000","0.00","2.66","36","35","1","0.972","0.34","0.43","5","11","35.56","16.33"
"26","Linus Ullmark","BOS","4","204.2","113","106","7","0.938","2.06","4.04","9.25","20","17","3","0.850","0.88","0.69","33","30","3","0.909","0.88","0.51","47","46","1","0.979","0.29","0.86","3","18","40.98","21.43"
"59","Logan Thompson","VGK","3","177.66666666667","97","91","6","0.938","2.03","3.48","9.05","28","22","6","0.786","2.03","-0.84","21","21","0","1.000","0.00","2.23","42","42","0","1.000","0.00","1.66","7","18","38.62","12.00"
"37","Ilya Sorokin","NYI","3","175.3","93","87","6","0.935","2.05","3.09","11.39","36","32","4","0.889","1.37","2.64","29","27","2","0.931","0.68","1.08","26","26","0","1.000","0.00","1.03","10","27","30.22","18.50"
"46","Adin Hill","VGK","2","119.86666666667","61","57","4","0.934","2.00","1.96","3.79","9","6","3","0.667","1.50","-1.34","22","21","1","0.955","0.50","1.34","27","27","0","1.000","0.00","1.07","3","4","38.66","19.50"
"15","Scott Wedgewood","DAL","1","63.566666666667","43","40","3","0.930","2.83","1.20","4.43","17","16","1","0.941","0.94","2.13","13","11","2","0.846","1.89","-0.62","11","11","0","1.000","0.00","0.44","3","6","34.65","17.67"
