"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.66","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.21","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"90","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.09","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.92","2.92","9","8","1","0.889","1.00","0.57","9","9","0","1.000","0.00","0.96","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"79","Kevin Mandolese","OTT","1","65","48","46","2","0.958","1.85","2.52","4.22","15","15","0","1.000","0.00","2.62","17","16","1","0.941","0.92","0.81","15","14","1","0.933","0.92","-0.42","1","7","32.50","42.00"
"32","Linus Ullmark","BOS","34","1985.4833333333","993","930","63","0.937","1.90","30.55","88.44","263","228","35","0.867","1.06","10.95","262","248","14","0.947","0.42","13.96","401","387","14","0.965","0.42","1.62","97","159","37.06","21.90"
"66","Filip Gustavsson","MIN","23","1320.95","648","600","48","0.926","2.18","13.05","59.43","164","137","27","0.835","1.23","1.65","186","171","15","0.919","0.68","4.85","265","259","6","0.977","0.27","4.32","61","90","35.41","20.04"
"69","Jake Oettinger","DAL","41","2392.65","1192","1103","89","0.925","2.23","23.30","112.62","327","280","47","0.856","1.18","10.13","299","269","30","0.900","0.75","1.91","506","494","12","0.976","0.30","7.71","79","169","35.04","19.92"
"85","Mads Sogaard","OTT","2","66.483333333333","40","37","3","0.925","2.71","0.77","3.05","13","11","2","0.846","1.80","0.27","6","6","0","1.000","0.00","0.64","18","17","1","0.944","0.90","-0.30","3","5","37.33","22.00"
"31","Connor Hellebuyck","WPG","41","2438","1293","1195","98","0.924","2.41","23.82","124.79","348","295","53","0.848","1.30","7.80","370","341","29","0.922","0.71","10.48","499","483","16","0.968","0.39","3.43","73","190","36.15","20.54"
"46","Ilya Sorokin","NYI","41","2352.8666666667","1224","1130","94","0.923","2.40","21.32","126.92","389","331","58","0.851","1.48","9.96","302","278","24","0.921","0.61","8.23","470","458","12","0.974","0.31","6.30","82","246","34.29","20.48"
"64","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.22","1.62","4","4","0","1.000","0.00","0.70","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
"37","Tristan Jarry","PIT","27","1583.6","886","816","70","0.921","2.65","13.47","75.44","235","194","41","0.826","1.55","0.06","231","216","15","0.935","0.57","9.65","366","352","14","0.962","0.53","0.25","44","118","37.09","20.59"
