"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"405","Connor McDavid","EDM","C","29","661.01666666667","25","30","18","12","55","87.30","113","22.12","13.6","167","144","116","44","6","8","16","8","8","0","0","14","36","23","28","37","12","180","164","52.33"
"342","Leon Draisaitl","EDM","C","29","645.76666666667","19","27","23","4","46","66.67","90","21.11","10.55","152","125","99","36","2","15","16","8","8","0","0","14","43","28","15","41","19","292","251","53.78"
"587","Jason Robertson","DAL","L","29","526.51666666667","23","19","10","9","42","75.00","122","18.85","13.22","206","157","121","53","3","20","8","4","4","0","0","3","25","26","14","29","4","0","0","-"
"526","Tage Thompson","BUF","C, R","28","524.28333333333","21","20","11","9","41","75.93","130","16.15","13.28","219","172","133","59","7","18","18","9","9","0","0","8","13","14","15","30","8","140","196","41.67"
"194","Nikita Kucherov","T.B","R","27","580.05","11","28","18","10","39","84.78","98","11.22","11.37","193","142","113","35","16","16","20","10","10","0","0","19","42","21","26","41","11","0","0","-"
"17","Sidney Crosby","PIT","C","29","577.35","17","21","11","10","38","79.17","85","20.00","10.85","157","117","102","43","8","15","16","8","8","0","0","5","20","25","34","35","14","326","291","52.84"
"358","David Pastrnak","BOS","R","27","539.5","19","19","12","7","38","77.55","136","13.97","13.07","248","181","119","37","7","18","16","7","7","0","0","13","39","19","32","51","5","5","6","45.45"
"72","Erik Karlsson","S.J","D","30","753.15","12","25","15","10","37","62.71","89","13.48","5.45","207","119","91","13","21","15","8","4","4","0","0","7","41","23","12","42","32","0","0","-"
"475","Matthew Tkachuk","FLA","L","27","559.06666666667","13","24","13","11","37","74.00","104","12.50","15.3","185","142","122","65","9","23","41","15","13","1","1","16","25","15","19","29","8","7","10","41.18"
"412","Mikko Rantanen","COL","R","26","576.56666666667","19","17","13","4","36","67.92","77","24.68","9.37","132","105","71","28","5","12","18","9","9","0","0","10","10","19","25","29","14","71","97","42.26"
"440","Mitchell Marner","TOR","R","29","625.83333333333","12","23","11","12","35","74.47","74","16.22","8.43","153","104","77","23","4","11","12","6","6","0","0","6","34","34","26","42","22","0","1","0.00"
"452","Artemi Panarin","NYR","L","30","612.35","6","29","17","12","35","81.40","72","8.33","7.07","156","111","73","13","2","15","12","6","6","0","0","6","27","9","8","16","4","0","2","0.00"
"461","Kirill Kaprizov","MIN","L","28","587.03333333333","17","18","13","5","35","79.55","118","14.41","13.28","213","159","130","49","3","18","15","6","5","1","0","15","15","17","25","45","12","0","2","0.00"
"311","Nathan MacKinnon","COL","C","23","503.5","8","26","15","11","34","69.39","120","6.67","10.95","195","158","109","37","8","11","20","10","10","0","0","16","10","15","20","24","14","196","223","46.78"
"478","Auston Matthews","TOR","C","29","588.76666666667","15","19","14","5","34","60.71","129","11.63","15.37","228","184","158","61","4","22","10","5","5","0","0","14","29","28","46","47","34","207","201","50.74"
"580","Elias Pettersson","VAN","C","28","555.41666666667","13","21","11","10","34","64.15","92","14.13","10.07","179","133","96","30","3","11","4","2","2","0","0","10","18","25","22","28","30","141","181","43.79"
"721","Jack Hughes","N.J","C","28","540.96666666667","15","19","10","9","34","72.34","113","13.27","12.59","186","141","117","40","16","13","2","1","1","0","0","9","25","18","4","39","7","42","85","33.07"
"66","Steven Stamkos","T.B","C","27","532.95","15","18","13","5","33","62.26","93","16.13","12.71","168","132","110","39","18","20","16","8","8","0","0","5","20","10","28","26","21","172","158","52.12"
"195","Ryan Nugent-Hopkins","EDM","C","29","569.41666666667","14","19","10","9","33","58.93","71","19.72","10.31","114","94","80","39","1","7","18","8","8","0","0","4","8","12","20","16","13","113","138","45.02"
"199","Mika Zibanejad","NYR","C","30","627.65","15","18","14","4","33","67.35","123","12.20","14.04","195","166","106","37","7","13","8","4","4","0","0","12","22","21","25","24","9","221","268","45.19"
"345","William Nylander","TOR","R","29","530.31666666667","17","16","10","6","33","68.75","94","18.09","12.58","171","136","111","53","9","12","8","4","4","0","0","6","14","25","8","44","8","13","17","43.33"
"425","Roope Hintz","DAL","C","28","487.01666666667","12","21","13","8","33","64.71","64","18.75","9.71","116","91","87","43","4","7","8","4","4","0","0","6","18","9","22","36","17","98","89","52.41"
"150","Jeff Skinner","BUF","L","27","458.83333333333","13","19","12","7","32","66.67","84","15.48","10.61","147","111","98","54","6","18","15","6","5","1","0","11","17","15","14","28","5","51","55","48.11"
"348","Kevin Fiala","L.A","L","31","539.1","9","23","14","9","32","78.05","79","11.39","9.27","137","100","83","35","8","9","20","10","10","0","0","8","15","12","23","49","11","5","5","50.00"
"664","Rasmus Dahlin","BUF","D","27","698.8","9","23","12","11","32","51.61","87","10.34","6.76","143","103","59","14","2","5","38","19","19","0","0","4","22","18","41","45","43","0","0","-"
"174","Johnny Gaudreau","CBJ","L","27","539.75","10","21","13","8","31","83.78","80","12.50","10.82","135","109","83","29","6","13","8","4","4","0","0","7","14","18","2","12","6","0","0","-"
"322","Josh Morrissey","WPG","D","27","628.7","5","26","15","11","31","58.49","44","11.36","3.06","102","70","30","6","2","5","21","9","8","1","0","10","25","12","28","25","40","0","0","-"
"482","Adam Fox","NYR","D","30","754.86666666667","7","24","9","15","31","60.78","63","11.11","5.04","139","88","69","17","2","7","8","4","4","0","0","7","35","24","14","37","43","0","0","-"
"648","Brady Tkachuk","OTT","L","28","514.53333333333","12","19","13","6","31","68.89","123","9.76","19.05","196","169","146","89","8","24","43","17","14","3","0","11","17","13","70","36","3","127","119","51.63"
"10","Alex Ovechkin","WSH","L","30","616.91666666667","17","13","5","8","30","71.43","129","13.18","16.67","268","192","116","36","3","25","16","7","7","0","0","5","16","15","84","18","11","1","3","25.00"
"423","Mathew Barzal","NYI","C","29","542.95","3","27","15","12","30","78.95","70","4.29","7.61","129","101","84","29","3","13","14","7","7","0","0","3","38","25","17","21","10","60","125","32.43"
"522","Jesper Bratt","N.J","L","28","483.81666666667","10","20","14","6","30","75.00","64","15.63","7.02","129","99","81","24","9","11","4","2","2","0","0","5","16","11","10","20","10","0","0","-"
"8","Joe Pavelski","DAL","C","29","494.4","10","19","10","9","29","53.70","73","13.70","10.02","124","100","97","59","4","15","4","2","2","0","0","8","20","12","32","26","21","141","124","53.21"
"11","Evgeni Malkin","PIT","C","29","523.88333333333","9","20","11","9","29","78.38","93","9.68","10.65","154","118","102","39","7","10","20","10","10","0","0","10","38","35","13","44","8","159","144","52.48"
"130","Mats Zuccarello","MIN","R","28","572.91666666667","9","20","12","8","29","72.50","79","11.39","6.46","134","103","71","26","2","13","14","7","7","0","0","9","15","15","16","21","18","6","10","37.50"
"151","Zach Hyman","EDM","L","28","572.95","10","19","10","9","29","55.77","106","9.43","16.38","150","131","128","82","3","14","10","5","5","0","0","11","8","17","34","56","9","3","2","60.00"
"233","Tomas Hertl","S.J","C","30","590.1","9","20","9","11","29","60.42","70","12.86","10.11","126","93","86","45","4","12","8","4","4","0","0","4","14","14","34","30","23","286","272","51.25"
"287","Jake Guentzel","PIT","L","25","488.4","13","16","14","2","29","74.36","76","17.11","12.71","134","105","105","52","2","9","20","9","9","0","0","9","15","10","31","48","3","4","4","50.00"
"319","Bo Horvat","VAN","C","28","584.65","20","9","6","3","29","64.44","93","21.51","11.49","133","116","103","49","3","7","8","4","4","0","0","7","4","18","18","24","20","391","287","57.67"
"401","Kyle Connor","WPG","L","27","548.11666666667","11","18","12","6","29","72.50","91","12.09","11.27","168","126","118","44","4","13","2","1","1","0","0","2","10","14","18","22","9","0","0","-"
"406","Jack Eichel","VGK","C","27","508.23333333333","13","16","10","6","29","72.50","100","13.00","9.4","155","120","79","27","5","9","0","0","0","0","0","10","24","17","20","34","23","130","175","42.62"
"520","Pierre-Luc Dubois","WPG","L","27","487.78333333333","14","15","9","6","29","78.38","73","19.18","10.25","139","110","102","45","6","10","24","12","12","0","0","18","13","12","29","37","11","183","171","51.69"
"574","Nico Hischier","N.J","C","27","537.05","13","16","8","8","29","69.05","84","15.48","11.58","139","114","96","46","11","14","2","1","1","0","0","10","15","19","9","47","14","323","254","55.98"
"583","Nick Suzuki","MTL","C","28","590.58333333333","14","15","11","4","29","65.91","56","25.00","5.82","98","76","52","19","1","11","10","5","5","0","0","11","20","15","16","29","13","200","222","47.39"
"96","John Tavares","TOR","C","29","504.41666666667","13","15","8","7","28","71.79","97","13.40","14.25","154","132","112","69","3","19","14","7","7","0","0","3","25","24","40","48","13","295","194","60.33"
"141","Brock Nelson","NYI","C","29","540.63333333333","14","14","9","5","28","63.64","93","15.05","10.32","156","119","100","35","9","12","12","6","6","0","0","8","16","25","26","22","18","203","209","49.27"
"144","Kevin Hayes","PHI","C","29","553.8","9","19","13","6","28","73.68","87","10.34","7.18","150","124","63","21","4","15","13","5","4","1","0","8","15","14","21","26","13","176","198","47.06"
"353","Alex Tuch","BUF","R","28","522.01666666667","13","15","10","5","28","59.57","75","17.33","9.03","126","108","68","31","6","5","6","3","3","0","0","5","12","21","19","21","14","11","12","47.83"
"370","Brayden Point","T.B","C","27","553.65","14","14","5","9","28","63.64","83","16.87","11.26","133","111","118","67","13","14","2","1","1","0","0","4","13","24","13","41","10","153","175","46.65"
