"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"395","Connor McDavid","EDM","C","25","571.43333333333","21","26","17","9","47","85.45","100","21.00","12.35","148","128","103","40","5","5","16","8","8","0","0","13","31","17","25","33","9","156","135","53.61"
"335","Leon Draisaitl","EDM","C","25","560.55","17","25","21","4","42","68.85","84","20.24","9.35","136","113","86","30","2","14","14","7","7","0","0","11","38","27","13","36","18","271","234","53.66"
"574","Jason Robertson","DAL","L","24","423.66666666667","22","17","8","9","39","81.25","104","21.15","11.79","171","135","106","46","3","17","8","4","4","0","0","2","21","22","13","23","3","0","0","-"
"192","Nikita Kucherov","T.B","R","24","524.6","11","25","17","8","36","87.80","87","12.64","10.55","172","128","102","32","15","15","20","10","10","0","0","19","33","19","25","38","10","0","0","-"
"351","David Pastrnak","BOS","R","23","457.35","16","18","11","7","34","77.27","116","13.79","11.45","211","157","103","32","6","16","16","7","7","0","0","12","34","14","26","41","4","5","6","45.45"
"465","Matthew Tkachuk","FLA","L","23","484.11666666667","12","22","12","10","34","72.34","98","12.24","14.42","170","131","109","59","8","21","39","14","12","1","1","14","24","14","17","26","8","6","9","40.00"
"17","Sidney Crosby","PIT","C","25","497.2","13","20","11","9","33","80.49","73","17.81","9.13","134","99","87","36","7","14","14","7","7","0","0","5","18","22","31","33","11","271","252","51.82"
"72","Erik Karlsson","S.J","D","27","680.05","11","22","14","8","33","62.26","82","13.41","5.09","190","110","82","13","20","14","8","4","4","0","0","7","34","21","12","41","29","0","0","-"
"304","Nathan MacKinnon","COL","C","22","498.53333333333","8","25","15","10","33","68.75","119","6.72","10.9","192","156","108","37","8","11","20","10","10","0","0","15","10","15","19","23","14","195","221","46.88"
"515","Tage Thompson","BUF","C, R","24","447.78333333333","15","17","10","7","32","76.19","108","13.89","11.2","186","146","114","51","6","17","16","8","8","0","0","4","12","13","11","27","6","133","170","43.89"
