"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"368","Connor McDavid","EDM","C","8","185.68333333333","9","10","3","7","19","82.61","33","27.27","4.32","53","47","38","14","2","6","4","2","2","0","0","5","11","14","3","14","7","39","56","41.05"
"472","Tage Thompson","BUF","C","7","138.73333333333","10","7","3","4","17","77.27","35","28.57","3.42","54","42","30","9","1","3","2","1","1","0","0","5","2","5","4","9","3","27","47","36.49"
"314","Leon Draisaitl","EDM","C","8","182.11666666667","5","11","10","1","16","69.57","21","23.81","2.94","42","36","25","8","0","3","2","1","1","0","0","4","11","2","3","13","4","57","56","50.44"
"364","Kyle Connor","WPG","L","8","159.93333333333","5","8","5","3","13","72.22","29","17.24","2.66","49","36","34","8","1","6","0","0","0","0","0","0","0","3","3","7","3","0","0","-"
"103","Tyson Barrie","EDM","D","8","172.61666666667","0","12","5","7","12","66.67","20","0.00","1.03","33","22","7","1","1","1","6","3","3","0","0","2","5","3","4","12","7","0","0","-"
"122","Mats Zuccarello","MIN","R","8","160.58333333333","5","7","5","2","12","92.31","27","18.52","3.16","41","33","25","11","1","3","6","3","3","0","0","3","2","4","6","8","6","2","2","50.00"
"178","Nikita Kucherov","T.B","R","7","133.86666666667","2","10","4","6","12","75.00","22","9.09","1.87","42","31","20","7","3","3","2","1","1","0","0","3","15","5","5","8","3","0","0","-"
"442","Alex DeBrincat","OTT","R","7","138.6","3","9","7","2","12","75.00","25","12.00","2.38","50","37","29","7","0","8","4","2","2","0","0","5","3","0","9","4","4","3","0","100.00"
"468","Pierre-Luc Dubois","WPG","L","8","142.78333333333","3","9","6","3","12","75.00","12","25.00","1.76","27","20","20","9","0","1","8","4","4","0","0","5","5","5","3","8","6","68","52","56.67"
"179","Ryan Nugent-Hopkins","EDM","C","8","166.21666666667","5","6","4","2","11","55.00","20","25.00","3.6","33","26","21","8","2","3","2","1","1","0","0","0","5","5","1","5","1","52","58","47.27"
"323","Alex Tuch","BUF","R","7","132.6","4","7","5","2","11","57.89","28","14.29","3.66","41","35","21","9","3","4","0","0","0","0","0","2","5","6","5","2","4","1","1","50.00"
"408","Artemi Panarin","NYR","L","7","133.65","1","10","6","4","11","91.67","18","5.56","1.62","40","29","16","3","1","3","0","0","0","0","0","0","6","2","3","2","3","0","0","-"
"549","Drake Batherson","OTT","R","7","139.7","5","6","4","2","11","68.75","26","19.23","4.53","43","35","30","20","2","4","8","4","4","0","0","3","3","3","12","10","3","0","1","0.00"
"10","Alex Ovechkin","WSH","L","8","158.06666666667","7","3","2","1","10","66.67","38","18.42","6.48","66","47","30","15","1","8","0","0","0","0","0","3","4","2","23","2","6","1","0","100.00"
"11","Evgeni Malkin","PIT","C","6","102.93333333333","2","8","5","3","10","90.91","17","11.76","2.43","30","24","19","7","1","3","2","1","1","0","0","3","9","5","2","12","1","30","24","55.56"
"140","Jeff Skinner","BUF","L","4","68.983333333333","4","6","5","1","10","66.67","17","23.53","2.81","29","21","24","13","0","3","7","2","1","1","0","1","3","1","1","5","2","5","7","41.67"
"141","Zach Hyman","EDM","L","7","150.55","5","5","2","3","10","45.45","32","15.63","5.27","44","39","44","27","0","4","0","0","0","0","0","3","2","1","8","9","0","1","0","100.00"
"143","Taylor Hall","BOS","L","8","128.53333333333","5","5","3","2","10","83.33","34","14.71","4.38","48","42","35","19","7","6","2","1","1","0","0","3","4","4","1","15","3","1","1","50.00"
"328","David Pastrnak","BOS","R","8","163.7","6","4","4","0","10","90.91","44","13.64","4.49","83","56","35","12","3","8","0","0","0","0","0","1","14","7","9","15","4","0","0","-"
"432","Auston Matthews","TOR","C","7","137.88333333333","4","6","4","2","10","66.67","39","10.26","4.13","53","49","40","18","0","5","0","0","0","0","0","4","7","7","7","12","7","47","43","52.22"
"584","Rasmus Dahlin","BUF","D","7","180.16666666667","2","8","5","3","10","45.45","18","11.11","1.05","31","23","10","0","0","2","4","2","2","0","0","1","7","3","5","18","8","0","0","-"
