"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Craig Anderson","BUF","2","120","66","64","2","0.970","1.00","4.34","5.41","15","15","0","1.000","0.00","2.80","19","17","2","0.895","1.00","-0.11","28","28","0","1.000","0.00","1.15","3","6","35.64","25.50"
"58","Jake Oettinger","DAL","5","298.91666666667","149","142","7","0.953","1.41","7.32","13.42","36","34","2","0.944","0.40","4.71","33","31","2","0.939","0.40","1.29","74","71","3","0.959","0.60","0.03","7","14","35.81","28.00"
"54","Carter Hart","PHI","4","240","137","130","7","0.949","1.75","6.16","13.87","43","43","0","1.000","0.00","8.01","36","32","4","0.889","1.00","-0.41","53","50","3","0.943","0.75","-0.83","17","30","33.85","32.14"
"57","Stuart Skinner","EDM","2","106.8","54","51","3","0.944","1.69","2.19","6.08","14","12","2","0.857","1.12","0.61","20","19","1","0.950","0.56","0.99","17","17","0","1.000","0.00","0.70","5","6","35.11","25.67"
"21","Jordan Binnington","STL","3","182.16666666667","83","78","5","0.940","1.65","2.97","7.45","17","16","1","0.941","0.33","2.17","31","28","3","0.903","0.99","0.09","33","32","1","0.970","0.33","0.35","3","17","35.13","24.20"
"40","Ville Husso","DET","3","180.13333333333","98","92","6","0.939","2.00","3.42","8.55","22","19","3","0.864","1.00","1.10","20","17","3","0.850","1.00","-1.01","46","46","0","1.000","0.00","1.88","11","13","38.80","16.17"
"7","Alex Stalock","CHI","4","200.5","112","105","7","0.938","2.09","3.76","11.19","27","23","4","0.852","1.20","1.03","33","30","3","0.909","0.90","0.29","43","43","0","1.000","0.00","1.76","13","18","35.79","20.86"
"28","Linus Ullmark","BOS","6","328.93333333333","171","160","11","0.936","2.01","5.43","13.56","34","28","6","0.824","1.09","0.34","55","51","4","0.927","0.73","1.48","65","64","1","0.985","0.18","1.66","6","24","40.22","21.00"
"22","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.98","2.94","12","10","2","0.833","2.00","0.24","6","6","0","1.000","0.00","0.60","13","13","0","1.000","0.00","0.53","3","5","28.45","12.50"
"48","Adin Hill","VGK","3","179.86666666667","92","86","6","0.935","2.00","2.84","6.7","18","14","4","0.778","1.33","-0.65","30","28","2","0.933","0.67","0.99","38","38","0","1.000","0.00","1.56","9","9","38.97","19.00"
"47","Ilya Samsonov","TOR","5","299.18333333333","146","136","10","0.932","2.01","4.03","15.28","50","44","6","0.880","1.20","3.32","37","33","4","0.892","0.80","-0.31","54","54","0","1.000","0.00","2.21","9","30","34.16","14.40"
"61","Logan Thompson","VGK","5","295.35","145","135","10","0.931","2.03","3.93","14.06","41","33","8","0.805","1.63","-0.36","36","35","1","0.972","0.20","2.59","60","59","1","0.983","0.20","1.46","12","28","37.63","18.10"
"5","Thomas Greiss","STL","1","59.533333333333","42","39","3","0.929","3.02","1.04","3.65","13","11","2","0.846","2.02","0.42","15","15","0","1.000","0.00","1.49","12","11","1","0.917","1.01","-0.51","2","3","34.83","23.00"
