"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"43","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.66","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.21","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"21","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.94","2.92","9","8","1","0.889","1.00","0.59","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"31","Linus Ullmark","BOS","25","1450.55","733","688","45","0.939","1.86","24.43","63.58","187","161","26","0.861","1.08","7.05","182","174","8","0.956","0.33","11.55","306","295","11","0.964","0.45","0.92","65","119","38.33","21.44"
"77","Akira Schmid","N.J","8","398.18333333333","191","178","13","0.932","1.96","5.09","18.97","42","36","6","0.857","0.90","1.42","58","53","5","0.914","0.75","1.23","80","78","2","0.975","0.30","1.12","6","30","37.40","19.31"
"30","Connor Hellebuyck","WPG","29","1740.6666666667","936","869","67","0.928","2.31","21.66","88.36","251","212","39","0.845","1.34","5.36","258","243","15","0.942","0.52","12.72","374","361","13","0.965","0.45","1.57","48","131","36.11","20.97"
"45","Ilya Sorokin","NYI","29","1627.5833333333","835","773","62","0.926","2.29","17.09","84.42","245","206","39","0.841","1.44","4.30","206","192","14","0.932","0.52","8.13","346","337","9","0.974","0.33","4.48","45","167","34.73","21.26"
"63","Filip Gustavsson","MIN","15","878.86666666667","436","403","33","0.924","2.25","8.30","38.59","105","88","17","0.838","1.16","1.56","129","118","11","0.915","0.75","2.86","178","173","5","0.972","0.34","1.93","39","63","35.65","20.52"
"80","Pyotr Kochetkov","CAR","16","924.1","419","387","32","0.924","2.08","7.69","40.47","141","126","15","0.894","0.97","9.92","100","88","12","0.880","0.78","-1.26","149","144","5","0.966","0.32","0.80","35","55","34.63","23.13"
"1","Craig Anderson","BUF","14","805.28333333333","457","422","35","0.923","2.61","8.29","41.14","128","110","18","0.859","1.34","4.62","134","122","12","0.910","0.89","2.40","177","172","5","0.972","0.37","1.89","30","54","36.25","21.46"
"61","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
"26","Andrei Vasilevskiy","T.B","26","1559.95","799","736","63","0.921","2.42","12.68","73.97","218","188","30","0.862","1.15","8.53","232","206","26","0.888","1.00","-1.07","314","307","7","0.978","0.27","5.23","40","110","34.16","21.32"
"27","Matt Murray","TOR","14","837.53333333333","424","390","34","0.920","2.44","6.16","40.54","118","100","18","0.847","1.29","2.86","118","108","10","0.915","0.72","2.68","173","167","6","0.965","0.43","0.74","44","74","33.54","20.03"
"66","Jake Oettinger","DAL","29","1657.4333333333","830","764","66","0.920","2.39","12.62","79.85","242","205","37","0.847","1.34","5.77","196","175","21","0.893","0.76","0.06","351","343","8","0.977","0.29","5.67","58","115","34.58","18.85"
"73","Collin Delia","VAN","3","162.8","88","81","7","0.920","2.58","1.34","10.83","37","30","7","0.811","2.58","-0.46","16","16","0","1.000","0.00","1.72","32","32","0","1.000","0.00","1.25","4","19","31.88","15.43"
"9","Semyon Varlamov","NYI","12","702.38333333333","381","350","31","0.919","2.65","5.09","36.79","111","95","16","0.856","1.37","3.62","99","89","10","0.899","0.85","0.64","145","140","5","0.966","0.43","0.65","31","56","36.17","20.00"
"36","Tristan Jarry","PIT","25","1461.9","816","749","67","0.918","2.75","10.29","68.15","219","178","41","0.813","1.68","-2.29","212","197","15","0.929","0.62","7.78","338","327","11","0.967","0.45","2.17","41","100","37.08","20.21"
"48","Igor Shesterkin","NYR","29","1754.1666666667","853","782","71","0.917","2.43","9.79","80","241","203","38","0.842","1.30","4.60","251","230","21","0.916","0.72","5.97","314","302","12","0.962","0.41","0.23","85","106","34.29","21.15"
"7","Alex Stalock","CHI","11","563.83333333333","309","283","26","0.916","2.77","3.27","29.09","76","61","15","0.803","1.60","-1.57","98","88","10","0.898","1.06","0.53","118","117","1","0.992","0.11","3.60","27","42","35.78","19.77"
"13","Darcy Kuemper","WSH","24","1372.1","701","642","59","0.916","2.58","7.40","66.84","177","141","36","0.797","1.57","-4.71","181","167","14","0.923","0.61","5.45","304","295","9","0.970","0.39","2.84","61","98","36.52","20.29"
"76","Kevin Lankinen","NSH","9","515.65","297","272","25","0.916","2.91","3.13","27.73","82","73","9","0.890","1.05","5.49","73","62","11","0.849","1.28","-3.16","122","117","5","0.959","0.58","-0.25","21","50","35.69","24.28"
