"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"64","Ivan Prosvetov","ARI","1","59.966666666667","40","39","1","0.975","1.00","2.90","4.55","11","10","1","0.909","1.00","1.08","14","14","0","1.000","0.00","1.42","15","15","0","1.000","0.00","0.55","4","8","32.95","5.00"
"42","Felix Sandstrom","PHI","1","57.883333333333","29","28","1","0.966","1.04","1.83","2.86","5","5","0","1.000","0.00","0.95","9","8","1","0.889","1.04","-0.08","13","13","0","1.000","0.00","0.48","1","5","43.62","24.00"
"62","Kevin Lankinen","NSH","2","124.85","58","56","2","0.966","0.96","3.66","6.42","21","20","1","0.952","0.48","2.97","14","13","1","0.929","0.48","0.42","23","23","0","1.000","0.00","0.85","7","11","27.71","20.50"
"50","Joseph Woll","TOR","1","60","26","25","1","0.962","1.00","1.54","3.27","11","10","1","0.909","1.00","1.08","8","8","0","1.000","0.00","0.81","7","7","0","1.000","0.00","0.26","1","5","23.73","13.00"
"2","Marc-Andre Fleury","MIN","3","179.05","107","102","5","0.953","1.68","5.44","11.52","47","44","3","0.936","1.01","5.88","22","20","2","0.909","0.67","0.24","30","30","0","1.000","0.00","1.11","9","21","31.03","14.60"
"52","Filip Gustavsson","MIN","4","254.15","120","114","6","0.950","1.42","5.70","9.92","29","26","3","0.897","0.71","2.48","42","39","3","0.929","0.71","1.27","41","41","0","1.000","0.00","1.51","6","14","35.18","17.00"
"49","Casey DeSmith","PIT","3","159.9","89","84","5","0.944","1.88","3.68","8.89","23","21","2","0.913","0.75","2.35","25","23","2","0.920","0.75","0.54","37","36","1","0.973","0.38","0.36","4","18","37.70","25.40"
"6","Jonathan Quick","VGK","3","183.15","98","92","6","0.939","1.97","3.56","10.32","27","25","2","0.926","0.66","3.10","19","16","3","0.842","0.98","-1.07","47","46","1","0.979","0.33","0.73","10","25","35.51","25.33"
"29","Linus Ullmark","BOS","3","184.3","114","107","7","0.939","2.28","4.12","10.35","34","31","3","0.912","0.98","3.43","33","30","3","0.909","0.98","0.36","40","39","1","0.975","0.33","0.48","6","18","35.17","20.86"
"38","Ilya Sorokin","NYI","4","244.61666666667","114","107","7","0.939","1.72","4.12","8.87","33","27","6","0.818","1.47","0.24","29","29","0","1.000","0.00","2.95","49","48","1","0.980","0.25","0.81","7","16","33.43","20.29"
"46","Adin Hill","VGK","4","242.75","143","134","9","0.937","2.22","4.95","14.15","42","39","3","0.929","0.74","4.94","40","35","5","0.875","1.24","-0.93","57","56","1","0.982","0.25","1.10","9","25","30.71","21.33"
