"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"7","James Reimer","S.J","1","59.766666666667","26","26","0","1.000","0.00","2.46","1.95","4","4","0","1.000","0.00","0.70","9","9","0","1.000","0.00","0.94","9","9","0","1.000","0.00","0.37","4","1","49.27","-"
"59","Jeremy Swayman","BOS","2","118.08333333333","51","49","2","0.961","1.02","2.83","5.36","12","11","1","0.917","0.51","1.11","19","18","1","0.947","0.51","0.98","17","17","0","1.000","0.00","0.69","5","6","33.80","22.50"
"49","Connor Ingram","ARI","4","239.36666666667","150","144","6","0.960","1.50","8.21","15.45","41","37","4","0.902","1.00","3.19","48","47","1","0.979","0.25","4.00","53","52","1","0.981","0.25","1.16","25","26","34.70","19.33"
"35","Pheonix Copley","L.A","3","159.28333333333","71","68","3","0.958","1.13","3.73","8.12","20","18","2","0.900","0.75","1.51","12","12","0","1.000","0.00","1.25","35","34","1","0.971","0.38","0.42","4","9","37.17","29.00"
"60","Logan Thompson","VGK","1","41.316666666667","24","23","1","0.958","1.45","1.27","2.3","6","5","1","0.833","1.45","0.05","7","7","0","1.000","0.00","0.73","11","11","0","1.000","0.00","0.45","3","7","34.71","5.00"
"27","Connor Hellebuyck","WPG","3","179.56666666667","111","106","5","0.955","1.67","5.52","10.95","26","21","5","0.808","1.67","-0.44","45","45","0","1.000","0.00","4.69","39","39","0","1.000","0.00","1.59","8","16","29.55","12.40"
"25","Joonas Korpisalo","CBJ","3","179.41666666667","108","103","5","0.954","1.67","5.23","10.8","27","25","2","0.926","0.67","2.74","34","32","2","0.941","0.67","1.54","40","39","1","0.975","0.33","0.63","4","19","36.37","20.20"
"57","Jake Oettinger","DAL","4","253.4","142","135","7","0.951","1.66","6.46","10.84","28","24","4","0.857","0.95","0.91","40","38","2","0.950","0.47","2.16","63","62","1","0.984","0.24","1.56","2","21","39.81","17.86"
"67","Justus Annunen","COL","1","59.633333333333","20","19","1","0.950","1.01","0.90","1.71","6","6","0","1.000","0.00","1.05","4","3","1","0.750","1.01","-0.58","9","9","0","1.000","0.00","0.37","0","0","36.10","18.00"
"65","Pavel Francouz","COL","1","63.45","38","36","2","0.947","1.89","1.60","3.52","9","7","2","0.778","1.89","-0.42","14","14","0","1.000","0.00","1.46","11","11","0","1.000","0.00","0.45","3","5","39.58","14.50"
