"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"365","Connor McDavid","EDM","C","22","94.266666666667","8","11","7","4","19","86.36","33","24.24","4.94","43","37","33","15","1","0","2","1","1","0","0","0","12","2","3","5","1","4","2","66.67"
"181","Nikita Kucherov","T.B","R","21","100.46666666667","4","13","8","5","17","94.44","24","16.67","2.66","44","35","24","4","3","2","2","1","1","0","0","1","11","2","3","3","1","0","0","-"
"312","Leon Draisaitl","EDM","C","22","94.716666666667","8","8","6","2","16","69.57","32","25.00","4.23","49","41","28","10","0","6","4","2","2","0","0","0","4","2","0","7","0","64","39","62.14"
"328","David Pastrnak","BOS","R","21","94.466666666667","6","9","5","4","15","78.95","39","15.38","3.73","69","53","25","5","0","7","2","1","1","0","0","1","8","1","1","4","0","1","0","100.00"
"87","John Tavares","TOR","C","24","81.683333333333","7","7","4","3","14","82.35","28","25.00","5.61","39","35","36","27","0","7","0","0","0","0","0","0","2","0","0","4","0","50","35","58.82"
"372","Mikko Rantanen","COL","R","19","82.716666666667","3","11","10","1","14","70.00","13","23.08","2.32","23","22","10","4","1","4","0","0","0","0","0","1","3","0","0","6","0","10","21","32.26"
"417","Kirill Kaprizov","MIN","L","21","82.816666666667","7","6","5","1","13","81.25","35","20.00","5.46","56","44","38","16","1","7","0","0","0","0","0","2","1","0","0","3","1","0","0","-"
"529","Cale Makar","COL","D","19","80.616666666667","4","9","5","4","13","65.00","10","40.00","1.39","28","18","13","0","0","2","4","2","2","0","0","0","1","0","2","1","2","0","0","-"
"182","Ryan Nugent-Hopkins","EDM","C","22","93.8","1","11","4","7","12","54.55","13","7.69","2.46","23","20","18","8","0","2","0","0","0","0","0","1","0","0","2","1","2","0","1","0.00"
"186","Mika Zibanejad","NYR","C","23","104.23333333333","7","5","4","1","12","70.59","44","15.91","5.47","67","56","31","8","0","5","0","0","0","0","0","1","6","0","0","2","0","4","7","36.36"
"191","J.T. Miller","VAN","C","22","88.533333333333","6","6","6","0","12","66.67","21","28.57","2.05","44","33","19","5","0","2","4","2","2","0","0","0","3","0","2","1","0","0","2","0.00"
"408","Artemi Panarin","NYR","L","23","104.76666666667","1","11","7","4","12","75.00","14","7.14","1.85","39","26","16","2","0","4","4","2","2","0","0","1","5","0","2","1","0","0","0","-"
"516","Jason Robertson","DAL","L","23","59.083333333333","4","8","3","5","12","75.00","29","13.79","3.86","46","37","24","10","1","6","4","2","2","0","0","0","1","0","0","2","0","0","0","-"
"584","Rasmus Dahlin","BUF","D","21","93.216666666667","4","8","5","3","12","70.59","20","20.00","1.42","30","23","9","0","0","0","2","1","1","0","0","0","1","0","1","1","1","0","0","-"
"10","Alex Ovechkin","WSH","L","23","133.4","6","5","3","2","11","68.75","38","15.79","4.19","87","57","29","4","0","4","2","1","1","0","0","0","2","5","3","4","0","0","0","-"
"26","Brad Marchand","BOS","L","13","55.666666666667","4","7","5","2","11","73.33","13","30.77","1.62","21","16","13","3","0","2","4","2","2","0","0","1","3","1","0","2","0","4","1","80.00"
"39","Jamie Benn","DAL","L","23","52.05","4","7","5","2","11","73.33","17","23.53","2.72","20","18","17","11","0","2","2","1","1","0","0","0","4","0","1","3","0","26","26","50.00"
"61","Steven Stamkos","T.B","C","21","98.5","6","5","5","0","11","57.89","31","19.35","3.82","61","44","36","6","7","3","4","2","2","0","0","0","4","0","0","5","0","27","26","50.94"
"120","Mats Zuccarello","MIN","R","21","83.233333333333","4","7","3","4","11","68.75","20","20.00","1.58","35","27","13","2","0","4","0","0","0","0","0","1","2","1","1","2","1","0","0","-"
