"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","63","3066.1167","18","33","12","17","48","0.381","2888","2932","49.62","2118","2142","49.72","1503","1532","49.52","135","161","45.61","148.04","131.6","52.94","1637","1512","51.98","931","854","52.16","116","146","44.27","12.46","82.90","736","581","55.88","486","398","54.98","75","77","49.34","15.43","80.65","901","931","49.18","445","456","49.39","41","69","37.27","9.21","84.87","1053","1207","46.59","513","596","46.26","19","15","55.88","3.70","97.48","8.98","89.49","0.985"
"2","Nashville Predators","60","2839.65","31","23","6","28","68","0.567","2737","2859","48.91","1996","2114","48.56","1403","1510","48.16","114","108","51.35","130.88","134.2","49.37","1411","1482","48.77","776","849","47.75","93","95","49.47","11.98","88.81","584","603","49.20","396","419","48.59","65","59","52.42","16.41","85.92","827","879","48.48","380","430","46.91","28","36","43.75","7.37","91.63","1130","1159","49.37","565","575","49.56","21","13","61.76","3.72","97.74","8.13","92.85","1.010"
"3","Tampa Bay Lightning","63","2991.5833","37","21","5","35","79","0.627","2884","2759","51.11","2172","2069","51.21","1522","1535","49.79","137","122","52.90","144.84","132.11","52.30","1651","1434","53.52","930","845","52.39","116","103","52.97","12.47","87.81","733","590","55.40","487","439","52.59","88","60","59.46","18.07","86.33","918","844","52.10","443","406","52.18","28","43","39.44","6.32","89.41","1077","1148","48.40","539","627","46.23","20","19","51.28","3.71","96.97","9.00","92.05","1.011"
"4","New York Rangers","63","3062","35","19","9","32","79","0.627","2847","2747","50.89","2111","2017","51.14","1511","1444","51.13","132","122","51.97","130.12","130.52","49.92","1442","1447","49.91","777","807","49.05","108","97","52.68","13.90","87.98","587","615","48.84","394","419","48.46","70","65","51.85","17.77","84.49","855","832","50.68","383","388","49.68","38","32","54.29","9.92","91.75","1196","1084","52.46","670","569","54.08","24","25","48.98","3.58","95.61","8.74","91.55","1.003"
"5","Vegas Golden Knights","63","3165.0167","38","19","6","34","82","0.651","3046","3116","49.43","2219","2187","50.36","1612","1548","51.01","139","126","52.45","140.5","127.87","52.35","1503","1502","50.02","883","809","52.19","123","105","53.95","13.93","87.02","651","551","54.16","466","381","55.02","76","62","55.07","16.31","83.73","852","951","47.25","417","428","49.35","47","43","52.22","11.27","89.95","1253","1359","47.97","635","659","49.07","16","20","44.44","2.52","96.97","8.62","91.86","1.005"
"6","Los Angeles Kings","64","3050.9167","36","20","8","30","80","0.625","2975","2762","51.86","2224","1945","53.35","1600","1346","54.31","132","135","49.44","135.85","123.72","52.34","1553","1414","52.34","901","758","54.31","117","111","51.32","12.99","85.36","652","571","53.31","457","382","54.47","71","73","49.31","15.54","80.89","901","843","51.66","444","376","54.15","46","38","54.76","10.36","89.89","1214","1104","52.37","640","508","55.75","15","24","38.46","2.34","95.28","8.25","89.97","0.982"
"7","Boston Bruins","62","2928.8667","49","8","5","47","103","0.831","2758","2691","50.61","2081","1959","51.51","1539","1417","52.06","152","86","63.87","132.87","116.54","53.27","1505","1358","52.57","894","743","54.61","131","72","64.53","14.65","90.31","624","534","53.89","457","378","54.73","84","41","67.20","18.38","89.15","881","824","51.67","437","365","54.49","47","31","60.26","10.76","91.51","1114","1126","49.73","581","577","50.17","21","14","60.00","3.61","97.57","9.88","93.93","1.038"
"8","Washington Capitals","64","3104.7167","31","27","6","30","68","0.531","3059","2948","50.92","2230","2165","50.74","1593","1522","51.14","133","134","49.81","141.24","134.41","51.24","1514","1457","50.96","868","822","51.36","119","110","51.97","13.71","86.62","636","591","51.83","445","397","52.85","77","71","52.03","17.30","82.12","878","866","50.34","423","425","49.88","42","39","51.85","9.93","90.82","1263","1247","50.32","613","620","49.72","14","24","36.84","2.28","96.13","8.35","91.20","0.995"
"9","Columbus Blue Jackets","63","3082.05","20","37","6","19","46","0.365","2758","3311","45.44","2017","2442","45.23","1424","1757","44.77","110","157","41.20","120.39","147.51","44.94","1307","1595","45.04","758","902","45.66","89","131","40.45","11.74","85.48","498","645","43.57","345","444","43.73","50","80","38.46","14.49","81.98","809","950","45.99","413","458","47.42","39","51","43.33","9.44","88.86","1197","1459","45.07","593","777","43.28","21","26","44.68","3.54","96.65","7.72","91.06","0.988"
"10","Carolina Hurricanes","61","2905.6667","41","12","8","38","90","0.738","3248","2160","60.06","2441","1650","59.67","1656","1185","58.29","135","95","58.70","155.99","101.65","60.55","1609","1047","60.58","902","632","58.80","119","81","59.50","13.19","87.18","733","495","59.69","504","343","59.50","81","51","61.36","16.07","85.13","876","552","61.34","398","289","57.93","38","30","55.88","9.55","89.62","1373","874","61.10","699","451","60.78","16","14","53.33","2.29","96.90","8.15","91.98","1.001"
"11","Toronto Maple Leafs","63","3036.55","38","17","8","38","84","0.667","2903","2745","51.40","2189","1990","52.38","1573","1398","52.95","140","107","56.68","145.84","124.56","53.94","1657","1403","54.15","910","763","54.39","121","96","55.76","13.30","87.42","697","586","54.33","477","402","54.27","78","49","61.42","16.35","87.81","960","817","54.02","433","361","54.53","43","47","47.78","9.93","86.98","1092","1150","48.71","608","565","51.83","19","11","63.33","3.13","98.05","8.90","92.35","1.012"
"12","Montreal Canadiens","63","3010.6667","26","33","4","22","56","0.444","2582","3037","45.95","1866","2196","45.94","1367","1589","46.24","120","144","45.45","116.54","150.92","43.57","1254","1608","43.82","701","914","43.41","99","130","43.23","14.12","85.78","512","690","42.60","354","473","42.81","64","92","41.03","18.08","80.55","742","918","44.70","347","441","44.04","35","38","47.95","10.09","91.38","1079","1167","48.04","589","610","49.12","21","14","60.00","3.57","97.70","8.78","90.94","0.997"
"13","Chicago Blackhawks","62","3051.9833","21","36","5","19","47","0.379","2397","3143","43.27","1782","2337","43.26","1276","1702","42.85","99","157","38.67","105.91","150.31","41.33","1140","1647","40.90","661","947","41.11","88","132","40.00","13.31","86.06","461","676","40.55","316","482","39.60","52","83","38.52","16.46","82.78","679","971","41.15","345","465","42.59","36","49","42.35","10.43","89.46","1042","1257","45.32","548","676","44.77","11","25","30.56","2.01","96.30","7.76","90.78","0.985"
"14","Colorado Avalanche","61","2917.9167","34","21","6","30","74","0.607","2878","2757","51.07","2072","2063","50.11","1558","1543","50.24","118","109","51.98","124.4","122.59","50.37","1368","1276","51.74","816","761","51.74","101","89","53.16","12.38","88.30","545","586","48.19","402","408","49.63","62","62","50.00","15.42","84.80","823","690","54.40","414","353","53.98","39","27","59.09","9.42","92.35","1299","1222","51.53","686","702","49.42","17","20","45.95","2.48","97.15","7.57","92.94","1.005"
"15","Seattle Kraken","63","3086.9833","36","21","6","36","78","0.619","2955","2701","52.25","2194","1981","52.55","1544","1358","53.20","159","122","56.58","130.6","129.86","50.14","1420","1399","50.37","810","736","52.39","133","113","54.07","16.42","84.65","542","597","47.59","372","387","49.01","76","77","49.67","20.43","80.10","878","802","52.26","438","349","55.65","57","36","61.29","13.01","89.68","1244","1083","53.46","649","541","54.54","25","9","73.53","3.85","98.34","10.30","91.02","1.013"
"16","Anaheim Ducks","63","3046.0167","21","34","8","18","50","0.397","2586","3401","43.19","1931","2644","42.21","1411","1957","41.89","106","175","37.72","117.31","176.45","39.93","1268","1793","41.42","719","1104","39.44","89","147","37.71","12.38","86.68","533","839","38.85","379","625","37.75","53","102","34.19","13.98","83.68","735","954","43.52","340","479","41.51","36","45","44.44","10.59","90.61","1041","1378","43.03","555","777","41.67","17","28","37.78","3.06","96.40","7.51","91.06","0.986"
