"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.66","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.21","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.94","2.92","9","8","1","0.889","1.00","0.59","9","9","0","1.000","0.00","0.96","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"32","Linus Ullmark","BOS","30","1744.4333333333","857","804","53","0.938","1.82","28.17","76.65","223","194","29","0.870","1.00","10.38","224","213","11","0.951","0.38","12.89","349","336","13","0.963","0.45","0.65","80","143","37.48","22.40"
"31","Connor Hellebuyck","WPG","37","2214.5","1169","1081","88","0.925","2.38","22.72","112.08","314","266","48","0.847","1.30","7.46","328","304","24","0.927","0.65","10.98","458","442","16","0.965","0.43","1.91","67","167","36.41","21.07"
"68","Jake Oettinger","DAL","37","2143.8166666667","1053","973","80","0.924","2.24","19.74","102.14","301","258","43","0.857","1.20","10.16","260","234","26","0.900","0.73","1.73","442","431","11","0.975","0.31","6.29","75","149","34.44","19.69"
"79","Kevin Lankinen","NSH","11","635.65","369","341","28","0.924","2.64","6.95","34.62","97","86","11","0.887","1.04","6.13","101","89","12","0.881","1.13","-1.23","146","141","5","0.966","0.47","0.71","25","64","35.58","23.07"
"63","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"46","Ilya Sorokin","NYI","37","2111.0166666667","1101","1015","86","0.922","2.44","18.28","113.88","346","291","55","0.841","1.56","6.11","278","257","21","0.924","0.60","8.65","424","414","10","0.976","0.28","6.58","74","223","34.19","19.99"
"65","Filip Gustavsson","MIN","19","1113.8333333333","541","499","42","0.922","2.26","9.24","49.91","137","115","22","0.839","1.19","2.20","156","142","14","0.910","0.75","2.64","218","212","6","0.972","0.32","2.53","50","81","35.74","20.86"
"37","Tristan Jarry","PIT","27","1583.6","886","816","70","0.921","2.65","13.92","75.44","235","194","41","0.826","1.55","0.50","231","216","15","0.935","0.57","9.64","366","352","14","0.962","0.53","0.32","44","118","37.09","20.59"
"54","Ilya Samsonov","TOR","22","1284.1666666667","595","548","47","0.921","2.20","9.36","59.38","173","155","18","0.896","0.84","12.55","160","138","22","0.863","1.03","-4.94","230","223","7","0.970","0.33","2.00","36","107","35.02","22.21"
"36","Juuse Saros","NSH","36","2130.1333333333","1204","1108","96","0.920","2.70","18.04","117.9","337","286","51","0.849","1.44","8.52","398","361","37","0.907","1.04","5.45","407","399","8","0.980","0.23","7.92","78","168","33.22","20.32"
"78","Pavel Francouz","COL","13","778.21666666667","401","369","32","0.920","2.47","5.98","34.57","104","83","21","0.798","1.62","-2.63","105","99","6","0.943","0.46","5.20","171","166","5","0.971","0.39","1.69","21","50","35.86","19.88"
