"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.67","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.22","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.95","2.92","9","8","1","0.889","1.00","0.60","9","9","0","1.000","0.00","0.97","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"32","Linus Ullmark","BOS","28","1627.1","814","762","52","0.936","1.92","25.40","71.89","214","185","29","0.864","1.07","8.96","205","195","10","0.951","0.37","12.07","335","322","13","0.961","0.48","0.16","74","138","37.71","22.06"
"46","Ilya Sorokin","NYI","33","1869.5","957","887","70","0.927","2.25","21.00","97.67","292","248","44","0.849","1.41","7.79","237","221","16","0.932","0.51","9.51","382","372","10","0.974","0.32","5.00","60","190","34.46","20.84"
"31","Connor Hellebuyck","WPG","33","1978.0666666667","1048","970","78","0.926","2.37","21.65","100.37","281","238","43","0.847","1.30","6.84","291","271","20","0.931","0.61","11.32","414","399","15","0.964","0.45","1.26","61","151","36.32","21.17"
"64","Filip Gustavsson","MIN","17","995.31666666667","479","443","36","0.925","2.17","9.55","42.54","112","94","18","0.839","1.09","1.87","142","130","12","0.915","0.72","3.28","198","192","6","0.970","0.36","1.78","43","69","36.30","21.39"
"67","Jake Oettinger","DAL","32","1843.0166666667","917","847","70","0.924","2.28","17.20","89.14","266","226","40","0.850","1.30","7.18","222","200","22","0.901","0.72","1.90","384","376","8","0.979","0.26","7.08","64","131","34.42","18.79"
"79","Samuel Ersson","PHI","5","287.43333333333","144","133","11","0.924","2.30","2.69","15.34","42","39","3","0.929","0.63","4.45","40","34","6","0.850","1.25","-1.69","53","51","2","0.962","0.42","0.08","15","21","34.45","23.91"
"62","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.24","1.62","4","4","0","1.000","0.00","0.71","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.20","1","0","28.00","28.00"
"1","Craig Anderson","BUF","15","865.28333333333","495","456","39","0.921","2.70","8.07","44.59","138","117","21","0.848","1.46","3.48","139","127","12","0.914","0.83","2.96","195","189","6","0.969","0.42","1.66","31","59","36.67","21.00"
"36","Juuse Saros","NSH","32","1890.2666666667","1065","979","86","0.919","2.73","15.27","104.46","300","257","43","0.857","1.36","10.21","344","308","36","0.895","1.14","1.03","368","361","7","0.981","0.22","7.45","68","151","33.45","20.66"
"76","Pavel Francouz","COL","11","653.35","345","317","28","0.919","2.57","4.81","29.42","93","73","20","0.785","1.84","-3.50","91","86","5","0.945","0.46","4.80","145","142","3","0.979","0.28","2.69","19","40","35.43","17.89"
"78","Akira Schmid","N.J","9","456.16666666667","209","192","17","0.919","2.24","2.87","20.8","45","38","7","0.844","0.92","0.98","66","59","7","0.894","0.92","0.10","84","81","3","0.964","0.39","0.30","7","31","38.47","19.41"
"7","Alex Stalock","CHI","14","732.68333333333","403","370","33","0.918","2.70","5.32","36.34","98","79","19","0.806","1.56","-1.62","119","108","11","0.908","0.90","1.81","164","161","3","0.982","0.25","3.44","29","53","36.18","20.39"
"14","Darcy Kuemper","WSH","28","1608.7833333333","826","758","68","0.918","2.54","10.54","78.22","213","172","41","0.808","1.53","-3.22","213","198","15","0.930","0.56","7.93","355","343","12","0.966","0.45","1.94","63","115","36.49","20.91"
"37","Tristan Jarry","PIT","25","1461.9","816","749","67","0.918","2.75","10.59","68.15","219","178","41","0.813","1.68","-2.15","212","197","15","0.929","0.62","7.82","338","327","11","0.967","0.45","2.27","41","100","37.08","20.21"
"49","Igor Shesterkin","NYR","33","1998.7333333333","984","903","81","0.918","2.43","12.57","92.59","282","241","41","0.855","1.23","9.02","288","263","25","0.913","0.75","6.00","363","348","15","0.959","0.45","-0.74","106","130","34.01","21.67"
"77","Kevin Lankinen","NSH","10","575.65","329","302","27","0.918","2.81","4.28","29.75","87","77","10","0.885","1.04","5.43","80","68","12","0.850","1.25","-3.39","139","134","5","0.964","0.52","0.46","23","56","36.22","23.56"
"27","Andrei Vasilevskiy","T.B","30","1798.2833333333","907","832","75","0.917","2.50","11.25","85.51","252","217","35","0.861","1.17","9.70","265","233","32","0.879","1.07","-3.48","351","343","8","0.977","0.27","5.78","53","126","34.14","21.80"
"28","Matt Murray","TOR","18","1076.3333333333","553","507","46","0.917","2.56","6.58","51.61","157","135","22","0.860","1.23","5.85","146","130","16","0.890","0.89","-0.28","225","217","8","0.964","0.45","0.84","56","87","34.70","22.07"
"12","Dustin Tokarski","PIT","2","112.18333333333","59","54","5","0.915","2.67","0.61","5.34","18","15","3","0.833","1.60","0.19","13","11","2","0.846","1.07","-0.60","26","26","0","1.000","0.00","1.02","4","10","33.39","13.20"
"43","Vitek Vanecek","N.J","28","1505.6166666667","688","629","59","0.914","2.35","6.42","68.64","179","145","34","0.810","1.35","-2.25","178","161","17","0.904","0.68","2.16","282","274","8","0.972","0.32","3.08","33","107","36.53","18.85"
"54","Ilya Samsonov","TOR","17","1002.6","453","414","39","0.914","2.33","4.08","42.75","128","113","15","0.883","0.90","7.70","126","109","17","0.865","1.02","-3.44","171","164","7","0.959","0.42","-0.28","31","72","35.78","22.77"
"66","Stuart Skinner","EDM","26","1481.9","851","778","73","0.914","2.96","7.92","83.39","234","197","37","0.842","1.50","4.51","257","228","29","0.887","1.17","-1.34","308","301","7","0.977","0.28","5.10","52","113","34.27","22.04"
"73","Alexandar Georgiev","COL","30","1790.7833333333","953","871","82","0.914","2.75","8.62","85.21","268","225","43","0.840","1.44","4.54","208","185","23","0.889","0.77","-0.61","419","403","16","0.962","0.54","0.46","53","144","36.21","20.46"
"9","Semyon Varlamov","NYI","13","762.38333333333","402","367","35","0.913","2.75","3.23","39.09","117","101","16","0.863","1.26","4.75","106","94","12","0.887","0.94","-0.59","153","146","7","0.954","0.55","-0.99","32","62","35.96","21.46"
"72","Logan Thompson","VGK","30","1776.55","916","836","80","0.913","2.70","7.10","78.44","227","191","36","0.841","1.22","4.26","239","213","26","0.891","0.88","-0.27","399","382","17","0.957","0.57","-1.33","66","122","36.13","21.23"
"81","Pyotr Kochetkov","CAR","19","1106.4833333333","497","454","43","0.913","2.33","4.26","49.2","170","148","22","0.871","1.19","8.15","123","108","15","0.878","0.81","-1.76","167","161","6","0.964","0.33","0.56","43","69","34.63","20.91"
"5","Thomas Greiss","STL","13","727.53333333333","445","406","39","0.912","3.22","3.31","39.48","119","96","23","0.807","1.90","-1.89","131","121","10","0.924","0.82","4.10","164","158","6","0.963","0.49","0.44","28","60","36.64","18.54"
"61","Charlie Lindgren","WSH","19","1086.6","534","487","47","0.912","2.60","3.78","49.91","142","113","29","0.796","1.60","-3.81","148","136","12","0.919","0.66","3.93","217","211","6","0.972","0.33","2.52","42","51","35.03","18.94"
