"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","67","3245.8833","19","36","12","18","50","0.373","3058","3101","49.65","2230","2273","49.52","1577","1627","49.22","138","173","44.37","156.01","140.32","52.65","1724","1609","51.73","977","912","51.72","119","157","43.12","12.18","82.79","776","618","55.67","512","424","54.70","77","84","47.83","15.04","80.19","948","991","48.89","465","488","48.79","42","73","36.52","9.03","85.04","1119","1271","46.82","536","633","45.85","19","16","54.29","3.54","97.47","8.75","89.37","0.981"
"2","Nashville Predators","64","3034.0167","33","24","7","29","73","0.570","2932","3054","48.98","2140","2265","48.58","1502","1617","48.16","120","116","50.85","140.41","143.18","49.51","1508","1583","48.79","826","911","47.55","98","102","49.00","11.86","88.80","624","638","49.45","421","448","48.45","69","63","52.27","16.39","85.94","884","945","48.33","405","463","46.66","29","39","42.65","7.16","91.58","1215","1241","49.47","610","618","49.67","22","14","61.11","3.61","97.73","7.99","92.83","1.008"
"3","Tampa Bay Lightning","67","3189.6333","39","22","6","37","84","0.627","3098","2900","51.65","2333","2178","51.72","1636","1611","50.38","143","128","52.77","154.76","137.8","52.90","1764","1495","54.13","992","881","52.96","122","108","53.04","12.30","87.74","779","614","55.92","521","456","53.33","92","64","58.97","17.66","85.96","985","881","52.79","471","425","52.57","30","44","40.54","6.37","89.65","1167","1213","49.03","586","661","46.99","20","20","50.00","3.41","96.97","8.74","92.05","1.008"
"4","New York Rangers","66","3216.9","37","19","10","33","84","0.636","2975","2902","50.62","2195","2118","50.89","1574","1524","50.81","136","126","51.91","134.88","138.24","49.38","1498","1527","49.52","807","854","48.59","111","99","52.86","13.75","88.41","611","652","48.38","408","447","47.72","72","66","52.17","17.65","85.23","887","875","50.34","399","407","49.50","39","33","54.17","9.77","91.89","1259","1139","52.50","700","599","53.89","25","27","48.08","3.57","95.49","8.64","91.73","1.004"
"5","Vegas Golden Knights","67","3363.6333","41","20","6","37","88","0.657","3178","3348","48.70","2317","2352","49.63","1685","1662","50.34","147","131","52.88","146.61","138.56","51.41","1567","1619","49.18","926","866","51.67","131","109","54.58","14.15","87.41","680","592","53.46","486","410","54.24","81","64","55.86","16.67","84.39","887","1027","46.34","440","456","49.11","50","45","52.63","11.36","90.13","1303","1462","47.12","658","711","48.06","16","21","43.24","2.43","97.05","8.72","92.12","1.008"
"6","Los Angeles Kings","67","3185.2333","38","20","9","32","85","0.634","3120","2886","51.95","2336","2035","53.44","1681","1406","54.45","140","137","50.54","143.54","128.81","52.70","1635","1472","52.62","947","782","54.77","124","113","52.32","13.09","85.55","684","593","53.56","482","394","55.02","75","75","50.00","15.56","80.96","951","879","51.97","465","388","54.51","49","38","56.32","10.54","90.21","1273","1164","52.24","674","542","55.43","16","24","40.00","2.37","95.57","8.33","90.26","0.986"
"7","Boston Bruins","65","3074.7","50","10","5","48","105","0.808","2909","2800","50.95","2189","2044","51.71","1616","1478","52.23","159","90","63.86","140.95","121.74","53.66","1594","1415","52.97","940","770","54.97","135","75","64.29","14.36","90.26","658","558","54.11","480","395","54.86","86","44","66.15","17.92","88.86","936","857","52.20","460","375","55.09","49","31","61.25","10.65","91.73","1165","1174","49.81","608","607","50.04","24","15","61.54","3.95","97.53","9.84","93.91","1.037"
"8","Washington Capitals","67","3239.45","32","28","7","31","71","0.530","3155","3091","50.51","2300","2279","50.23","1645","1599","50.71","141","139","50.36","144.9","142.88","50.35","1560","1548","50.19","891","874","50.48","127","115","52.48","14.25","86.84","652","635","50.66","456","425","51.76","82","74","52.56","17.98","82.59","908","913","49.86","435","449","49.21","45","41","52.33","10.34","90.87","1307","1289","50.35","640","642","49.92","14","24","36.84","2.19","96.26","8.57","91.31","0.999"
"9","Columbus Blue Jackets","65","3185.1667","20","38","7","19","47","0.362","2846","3440","45.28","2084","2530","45.17","1474","1816","44.80","113","165","40.65","125.48","154.18","44.87","1355","1666","44.85","792","939","45.75","92","139","39.83","11.62","85.20","523","678","43.55","364","465","43.91","52","86","37.68","14.29","81.51","832","988","45.71","428","474","47.45","40","53","43.01","9.35","88.82","1230","1508","44.92","608","798","43.24","21","26","44.68","3.45","96.74","7.67","90.91","0.986"
"10","Carolina Hurricanes","65","3102.3333","43","14","8","39","94","0.723","3490","2294","60.34","2613","1754","59.84","1765","1261","58.33","138","103","57.26","165.03","109.4","60.14","1715","1120","60.49","950","677","58.39","122","89","57.82","12.84","86.85","768","530","59.17","526","366","58.97","83","57","59.29","15.78","84.43","947","590","61.61","424","311","57.69","39","32","54.93","9.20","89.71","1492","924","61.75","757","478","61.30","16","14","53.33","2.11","97.07","7.82","91.83","0.997"
"11","Toronto Maple Leafs","66","3174.1","40","18","8","40","88","0.667","3020","2874","51.24","2283","2091","52.19","1642","1468","52.80","148","115","56.27","151.42","131.98","53.43","1716","1471","53.84","949","805","54.10","129","102","55.84","13.59","87.33","723","622","53.75","497","426","53.85","83","54","60.58","16.70","87.32","993","849","53.91","452","379","54.39","46","48","48.94","10.18","87.34","1144","1198","48.85","634","590","51.80","19","13","59.38","3.00","97.80","9.01","92.17","1.012"
"12","Montreal Canadiens","67","3223.55","26","35","6","22","58","0.433","2753","3269","45.72","1984","2350","45.78","1453","1701","46.07","129","155","45.42","125.6","160.26","43.94","1339","1721","43.76","749","974","43.47","108","141","43.37","14.42","85.52","552","731","43.02","383","504","43.18","69","101","40.59","18.02","79.96","787","990","44.29","366","470","43.78","39","40","49.37","10.66","91.49","1149","1271","47.48","624","656","48.75","21","14","60.00","3.37","97.87","8.88","90.89","0.998"
