"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"62","Jake Oettinger","DAL","7","385.25","186","177","9","0.952","1.40","8.63","17.27","44","41","3","0.932","0.47","5.03","44","42","2","0.955","0.31","2.61","92","88","4","0.957","0.62","-0.55","8","19","35.37","26.56"
"58","Carter Hart","PHI","8","488.15","296","280","16","0.946","1.97","12.06","30.82","88","85","3","0.966","0.37","13.05","90","82","8","0.911","0.98","1.43","107","102","5","0.953","0.61","-0.98","25","64","33.74","26.31"
"42","Ville Husso","DET","8","484.55","253","238","15","0.941","1.86","8.98","21.4","57","52","5","0.912","0.62","5.40","68","59","9","0.868","1.11","-1.88","107","106","1","0.991","0.12","3.02","14","42","37.97","20.27"
"68","Kevin Lankinen","NSH","4","219.85","117","110","7","0.940","1.91","4.09","11.69","30","27","3","0.900","0.82","2.47","33","31","2","0.939","0.55","1.46","46","44","2","0.957","0.55","-0.27","9","24","36.80","23.71"
"29","Connor Hellebuyck","WPG","10","605.61666666667","321","301","20","0.938","1.98","10.42","32.65","90","77","13","0.856","1.29","3.42","95","92","3","0.968","0.30","6.95","122","118","4","0.967","0.40","0.58","15","58","34.60","19.30"
"23","Magnus Hellberg","OTT","1","60","31","29","2","0.935","2.00","0.94","2.94","12","10","2","0.833","2.00","0.19","6","6","0","1.000","0.00","0.63","13","13","0","1.000","0.00","0.49","3","5","28.45","12.50"
"41","Ilya Sorokin","NYI","10","544.83333333333","299","279","20","0.933","2.20","8.34","31.46","95","83","12","0.874","1.32","5.33","82","76","6","0.927","0.66","2.59","110","108","2","0.982","0.22","2.13","24","59","33.33","21.35"
"30","Linus Ullmark","BOS","11","616.13333333333","310","289","21","0.932","2.05","8.38","25.78","73","60","13","0.822","1.27","0.31","85","79","6","0.929","0.58","2.90","120","118","2","0.983","0.19","2.50","12","39","39.35","18.95"
"65","Logan Thompson","VGK","9","537.05","272","253","19","0.930","2.12","6.78","24.7","72","61","11","0.847","1.23","2.13","66","62","4","0.939","0.45","2.91","115","112","3","0.974","0.34","1.32","19","41","37.89","23.58"
"48","Sam Montembeault","MTL","4","242.85","138","128","10","0.928","2.47","3.08","14.16","41","35","6","0.854","1.48","1.48","43","41","2","0.953","0.49","2.50","48","46","2","0.958","0.49","-0.20","7","26","31.80","19.00"
