"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"402","Connor McDavid","EDM","C","28","636.43333333333","25","29","18","11","54","87.10","110","22.73","13.44","161","140","112","44","6","8","16","8","8","0","0","14","34","22","28","37","12","177","161","52.37"
"341","Leon Draisaitl","EDM","C","28","621.61666666667","19","27","23","4","46","67.65","89","21.35","10.34","148","122","96","35","2","15","16","8","8","0","0","11","43","28","15","40","19","285","246","53.67"
"522","Tage Thompson","BUF","C, R","27","504.2","21","20","11","9","41","75.93","124","16.94","12.64","212","165","129","57","6","18","16","8","8","0","0","8","13","14","12","29","7","140","193","42.04"
"582","Jason Robertson","DAL","L","27","486.83333333333","23","18","9","9","41","75.93","118","19.49","12.9","194","151","115","52","3","19","8","4","4","0","0","3","24","26","14","25","4","0","0","-"
"193","Nikita Kucherov","T.B","R","26","563.75","11","27","17","10","38","84.44","94","11.70","10.93","185","137","107","33","16","16","20","10","10","0","0","19","41","21","25","40","11","0","0","-"
"72","Erik Karlsson","S.J","D","30","753.15","12","25","15","10","37","62.71","89","13.48","5.45","207","119","91","13","21","15","8","4","4","0","0","7","41","23","12","42","32","0","0","-"
"357","David Pastrnak","BOS","R","26","519.76666666667","19","18","11","7","37","77.08","134","14.18","12.95","242","178","118","37","7","17","16","7","7","0","0","12","39","18","29","49","5","5","6","45.45"
"472","Matthew Tkachuk","FLA","L","25","521.8","13","24","13","11","37","74.00","102","12.75","14.87","180","137","119","62","8","22","41","15","13","1","1","16","24","14","17","29","8","7","9","43.75"
"17","Sidney Crosby","PIT","C","27","539.55","15","20","11","9","35","77.78","79","18.99","9.97","145","107","95","39","7","14","16","8","8","0","0","5","19","23","33","35","12","297","270","52.38"
"310","Nathan MacKinnon","COL","C","23","503.5","8","26","15","11","34","69.39","120","6.67","10.95","195","158","109","37","8","11","20","10","10","0","0","16","10","15","20","24","14","196","223","46.78"
"449","Artemi Panarin","NYR","L","29","592.56666666667","6","28","16","12","34","82.93","71","8.45","6.94","153","109","72","13","2","14","12","6","6","0","0","6","24","9","6","16","4","0","2","0.00"
"458","Kirill Kaprizov","MIN","L","26","548.78333333333","17","17","12","5","34","82.93","113","15.04","12.5","197","149","121","44","3","18","15","6","5","1","0","13","14","17","23","44","8","0","2","0.00"
"575","Elias Pettersson","VAN","C","27","537.2","13","21","11","10","34","64.15","87","14.94","9.32","171","126","91","27","3","11","4","2","2","0","0","10","17","25","21","25","30","134","175","43.37"
"194","Ryan Nugent-Hopkins","EDM","C","28","549.85","14","19","10","9","33","60.00","70","20.00","10.05","112","92","78","38","1","7","18","8","8","0","0","4","8","12","20","16","13","104","133","43.88"
"409","Mikko Rantanen","COL","R","25","554.5","16","17","13","4","33","66.00","72","22.22","8.86","125","100","64","25","5","12","18","9","9","0","0","9","10","19","25","29","13","63","88","41.72"
"437","Mitchell Marner","TOR","R","28","601.51666666667","11","22","11","11","33","75.00","71","15.49","8.18","147","100","72","23","4","11","12","6","6","0","0","6","31","32","25","39","21","0","1","0.00"
"715","Jack Hughes","N.J","C","27","518.95","14","19","10","9","33","73.33","106","13.21","12.12","177","134","108","35","15","13","2","1","1","0","0","8","23","17","4","36","7","41","84","32.80"
