"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"376","Connor McDavid","EDM","C","27","115.45","9","16","9","7","25","89.29","37","24.32","5.63","55","45","37","15","1","3","2","1","1","0","0","0","14","3","3","8","1","5","3","62.50"
"322","Leon Draisaitl","EDM","C","27","115.96666666667","11","9","7","2","20","68.97","38","28.95","5.15","61","49","37","10","0","7","4","2","2","0","0","1","6","2","0","7","0","75","51","59.52"
"184","Nikita Kucherov","T.B","R","26","120.1","5","14","9","5","19","90.48","28","17.86","3.01","53","42","26","4","4","2","2","1","1","0","0","1","13","2","3","3","1","0","0","-"
"605","Rasmus Dahlin","BUF","D","25","108.25","4","13","7","6","17","68.00","22","18.18","1.85","34","25","11","1","0","1","2","1","1","0","0","0","2","0","1","2","1","0","0","-"
"338","David Pastrnak","BOS","R","25","108.93333333333","7","9","5","4","16","76.19","44","15.91","4.2","76","60","27","5","0","7","2","1","1","0","0","1","9","1","1","6","0","1","0","100.00"
"420","Artemi Panarin","NYR","L","28","120.76666666667","1","15","10","5","16","80.00","20","5.00","2.6","53","34","24","3","0","7","4","2","2","0","0","1","5","0","2","1","0","0","0","-"
"429","Kirill Kaprizov","MIN","L","25","98.166666666667","9","7","6","1","16","80.00","38","23.68","6.1","66","50","46","19","1","9","0","0","0","0","0","2","2","0","0","3","1","0","0","-"
"484","Tage Thompson","BUF","C, R","26","94.8","9","7","3","4","16","69.57","42","21.43","3.57","59","48","32","6","2","1","0","0","0","0","0","0","4","0","1","4","0","9","11","45.00"
"185","Ryan Nugent-Hopkins","EDM","C","27","115.08333333333","3","12","4","8","15","53.57","21","14.29","3.35","35","29","26","10","0","2","2","1","1","0","0","1","0","0","2","1","2","0","2","0.00"
"189","Mika Zibanejad","NYR","C","28","119.6","10","5","4","1","15","71.43","49","20.41","5.77","73","61","31","8","0","5","2","1","1","0","0","1","6","0","0","2","0","5","7","41.67"
"383","Mikko Rantanen","COL","R","24","112.05","3","12","10","2","15","62.50","16","18.75","2.54","30","26","14","4","1","4","0","0","0","0","0","1","3","1","0","7","0","13","26","33.33"
"546","Cale Makar","COL","D","24","108.75","4","11","7","4","15","65.22","17","23.53","1.78","42","26","15","0","0","4","4","2","2","0","0","0","1","1","2","3","2","0","0","-"
"63","Steven Stamkos","T.B","C","26","117.85","7","7","7","0","14","63.64","35","20.00","4.4","69","52","41","6","7","5","4","2","2","0","0","0","5","0","0","5","0","34","28","54.84"
"90","John Tavares","TOR","C","28","97.833333333333","7","7","4","3","14","77.78","36","19.44","6.91","50","46","45","32","0","9","0","0","0","0","0","0","2","0","0","4","0","63","39","61.76"
"194","J.T. Miller","VAN","C","27","109.13333333333","6","8","7","1","14","63.64","23","26.09","2.29","51","37","25","6","1","3","4","2","2","0","0","0","6","0","2","1","0","0","2","0.00"
"291","Nathan MacKinnon","COL","C","23","101.55","4","10","4","6","14","56.00","43","9.30","4.78","68","58","34","7","1","4","4","2","2","0","0","0","0","1","2","3","0","22","33","40.00"
"533","Jason Robertson","DAL","L","27","79.766666666667","6","8","3","5","14","77.78","40","15.00","4.6","63","49","29","11","1","6","4","2","2","0","0","0","2","0","0","2","0","0","0","-"
"26","Brad Marchand","BOS","L","17","69.55","4","9","7","2","13","76.47","15","26.67","1.93","27","21","16","3","0","2","4","2","2","0","0","1","5","1","0","3","0","4","1","80.00"
"394","Mathew Barzal","NYI","C","27","99.616666666667","2","11","5","6","13","86.67","20","10.00","2.2","37","28","23","1","0","6","2","1","1","0","0","0","13","1","1","0","0","3","3","50.00"
"589","Quinn Hughes","VAN","D","23","95.266666666667","0","13","6","7","13","72.22","14","0.00","0.76","31","17","6","1","0","1","2","1","1","0","0","0","3","2","0","2","2","0","0","-"
"689","Tim Stützle","OTT","L","26","98.083333333333","4","9","2","7","13","76.47","19","21.05","3.18","41","31","22","6","0","5","0","0","0","0","0","0","7","1","1","3","1","1","1","50.00"
"10","Alex Ovechkin","WSH","L","28","159.08333333333","6","6","3","3","12","60.00","48","12.50","5.01","109","72","37","4","0","6","2","1","1","0","0","0","3","5","3","4","0","0","0","-"
